TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma_p,.chain,.iteration,.draw
3.95393,66.1558,3.72055,50.3755,0.272417,0.284821,0.313645,0.27417,0.207951,2,76,1076
3.92593,65.5964,3.65155,52.3365,0.279701,0.272943,0.284768,0.303757,0.201006,2,77,1077
3.8851,67.1895,3.74854,49.8628,0.266354,0.26936,0.369001,0.331016,0.200647,2,78,1078
3.88481,66.8837,3.69615,51.1274,0.27177,0.264992,0.344465,0.321975,0.20114,2,79,1079
3.89812,67.0541,3.87065,53.7502,0.277663,0.262928,0.410327,0.352034,0.20112,2,80,1080
3.84811,68.7414,3.41681,53.0441,0.28609,0.273618,0.324612,0.33873,0.20092,2,81,1081
3.8207,67.195,3.89462,53.5692,0.288885,0.27619,0.373253,0.264864,0.200964,2,82,1082
3.83271,67.6244,3.99368,54.3661,0.299743,0.294167,0.23572100000000001,0.292108,0.203183,2,83,1083
3.87188,67.9898,3.85207,52.0643,0.299174,0.273256,0.266777,0.329894,0.199998,2,84,1084
3.85282,67.6608,3.80248,52.7223,0.298764,0.27058,0.263436,0.338249,0.200321,2,85,1085
3.85335,66.9433,3.88084,52.7551,0.291656,0.275561,0.284364,0.344644,0.201817,2,86,1086
3.95141,67.1286,4.06214,51.1067,0.297837,0.261981,0.285952,0.332744,0.202286,2,87,1087
3.84554,65.8869,3.69312,52.8246,0.312874,0.278252,0.254007,0.360501,0.200592,2,88,1088
3.89609,65.0999,3.7908,49.8942,0.311792,0.279896,0.280639,0.345851,0.201902,2,89,1089
4.01716,66.8352,3.78587,53.7869,0.295397,0.278324,0.150742,0.367033,0.202667,2,90,1090
4.01674,66.2744,3.78495,48.5463,0.29686,0.266339,0.211846,0.363717,0.200363,2,91,1091
4.08485,67.5114,3.59637,51.7156,0.301233,0.288863,0.315338,0.303422,0.204262,2,92,1092
4.19269,66.9596,3.87567,52.6338,0.301094,0.278639,0.222532,0.332316,0.2036,2,93,1093
4.13578,70.0505,3.6432,51.4773,0.296928,0.28338,0.243438,0.324004,0.199587,2,94,1094
4.12615,71.1293,3.89765,51.2539,0.287136,0.288388,0.19963,0.32253,0.20405,2,95,1095
4.03293,67.1057,4.22222,53.4378,0.312913,0.275319,0.183948,0.310581,0.198703,2,96,1096
3.94762,68.0655,3.0612,53.0013,0.319956,0.268281,0.278424,0.346991,0.204288,2,97,1097
3.95621,68.3358,3.73426,54.2498,0.29164,0.281081,0.254146,0.26236,0.201148,2,98,1098
3.93495,68.1256,3.66959,54.9746,0.29436,0.284549,0.247295,0.262289,0.200267,2,99,1099
3.97703,68.5715,4.01677,52.7087,0.2803,0.292981,0.357935,0.281531,0.202965,2,100,1100
4.00673,65.9973,3.77942,52.1047,0.276358,0.256079,0.202301,0.290519,0.201792,2,101,1101
4.0016,67.1608,3.98545,51.2372,0.281966,0.264929,0.206354,0.282707,0.203222,2,102,1102
4.07075,69.3598,3.68887,52.0043,0.269132,0.310136,0.17505,0.267689,0.202856,2,103,1103
4.23666,68.0349,3.88791,52.0846,0.287454,0.266497,0.184583,0.302045,0.203562,2,104,1104
4.12805,67.6537,3.80725,50.9179,0.310929,0.269241,0.199379,0.303991,0.203903,2,105,1105
4.12087,69.0056,3.85294,49.194,0.288177,0.290186,0.183212,0.323158,0.20154,2,106,1106
4.14571,67.4201,3.94112,50.7531,0.282759,0.262954,0.29213,0.326236,0.201156,2,107,1107
4.14499,67.985,3.99684,52.2384,0.293578,0.233614,0.23779,0.250358,0.200141,2,108,1108
4.23072,66.0045,3.98752,51.4272,0.287242,0.283683,0.346346,0.278744,0.202884,2,109,1109
4.11695,67.4207,3.60209,52.291,0.276523,0.269734,0.281129,0.28832,0.204883,2,110,1110
4.08814,66.9325,3.99984,53.5319,0.297817,0.259946,0.139471,0.344564,0.19957,2,111,1111
4.09703,68.4454,3.94556,50.6421,0.284003,0.250539,0.27006,0.354524,0.199125,2,112,1112
3.97285,66.1996,3.73657,49.3616,0.278262,0.27561600000000003,0.254742,0.285539,0.203012,2,113,1113
3.96656,70.1438,3.69783,52.1086,0.281674,0.250759,0.236143,0.340605,0.198996,2,114,1114
3.9868,68.9288,3.8921,53.9943,0.267163,0.266284,0.282677,0.24309,0.204573,2,115,1115
4.00847,69.2739,4.02248,52.6803,0.272024,0.252535,0.295955,0.324549,0.199316,2,116,1116
4.01226,68.0098,3.78337,51.1754,0.265562,0.248424,0.229768,0.318082,0.202934,2,117,1117
4.05027,68.7491,4.23406,52.9579,0.278097,0.259636,0.283101,0.309416,0.198454,2,118,1118
4.03337,69.7952,3.78932,50.9636,0.299154,0.272065,0.249539,0.304162,0.204383,2,119,1119
4.02848,68.9162,3.6275,54.624,0.306692,0.264854,0.22391,0.327179,0.199782,2,120,1120
4.03825,67.729,3.44823,54.5567,0.286207,0.284456,0.408182,0.341546,0.203385,2,121,1121
4.01642,69.4601,3.63394,51.9579,0.281645,0.27018,0.343209,0.352307,0.203356,2,122,1122
4.0682,72.542,3.4038,54.0825,0.270022,0.276216,0.385956,0.31426,0.201587,2,123,1123
4.03926,69.3618,3.62188,48.9027,0.266256,0.265731,0.287501,0.351304,0.200424,2,124,1124
4.11429,69.2164,4.09514,54.3674,0.29123,0.319775,0.249004,0.252929,0.201889,2,125,1125
4.14925,70.9221,3.44934,50.9953,0.264862,0.276625,0.335875,0.351821,0.203621,2,126,1126
4.15953,68.3187,4.03064,54.5282,0.246656,0.273483,0.270788,0.258173,0.200863,2,127,1127
4.06866,66.7064,4.15657,51.9969,0.259586,0.244766,0.370945,0.339299,0.202468,2,128,1128
4.0581,68.6414,4.05978,50.9227,0.256137,0.246584,0.261123,0.319741,0.199073,2,129,1129
4.04525,68.1677,3.81898,50.2759,0.257103,0.278264,0.256262,0.307179,0.199323,2,130,1130
4.06319,66.1349,4.31307,52.1505,0.271682,0.265687,0.253755,0.314823,0.204045,2,131,1131
4.08297,66.4074,4.19736,49.9384,0.266436,0.273011,0.348324,0.274454,0.201334,2,132,1132
4.06607,64.5616,3.53846,54.7292,0.275386,0.306558,0.374638,0.277574,0.204567,2,133,1133
4.11755,65.0989,4.0109,53.7109,0.28058,0.307609,0.450637,0.368559,0.199959,2,134,1134
4.09909,68.6846,3.56802,50.4839,0.309047,0.300771,0.306729,0.301354,0.204025,2,135,1135
4.05936,66.9839,3.97292,52.0755,0.310927,0.279525,0.313852,0.306835,0.202126,2,136,1136
4.17341,67.9865,3.49231,52.3816,0.334701,0.280082,0.293324,0.301937,0.201877,2,137,1137
4.12161,69.4841,3.58522,53.1664,0.315381,0.257105,0.275545,0.314395,0.201952,2,138,1138
4.11684,67.2669,4.10099,50.836,0.333481,0.261155,0.307059,0.351854,0.203048,2,139,1139
4.05643,66.3623,3.60399,52.9028,0.320117,0.289288,0.252346,0.303689,0.198624,2,140,1140
4.15758,65.6058,3.86645,53.6679,0.297246,0.27155,0.229841,0.345527,0.203302,2,141,1141
4.08636,67.2353,3.58134,53.0705,0.283107,0.28654,0.270407,0.272221,0.201039,2,142,1142
4.12108,65.4088,3.88998,50.1371,0.289942,0.265836,0.186683,0.290364,0.202386,2,143,1143
4.16678,66.3295,3.90462,51.1426,0.293601,0.279802,0.286201,0.319481,0.202797,2,144,1144
4.22676,66.3935,3.97865,54.4778,0.301632,0.236051,0.159236,0.309827,0.19688,2,145,1145
4.14376,68.525,3.46111,47.1102,0.299408,0.260394,0.197889,0.284453,0.207349,2,146,1146
4.14163,65.7985,4.26649,56.6553,0.342929,0.26738,0.306748,0.318599,0.197082,2,147,1147
4.10954,66.3007,3.85753,54.0449,0.341853,0.262344,0.347728,0.340009,0.19819,2,148,1148
4.11296,65.6073,3.85851,56.8254,0.334764,0.276917,0.395251,0.371716,0.200995,2,149,1149
4.06534,67.3774,4.20746,55.5372,0.369724,0.252101,0.48461,0.390518,0.200576,2,150,1150
4.0406,68.0059,3.83044,54.0828,0.34232,0.238599,0.408378,0.394706,0.203431,2,151,1151
4.07821,68.5594,3.68249,49.3408,0.330416,0.290755,0.246534,0.328787,0.203183,2,152,1152
4.12232,70.5382,3.34596,50.1736,0.322984,0.280547,0.260968,0.366896,0.207668,2,153,1153
4.12167,66.6104,3.92676,53.2587,0.308844,0.270807,0.338599,0.326456,0.196059,2,154,1154
4.23866,68.9421,3.84198,54.3241,0.307917,0.28279,0.312111,0.323199,0.206832,2,155,1155
4.19944,68.0676,3.61208,54.0809,0.310294,0.308895,0.345654,0.355771,0.19858,2,156,1156
4.15204,67.7371,3.53575,53.8529,0.304515,0.311655,0.479754,0.375729,0.201156,2,157,1157
4.24923,67.2788,3.63969,54.1809,0.30738,0.267311,0.324979,0.390371,0.199952,2,158,1158
4.12972,68.4358,3.53832,50.5432,0.322885,0.270461,0.255761,0.36135,0.200903,2,159,1159
4.13632,67.7107,3.4393,50.908,0.32542,0.269919,0.259987,0.361112,0.201881,2,160,1160
4.06077,69.8342,3.90876,49.8802,0.302921,0.284048,0.179837,0.332255,0.201346,2,161,1161
4.03311,70.2927,3.61671,52.3058,0.311912,0.287465,0.223277,0.348373,0.202376,2,162,1162
4.00014,70.1771,3.31492,49.989,0.302705,0.279035,0.250887,0.331088,0.198282,2,163,1163
4.00052,67.2335,4.15424,53.8362,0.289703,0.298462,0.228349,0.285166,0.202389,2,164,1164
3.98419,67.1628,3.92095,52.4925,0.281633,0.285083,0.261919,0.287826,0.202941,2,165,1165
3.9719,69.75,3.71138,51.5985,0.282601,0.278252,0.216162,0.286023,0.200193,2,166,1166
4.00895,71.0201,4.0153,53.8407,0.260657,0.291586,0.373882,0.284797,0.203096,2,167,1167
3.93967,67.5682,3.43634,51.5674,0.269024,0.297931,0.248829,0.29672,0.199359,2,168,1168
3.95678,68.4869,3.56888,53.2343,0.271706,0.299002,0.382687,0.295124,0.201129,2,169,1169
3.97533,65.8004,3.96983,53.7597,0.277205,0.299194,0.245073,0.3236,0.204422,2,170,1170
3.9536,69.0279,3.67925,51.3558,0.266359,0.254589,0.288962,0.335756,0.197889,2,171,1171
3.95693,69.0953,3.78437,53.25,0.269388,0.263159,0.187565,0.321629,0.201405,2,172,1172
3.94388,69.1739,3.80502,53.2402,0.261566,0.289497,0.254849,0.287812,0.198947,2,173,1173
3.91322,68.6274,3.57419,50.0886,0.268092,0.259025,0.223155,0.298779,0.201217,2,174,1174
3.91596,67.832,3.69492,53.3322,0.269576,0.277507,0.266148,0.261769,0.203362,2,175,1175
3.90759,67.8626,4.04918,53.7116,0.299437,0.266269,0.287881,0.263842,0.200466,2,176,1176
3.86063,68.5403,3.69439,51.7444,0.290029,0.259766,0.262451,0.29787400000000003,0.203897,2,177,1177
3.87101,68.541,3.84393,52.7579,0.284949,0.256805,0.231249,0.269414,0.197187,2,178,1178
3.91111,67.3287,3.94555,51.0979,0.286391,0.276209,0.292752,0.320289,0.199452,2,179,1179
3.91552,66.0843,4.08559,49.5227,0.281706,0.272888,0.302182,0.30854,0.203133,2,180,1180
3.87477,66.5142,3.54795,51.9508,0.305266,0.291824,0.278853,0.323952,0.20112,2,181,1181
3.8127,67.2119,4.28045,52.028,0.277617,0.319423,0.468406,0.348964,0.201307,2,182,1182
3.85842,63.9397,3.65263,50.9104,0.283823,0.259641,0.358478,0.316335,0.199918,2,183,1183
3.77161,69.4637,3.66531,53.7834,0.287301,0.277329,0.325698,0.358969,0.201529,2,184,1184
3.82815,66.3968,3.88706,54.6034,0.274382,0.273979,0.415252,0.283163,0.201634,2,185,1185
3.91696,68.7676,4.0678,52.7811,0.277175,0.24378,0.350224,0.314484,0.201026,2,186,1186
3.92599,71.7654,3.48033,48.4902,0.26943,0.261129,0.200679,0.320968,0.2001,2,187,1187
4.04525,68.3759,3.96787,54.3957,0.279968,0.258676,0.327469,0.35993000000000003,0.202655,2,188,1188
4.04476,68.5503,3.77701,53.2427,0.272586,0.247159,0.369767,0.34979,0.201931,2,189,1189
4.0089,65.3558,4.28882,51.8697,0.307357,0.30863,0.276529,0.384626,0.201709,2,190,1190
3.98562,67.2654,3.74971,52.2676,0.294598,0.296267,0.264461,0.303488,0.20108,2,191,1191
3.98267,67.7759,3.46706,53.7916,0.313777,0.272173,0.29604,0.374488,0.201385,2,192,1192
4.03136,66.8041,4.82067,50.0486,0.277694,0.282795,0.254467,0.264509,0.199475,2,193,1193
4.0094900000000004,69.4352,3.13384,50.6691,0.292864,0.271317,0.231311,0.34248,0.204057,2,194,1194
3.98091,72.1517,3.96088,51.2427,0.276752,0.339933,0.275801,0.278255,0.201641,2,195,1195
3.97668,71.9816,4.02238,51.8355,0.2693,0.336824,0.264393,0.269295,0.200388,2,196,1196
3.95697,72.1884,4.15482,52.1081,0.277358,0.318196,0.287494,0.296433,0.204278,2,197,1197
3.90828,69.1388,3.52054,51.5197,0.283717,0.27733,0.341752,0.329618,0.199669,2,198,1198
3.95247,68.0902,3.83761,55.6015,0.262618,0.29553,0.48242,0.290532,0.202574,2,199,1199
3.98891,67.2785,3.6229,51.2675,0.270453,0.275839,0.379508,0.361339,0.199309,2,200,1200
4.03076,67.4325,3.68294,48.7868,0.266666,0.300715,0.33694,0.333306,0.199539,2,201,1201
4.02602,68.2882,3.68047,54.191,0.267361,0.264514,0.282375,0.357646,0.198391,2,202,1202
4.07798,67.7234,3.57188,51.3957,0.270153,0.296014,0.306775,0.349277,0.202385,2,203,1203
4.06301,65.6038,3.92018,54.8896,0.282753,0.290095,0.305274,0.363415,0.199569,2,204,1204
4.03401,67.0585,3.51014,52.6386,0.276548,0.298108,0.195439,0.36545,0.202504,2,205,1205
4.06506,68.733,3.47786,52.2539,0.272035,0.284135,0.273853,0.351391,0.20266,2,206,1206
4.08247,65.8876,3.85438,51.9794,0.275535,0.260371,0.165548,0.310616,0.19999,2,207,1207
4.20137,65.7038,4.01002,51.9149,0.299173,0.264586,0.340154,0.360026,0.199459,2,208,1208
4.18169,65.009,3.54153,53.2737,0.283826,0.316581,0.347123,0.368353,0.203419,2,209,1209
4.25357,65.777,4.03507,51.4922,0.283344,0.255169,0.372218,0.257799,0.201708,2,210,1210
4.2356,67.3671,3.82309,54.2182,0.292276,0.283486,0.314831,0.33276,0.201294,2,211,1211
4.20464,69.0142,3.48714,52.7173,0.320831,0.278008,0.341151,0.285093,0.202643,2,212,1212
4.26126,66.1333,3.77244,51.486,0.302612,0.277455,0.293987,0.332799,0.202106,2,213,1213
4.26817,66.815,3.63199,51.1876,0.308018,0.272903,0.296194,0.360748,0.205598,2,214,1214
4.18311,67.0143,3.70513,54.2768,0.28674,0.294053,0.321856,0.250203,0.202375,2,215,1215
4.2024,67.4327,4.00212,51.5086,0.297885,0.263277,0.228843,0.339525,0.201046,2,216,1216
4.17312,67.0407,3.73517,50.1184,0.302306,0.241975,0.207875,0.293277,0.197457,2,217,1217
4.11388,67.621,3.8583,52.7495,0.269029,0.312105,0.297716,0.328751,0.205993,2,218,1218
4.04581,66.3294,3.80944,55.4174,0.261885,0.288405,0.294712,0.337938,0.197856,2,219,1219
4.05012,71.1195,3.81043,51.0115,0.263786,0.314115,0.30438,0.318669,0.204682,2,220,1220
4.04094,66.8123,3.74395,52.0818,0.283909,0.287471,0.249021,0.41505,0.198806,2,221,1221
4.08524,66.1659,4.02113,52.3531,0.298062,0.287787,0.223881,0.341253,0.200997,2,222,1222
4.15628,71.2845,3.61025,48.3572,0.306104,0.313784,0.203309,0.305629,0.202085,2,223,1223
4.10597,67.2471,3.89688,51.9083,0.288336,0.302812,0.195944,0.328158,0.203246,2,224,1224
4.01571,68.3267,3.80212,53.1005,0.273941,0.235924,0.271985,0.316724,0.200673,2,225,1225
4.01407,69.6108,3.80574,48.2889,0.288646,0.275528,0.181222,0.302147,0.203673,2,226,1226
4.03991,67.9119,3.52239,50.227,0.288999,0.265371,0.238292,0.26989,0.199033,2,227,1227
4.09308,67.2426,3.96997,53.0894,0.318611,0.259683,0.170597,0.315816,0.205206,2,228,1228
4.1643,68.6336,3.70078,49.9918,0.271926,0.229552,0.211156,0.324574,0.20192,2,229,1229
4.15754,69.4766,4.08219,53.2737,0.28236,0.261318,0.207141,0.308188,0.202366,2,230,1230
4.26793,69.9808,3.71682,49.7224,0.259111,0.277827,0.269118,0.328472,0.203101,2,231,1231
4.21831,69.982,3.47922,51.324,0.255182,0.284394,0.221502,0.315064,0.201126,2,232,1232
4.22678,68.1899,3.85299,52.606,0.258782,0.300793,0.210994,0.297784,0.20124,2,233,1233
4.17819,68.2349,3.79932,49.8559,0.269733,0.272594,0.191172,0.258673,0.200718,2,234,1234
4.16512,68.5033,3.63664,50.7451,0.268538,0.267679,0.257463,0.32196,0.19975,2,235,1235
4.21835,68.2111,3.72461,53.8458,0.273009,0.272853,0.227201,0.276115,0.201913,2,236,1236
4.26779,72.2355,3.66387,53.0262,0.264988,0.269402,0.157506,0.304394,0.201767,2,237,1237
4.28464,67.6452,3.73313,48.2513,0.260347,0.319107,0.373386,0.319307,0.199715,2,238,1238
4.32564,68.3268,3.97705,53.7897,0.26873,0.269443,0.274083,0.291806,0.202008,2,239,1239
4.24736,66.6547,3.74473,49.5563,0.272085,0.289259,0.151055,0.322361,0.200776,2,240,1240
4.28361,66.1481,3.92387,53.0342,0.283039,0.275459,0.256024,0.294751,0.201791,2,241,1241
4.29222,66.6445,3.73431,51.73,0.285583,0.311306,0.245018,0.320981,0.20455,2,242,1242
4.29446,70.8918,3.24071,48.9642,0.291016,0.315782,0.236279,0.337226,0.198363,2,243,1243
4.29139,71.3468,4.09848,51.2084,0.301073,0.331391,0.195255,0.301663,0.20688,2,244,1244
4.24874,69.839,3.58085,50.282,0.280498,0.32405,0.26677,0.288245,0.198896,2,245,1245
4.18519,66.6828,3.85537,51.7444,0.303964,0.301337,0.205477,0.34109,0.198565,2,246,1246
4.20338,66.1117,3.82673,50.2674,0.297409,0.261206,0.192469,0.305655,0.205403,2,247,1247
4.19978,67.515,3.74112,46.8049,0.294883,0.261296,0.161293,0.322101,0.198437,2,248,1248
4.21572,67.1161,3.81354,47.6824,0.294705,0.250192,0.234896,0.338493,0.199555,2,249,1249
4.1958,65.9445,3.63172,50.1464,0.295547,0.260804,0.206793,0.355966,0.199902,2,250,1250
4.10824,66.5736,4.0769,55.4551,0.290389,0.315461,0.372108,0.303147,0.200698,2,251,1251
4.13582,65.3843,3.34174,49.7403,0.305454,0.304793,0.286161,0.357742,0.200457,2,252,1252
4.09933,64.2519,4.07335,51.7651,0.294901,0.281739,0.381451,0.275873,0.202312,2,253,1253
4.08,67.4265,3.75294,50.0355,0.289392,0.293868,0.320275,0.345011,0.200947,2,254,1254
4.07944,66.4799,3.74038,51.5225,0.285779,0.293926,0.326232,0.314691,0.20106,2,255,1255
4.04991,69.8224,3.83599,51.1561,0.281251,0.331602,0.410654,0.323215,0.200259,2,256,1256
4.02489,69.877,3.71534,54.8321,0.28766,0.280868,0.363187,0.341525,0.19978,2,257,1257
4.08519,72.027,3.61973,49.2923,0.269257,0.343544,0.396017,0.302221,0.202099,2,258,1258
4.10805,70.7343,3.56513,53.7314,0.295352,0.320669,0.270135,0.293816,0.203071,2,259,1259
4.16108,68.3029,4.14272,51.3842,0.284637,0.271762,0.215314,0.292115,0.20264,2,260,1260
4.10749,67.4529,3.69731,54.2635,0.281797,0.292326,0.378748,0.26763,0.200081,2,261,1261
4.04614,69.3271,3.99225,51.2566,0.294189,0.327188,0.296812,0.300372,0.20483,2,262,1262
4.0906,68.5653,3.40197,49.8289,0.272856,0.260933,0.235192,0.375128,0.202428,2,263,1263
4.09048,68.3732,3.59484,52.5731,0.273571,0.254357,0.231713,0.306235,0.202699,2,264,1264
4.07857,68.9109,3.93418,53.1059,0.277929,0.298213,0.417998,0.29355,0.200884,2,265,1265
4.09333,69.9926,3.35452,49.4787,0.280065,0.311826,0.321303,0.32529,0.201083,2,266,1266
4.14579,66.228,3.8169400000000002,49.8582,0.2798,0.323669,0.380394,0.330397,0.202006,2,267,1267
4.11814,68.8808,3.86657,48.375,0.283749,0.334974,0.216007,0.300444,0.200395,2,268,1268
4.12005,68.9361,3.52259,53.7455,0.286356,0.269151,0.334651,0.317761,0.201489,2,269,1269
4.1121,67.3192,3.66695,51.2313,0.277439,0.252773,0.248241,0.328138,0.201906,2,270,1270
4.10012,67.4748,3.83524,49.2983,0.26944,0.253505,0.202495,0.331014,0.202148,2,271,1271
4.11825,66.6096,3.59756,47.356,0.284863,0.278134,0.282074,0.368676,0.19996,2,272,1272
4.14931,69.1624,3.56973,49.7667,0.29586,0.288389,0.243401,0.38865,0.20152,2,273,1273
4.09103,68.0261,3.48289,50.2365,0.288852,0.273106,0.24238,0.339739,0.202278,2,274,1274
4.13513,68.9072,3.76436,52.6596,0.264899,0.239276,0.269486,0.327619,0.201492,2,275,1275
4.19763,72.1121,3.79254,50.3588,0.298028,0.301276,0.233464,0.357473,0.202597,2,276,1276
4.17052,70.1517,3.81879,51.6784,0.317482,0.260863,0.273139,0.317973,0.200846,2,277,1277
4.05684,66.7903,3.74951,52.7277,0.3172,0.291678,0.278279,0.411555,0.202909,2,278,1278
4.03727,67.3078,3.76183,48.0183,0.299912,0.320786,0.402591,0.315774,0.20096,2,279,1279
4.07255,70.6961,3.47457,49.9094,0.277547,0.31156,0.332978,0.373564,0.202541,2,280,1280
4.07609,71.8133,3.61252,47.8401,0.278411,0.305616,0.299479,0.34739,0.201424,2,281,1281
4.07668,70.3001,3.79962,47.7672,0.287121,0.317737,0.3618,0.317599,0.201797,2,282,1282
4.03625,69.4702,3.76289,53.4974,0.281892,0.298181,0.216991,0.374349,0.198866,2,283,1283
4.05855,68.293,3.62923,51.0943,0.276992,0.272056,0.210521,0.313322,0.201029,2,284,1284
4.08239,69.1459,4.2355,53.9789,0.287537,0.278309,0.275906,0.285933,0.199692,2,285,1285
4.06311,69.4865,3.89376,54.0614,0.29034,0.266135,0.179863,0.332801,0.196113,2,286,1286
4.02023,69.359,3.47963,49.635,0.262844,0.258514,0.291745,0.357394,0.203612,2,287,1287
4.14921,68.9346,3.88584,55.4746,0.293913,0.258587,0.368656,0.323863,0.199158,2,288,1288
4.13625,67.3337,3.80984,50.5289,0.279765,0.241496,0.320333,0.361892,0.202109,2,289,1289
4.15945,67.5401,3.56645,56.9267,0.283814,0.275644,0.285107,0.325532,0.201149,2,290,1290
4.14595,67.5457,3.73695,54.487,0.287118,0.26032,0.380655,0.335498,0.199415,2,291,1291
4.09458,67.3752,3.51494,51.8782,0.269335,0.282263,0.391112,0.304444,0.205162,2,292,1292
4.19025,66.6106,3.93842,54.205,0.254503,0.256079,0.272429,0.340826,0.20036,2,293,1293
4.14898,67.0341,3.67754,50.3463,0.253978,0.282186,0.373685,0.275832,0.202317,2,294,1294
4.14075,68.1829,3.60114,52.8781,0.284873,0.248173,0.380011,0.328466,0.200759,2,295,1295
4.15214,68.932,3.74256,51.6175,0.278045,0.266675,0.413639,0.33901,0.204427,2,296,1296
4.17156,71.5159,3.7344,50.7237,0.295084,0.263848,0.28549,0.299279,0.198646,2,297,1297
4.20449,70.5019,3.47329,52.2276,0.288319,0.249377,0.256215,0.285095,0.199311,2,298,1298
4.08805,69.0967,3.64853,48.6597,0.265081,0.28344,0.337729,0.297076,0.197993,2,299,1299
4.17405,67.6927,3.72105,53.1341,0.278247,0.266708,0.281175,0.317277,0.203291,2,300,1300
4.13319,65.4571,3.66078,50.6499,0.28943,0.276661,0.406245,0.300425,0.19894,2,301,1301
4.14829,63.8338,3.80859,55.7191,0.286386,0.254793,0.366397,0.347182,0.202196,2,302,1302
4.09764,65.9942,4.12807,52.0098,0.274964,0.267717,0.304761,0.285094,0.19979,2,303,1303
4.08471,67.2804,3.39747,45.8778,0.274247,0.259935,0.142287,0.360032,0.203637,2,304,1304
4.09616,66.3231,3.61679,52.229,0.288319,0.266249,0.253671,0.36397,0.202225,2,305,1305
4.08233,68.0822,3.65484,50.44,0.296593,0.250086,0.289127,0.401693,0.197678,2,306,1306
4.1,68.3121,3.6363,51.4528,0.297608,0.246938,0.302645,0.43676,0.198648,2,307,1307
4.08377,68.7164,3.56044,55.1691,0.285688,0.262051,0.383516,0.289817,0.205635,2,308,1308
4.0719900000000004,71.1489,3.73976,49.422,0.27915,0.287736,0.174014,0.361892,0.200452,2,309,1309
4.02871,67.8463,3.92249,51.1355,0.28735,0.290398,0.232551,0.299397,0.203674,2,310,1310
4.02161,68.5901,3.87166,49.9074,0.287943,0.307868,0.214402,0.316552,0.202066,2,311,1311
4.01897,65.2169,3.8431,52.5631,0.278097,0.276571,0.237113,0.311329,0.202312,2,312,1312
4.03638,67.6035,3.67287,51.4636,0.284779,0.250096,0.220087,0.304645,0.200898,2,313,1313
4.10681,69.0507,3.95269,48.2875,0.257695,0.274639,0.249889,0.311452,0.201482,2,314,1314
4.12684,68,3.91082,49.7329,0.26125,0.267417,0.183142,0.26669,0.20088,2,315,1315
4.07164,68.8971,3.72534,49.8743,0.265835,0.250212,0.195334,0.30673,0.203562,2,316,1316
3.9961,68.0453,3.93505,52.3144,0.290706,0.299102,0.194978,0.348758,0.204565,2,317,1317
4.005,65.7256,3.91247,54.9319,0.304013,0.241426,0.239728,0.323049,0.198887,2,318,1318
3.99404,66.0107,4.02563,55.3673,0.297575,0.264521,0.269262,0.319272,0.197968,2,319,1319
4.02703,67.9558,3.49497,50.3942,0.292691,0.258815,0.315303,0.321537,0.204309,2,320,1320
4.04878,65.6662,4.06477,52.7322,0.289465,0.278585,0.281569,0.288607,0.19957,2,321,1321
3.9806,66.6501,3.58078,52.8185,0.30088,0.290004,0.234886,0.346425,0.201922,2,322,1322
4.00535,69.0784,3.75008,51.7089,0.267354,0.261062,0.384184,0.286641,0.200726,2,323,1323
4.05646,69.1854,3.52517,56.5078,0.265426,0.262165,0.421325,0.341261,0.20083,2,324,1324
4.0143,67.5667,3.89575,55.7395,0.26442,0.251451,0.347752,0.335348,0.200203,2,325,1325
3.99981,68.9756,3.76023,52.5886,0.267271,0.265916,0.395865,0.313932,0.202658,2,326,1326
4.04728,70.4944,3.58446,54.4859,0.276542,0.272634,0.404847,0.341464,0.198855,2,327,1327
4.09379,69.9389,3.86269,51.4108,0.274698,0.249354,0.36768,0.317844,0.204015,2,328,1328
4.21148,71.944,3.76049,48.8908,0.267543,0.293859,0.255745,0.336098,0.198139,2,329,1329
4.09392,70.8276,3.50623,50.4163,0.27558,0.255516,0.324768,0.363689,0.203252,2,330,1330
4.07939,71.0601,3.95932,49.3157,0.289293,0.271594,0.27365,0.373978,0.199077,2,331,1331
4.10548,72.4125,3.41534,54.5658,0.283254,0.2921,0.351911,0.317122,0.202878,2,332,1332
4.21334,69.405,4.02489,50.1951,0.271355,0.244459,0.345892,0.263307,0.197172,2,333,1333
4.23348,72.4,3.22329,51.006100000000004,0.266055,0.296216,0.346203,0.384614,0.204205,2,334,1334
4.22331,72.4403,3.85672,52.45,0.263537,0.288015,0.414714,0.290899,0.198831,2,335,1335
4.15855,70.5442,3.49719,52.8997,0.275285,0.290487,0.394857,0.331497,0.197844,2,336,1336
4.16883,71.7768,3.95146,52.184,0.281665,0.284877,0.273003,0.331749,0.20209,2,337,1337
4.10043,67.4704,3.97407,50.8779,0.292631,0.303911,0.254603,0.312242,0.20206,2,338,1338
4.11985,69.6681,4.0993,52.8013,0.294094,0.270141,0.308185,0.356258,0.19907,2,339,1339
4.13387,70.252,3.94378,52.3785,0.298952,0.284843,0.237418,0.291927,0.199502,2,340,1340
4.11692,70.0563,3.7282,53.9179,0.304966,0.247449,0.340176,0.290134,0.200802,2,341,1341
4.11284,71.9447,3.85069,50.2381,0.300709,0.32364,0.277556,0.347441,0.202184,2,342,1342
4.14485,72.8419,3.67069,53.6851,0.30827,0.307299,0.29536,0.325799,0.199541,2,343,1343
