TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma_p,.chain,.iteration,.draw
4.15124,68.5599,3.54729,51.6904,0.276312,0.294468,0.461232,0.294583,0.200226,1,817,817
4.17889,68.523,3.7037,51.2765,0.276944,0.306646,0.373645,0.331975,0.208024,1,818,818
4.16749,68.1931,4.21635,50.5188,0.257592,0.299341,0.369994,0.344384,0.193962,1,819,819
4.14807,71.2751,3.23267,53.4965,0.25886,0.299622,0.349331,0.317263,0.208414,1,820,820
4.14679,69.7088,3.90573,51.0355,0.252907,0.302876,0.41599,0.308549,0.19639,1,821,821
4.08343,67.8571,3.57562,53.7126,0.248199,0.29485,0.367115,0.282048,0.205092,1,822,822
4.01124,65.7596,3.94548,54.0889,0.245294,0.281722,0.446652,0.312865,0.198648,1,823,823
4.02032,65.1186,3.50552,50.3026,0.294196,0.26031,0.362779,0.33538,0.196868,1,824,824
4.03165,67.0788,3.83338,53.7707,0.277725,0.298581,0.354879,0.305661,0.200551,1,825,825
3.91195,64.3982,3.81197,52.3859,0.30461,0.255853,0.27299,0.331742,0.201302,1,826,826
3.91284,66.4808,3.43768,51.9519,0.292725,0.292278,0.25235,0.360399,0.200745,1,827,827
3.90776,65.3812,3.51293,52.7711,0.296176,0.302663,0.26791,0.360061,0.199646,1,828,828
3.95914,67.5462,3.42422,47.4312,0.305423,0.291075,0.250782,0.357726,0.202857,1,829,829
3.9259,68.7368,3.82818,49.786,0.311479,0.314674,0.273455,0.341098,0.199877,1,830,830
3.86331,67.3934,3.73136,49.0235,0.281007,0.267162,0.251508,0.357487,0.202189,1,831,831
3.94151,68.0254,4.03016,49.6789,0.269774,0.280732,0.329708,0.341892,0.199732,1,832,832
3.90377,71.3272,3.33594,52.575,0.28928,0.256051,0.182965,0.350022,0.202199,1,833,833
4.0167,68.4103,3.67195,49.5841,0.293573,0.263542,0.168722,0.324068,0.203766,1,834,834
3.95373,69.8669,3.63457,51.3988,0.323456,0.274062,0.287778,0.373864,0.202413,1,835,835
3.98158,69.1477,3.42665,53.525,0.267352,0.28413,0.296031,0.308193,0.203384,1,836,836
3.97326,67.6438,3.60871,53.1198,0.267145,0.267795,0.228791,0.301555,0.201683,1,837,837
4.04138,67.3794,4.05383,51.7675,0.279153,0.277797,0.295042,0.387261,0.201792,1,838,838
3.9651,68.3707,3.44063,50.2959,0.285606,0.290914,0.318579,0.313108,0.201899,1,839,839
4.05005,67.6454,3.95761,53.4395,0.295018,0.279493,0.254591,0.353493,0.201538,1,840,840
4.03777,68.3214,3.38995,48.2505,0.291053,0.27097,0.395186,0.339981,0.200749,1,841,841
4.07196,68.1415,3.87194,51.3652,0.292296,0.271922,0.217484,0.32466,0.201069,1,842,842
4.08102,68.9786,3.46015,47.928,0.280535,0.286176,0.299058,0.371061,0.202618,1,843,843
4.10331,65.1723,3.79191,54.7711,0.28359,0.258997,0.391116,0.331529,0.202343,1,844,844
4.11798,65.8901,3.57879,51.6931,0.298506,0.281001,0.413229,0.317484,0.198448,1,845,845
4.05743,68.9454,3.98235,51.9597,0.287496,0.25018,0.353319,0.314794,0.195946,1,846,846
4.0308,68.3371,3.67128,50.2007,0.288246,0.257658,0.393231,0.331508,0.19715,1,847,847
4.07567,66.1655,3.76705,54.2283,0.297648,0.262091,0.315406,0.320593,0.205529,1,848,848
4.11283,67.8851,3.54584,56.7646,0.299622,0.271296,0.275877,0.303413,0.201111,1,849,849
4.19183,69.6846,3.87443,50.7312,0.287609,0.254909,0.254016,0.331206,0.20122,1,850,850
4.14755,68.0511,4.08389,50.8581,0.294555,0.255422,0.373892,0.3339,0.201204,1,851,851
4.08664,67.982,3.53947,53.7885,0.264511,0.276918,0.287025,0.329205,0.200055,1,852,852
4.12866,67.3714,4.12504,52.8893,0.288274,0.266306,0.251365,0.338437,0.202848,1,853,853
4.14505,67.838,3.5785,52.0221,0.286155,0.289117,0.273975,0.365145,0.201389,1,854,854
4.21933,64.4852,4.12138,53.1871,0.30277,0.263157,0.263865,0.322624,0.202181,1,855,855
4.08267,69.8482,3.41936,47.9936,0.292706,0.25807,0.395507,0.329279,0.202553,1,856,856
4.14418,68.712,4.18904,52.8011,0.323667,0.277124,0.223199,0.326881,0.200049,1,857,857
4.14087,70.2534,3.78218,54.8195,0.316634,0.280932,0.271085,0.330234,0.206444,1,858,858
4.21534,69.1927,3.90073,55.7317,0.300075,0.268524,0.288704,0.335264,0.202729,1,859,859
4.17957,67.7142,3.75582,50.4665,0.322504,0.296254,0.342711,0.309588,0.20222,1,860,860
4.18407,68.1051,3.85737,52.8914,0.271347,0.289163,0.348939,0.294937,0.203963,1,861,861
4.17725,68.4442,3.68474,50.9384,0.27037,0.28778,0.343784,0.287893,0.206171,1,862,862
4.16993,67.0664,3.96293,54.0594,0.260169,0.274644,0.333124,0.306836,0.198774,1,863,863
4.18175,66.7256,3.92728,51.652,0.258742,0.259924,0.249046,0.289534,0.201642,1,864,864
4.08963,68.354,3.79869,49.7459,0.274481,0.261913,0.178975,0.30726,0.201591,1,865,865
4.07649,68.8662,3.78576,53.2025,0.279792,0.25939,0.165807,0.286406,0.201487,1,866,866
4.00393,71.2135,3.3836,49.247,0.297142,0.275151,0.164929,0.326043,0.207298,1,867,867
4.01571,70.1278,3.84176,54.829,0.292197,0.28489,0.264735,0.289645,0.197711,1,868,868
4.07426,67.9088,3.98947,53.8688,0.274597,0.251452,0.386481,0.311899,0.203562,1,869,869
3.9971,69.0179,3.2706,51.6958,0.296958,0.252444,0.290291,0.347946,0.198636,1,870,870
3.97783,65.5932,3.99641,49.7636,0.290655,0.258981,0.301343,0.288437,0.204772,1,871,871
3.93459,64.8628,3.89179,53.0428,0.303762,0.283635,0.225308,0.332044,0.198253,1,872,872
3.95955,65.382,3.87267,51.3314,0.302582,0.289751,0.328155,0.354452,0.204034,1,873,873
4.06024,62.0832,3.51197,54.5912,0.281264,0.302253,0.347071,0.343669,0.198424,1,874,874
4.05991,68.7366,3.79199,51.2617,0.2654,0.288089,0.244612,0.294944,0.204714,1,875,875
4.03233,65.6928,3.5663,52.3295,0.272822,0.27893,0.24993,0.345192,0.196751,1,876,876
4.15485,65.7852,4.23559,51.6984,0.279473,0.298832,0.310427,0.326671,0.207745,1,877,877
4.09872,65.4123,4.07718,55.1768,0.277732,0.266123,0.302791,0.304042,0.197772,1,878,878
4.00942,69.5224,3.36409,52.5057,0.258933,0.317468,0.541908,0.278369,0.203789,1,879,879
3.9666,67.8005,4.05161,54.5781,0.27595,0.307547,0.236698,0.335533,0.19677,1,880,880
4.03317,66.3729,3.91821,53.5611,0.266837,0.28908,0.352754,0.304875,0.204203,1,881,881
4.04519,65.5734,4.02753,53.1735,0.277343,0.281843,0.215265,0.312952,0.197564,1,882,882
3.98226,65.8245,3.59977,50.2645,0.297708,0.295157,0.460936,0.28405,0.1967,1,883,883
3.97961,66.0877,3.45671,51.1817,0.299594,0.314975,0.354582,0.320097,0.199985,1,884,884
3.99928,65.8438,3.98839,52.6842,0.304147,0.289663,0.217487,0.305348,0.200847,1,885,885
3.98219,66.7115,3.53814,50.8189,0.296162,0.338988,0.268884,0.373059,0.201899,1,886,886
4.04273,68.5655,3.72426,52.7347,0.263808,0.284582,0.326214,0.300879,0.199928,1,887,887
3.92173,68.1441,3.64402,52.9124,0.297008,0.298752,0.269616,0.32385,0.20465,1,888,888
3.92618,71.0136,3.59238,52.0105,0.29238,0.304501,0.381628,0.315818,0.200071,1,889,889
3.95801,69.0019,3.83549,57.3045,0.312892,0.252045,0.369487,0.308906,0.198921,1,890,890
3.95833,71.1024,3.7252,47.8795,0.296225,0.273762,0.258658,0.40338,0.203171,1,891,891
4.0003,68.6749,3.82652,53.1737,0.281898,0.281627,0.186742,0.372751,0.201245,1,892,892
4.00052,69.085,3.58701,51.0488,0.274527,0.273666,0.226158,0.295744,0.199718,1,893,893
4.02613,65.333,4.15821,53.0498,0.297012,0.313845,0.272666,0.303205,0.205348,1,894,894
3.97251,67.8088,3.30338,49.3948,0.310237,0.275913,0.174638,0.366675,0.197081,1,895,895
4.01747,66.8438,3.98156,51.7155,0.313085,0.29546,0.275936,0.311165,0.197511,1,896,896
3.91064,68.2593,3.5411,52.6988,0.332684,0.285275,0.282188,0.307014,0.206623,1,897,897
3.96262,65.7419,4.08385,53.9978,0.339175,0.299408,0.260301,0.412406,0.195946,1,898,898
3.97064,68.0258,4.16662,51.1929,0.333861,0.284231,0.313682,0.351219,0.195674,1,899,899
3.90647,67.4885,3.74376,50.669,0.336427,0.272795,0.267514,0.306427,0.204391,1,900,900
3.92989,68.6576,3.83397,52.559,0.327983,0.275829,0.255017,0.320381,0.200652,1,901,901
3.92665,67.9751,3.93695,51.9393,0.322528,0.268367,0.262669,0.263695,0.200258,1,902,902
4.02071,68.4273,3.93365,53.5755,0.311489,0.303066,0.271725,0.341047,0.201608,1,903,903
4.07522,68.8979,3.47039,51.9877,0.303121,0.28133,0.211295,0.314089,0.205135,1,904,904
4.04834,69.2308,3.80685,48.8668,0.293506,0.319625,0.274909,0.315322,0.200446,1,905,905
4.02172,67.576,3.65637,53.4685,0.283281,0.269192,0.236592,0.273192,0.202167,1,906,906
4.06659,67.3995,3.58402,51.3162,0.293391,0.250169,0.178735,0.329219,0.203538,1,907,907
4.15857,69.6707,3.90281,52.2072,0.278207,0.247667,0.269481,0.243718,0.20272,1,908,908
4.16098,66.6347,4.0056,51.6592,0.288812,0.240384,0.38411,0.274919,0.204848,1,909,909
4.07742,69.1338,3.6427,54.7953,0.269799,0.248609,0.218431,0.340155,0.200549,1,910,910
4.19179,69.9292,3.93561,49.5854,0.269464,0.278656,0.301422,0.319714,0.203826,1,911,911
4.17482,69.6615,3.85376,52.4636,0.263056,0.278462,0.316827,0.339372,0.199717,1,912,912
4.19603,71.22,3.77305,49.5223,0.266152,0.28209,0.273277,0.352923,0.203621,1,913,913
4.21734,70.049,3.93474,52.5709,0.25371,0.29927,0.239734,0.29491,0.199506,1,914,914
4.23013,68.993,3.86947,52.0282,0.254807,0.281943,0.206746,0.366229,0.203202,1,915,915
4.25922,67.2988,3.46567,52.4748,0.263908,0.280496,0.291051,0.303237,0.200138,1,916,916
4.20873,69.1289,3.92685,53.2445,0.281672,0.30237000000000003,0.29054,0.341497,0.203012,1,917,917
4.16906,66.8081,3.4866,50.1509,0.276826,0.299042,0.182246,0.286423,0.199595,1,918,918
4.13834,67.1107,4.06572,52.8297,0.283919,0.289987,0.148131,0.300816,0.204873,1,919,919
4.08761,66.4076,3.74473,48.568600000000004,0.271815,0.272633,0.248527,0.308269,0.203656,1,920,920
4.03926,68.389,3.7002100000000002,49.4768,0.282661,0.327045,0.388923,0.324869,0.198436,1,921,921
4.13238,64.8617,4.35744,51.0926,0.278535,0.318498,0.371504,0.287259,0.204658,1,922,922
4.0868,67.0284,3.98579,53.2018,0.275063,0.296244,0.349882,0.373628,0.198174,1,923,923
4.05719,67.1402,3.50761,54.0682,0.282427,0.295825,0.44706,0.310592,0.201336,1,924,924
4.00148,68.5608,3.45514,53.773,0.287055,0.28904,0.398771,0.344714,0.201956,1,925,925
4.0895,66.4271,3.36558,52.2919,0.281783,0.297145,0.425696,0.312588,0.201537,1,926,926
4.06967,69.6544,3.98343,50.9577,0.281351,0.308641,0.301489,0.32795,0.19965,1,927,927
4.03155,71.0287,3.51156,49.823,0.28173,0.297988,0.325413,0.316383,0.19902,1,928,928
4.07481,69.0592,4.10063,52.2187,0.261416,0.302662,0.314824,0.272787,0.20546,1,929,929
4.01669,65.9065,3.82771,51.6664,0.282534,0.249462,0.244551,0.347634,0.197255,1,930,930
3.96494,66.7965,3.72736,51.0522,0.286805,0.242822,0.211177,0.299081,0.20302,1,931,931
4.0377,67.3584,3.89893,50.4666,0.276438,0.267728,0.27450600000000003,0.28165,0.203512,1,932,932
4.04955,66.1728,4.01934,51.1334,0.276812,0.257019,0.297563,0.313822,0.203653,1,933,933
4.05642,65.3131,4.03437,49.9881,0.290458,0.292116,0.177812,0.335232,0.199855,1,934,934
4.04607,65.214,4.02111,51.0538,0.291217,0.268465,0.348723,0.276325,0.203811,1,935,935
4.06577,64.4213,3.9956,52.8472,0.297898,0.28732,0.299226,0.322247,0.2039,1,936,936
4.0068,66.8576,3.39503,49.1576,0.296748,0.269215,0.27557,0.329425,0.203347,1,937,937
3.94721,66.782,3.91141,50.1517,0.308902,0.275998,0.170029,0.327583,0.202382,1,938,938
3.92527,65.3273,3.67323,50.2117,0.310444,0.274701,0.126355,0.292446,0.202668,1,939,939
3.9823,66.9278,3.58568,52.6161,0.306167,0.257044,0.197202,0.334424,0.199237,1,940,940
4.0821,66.181,3.81363,50.1391,0.323629,0.311315,0.373556,0.317038,0.202718,1,941,941
4.06187,65.1872,3.68851,49.6926,0.290823,0.291556,0.37816,0.305174,0.199097,1,942,942
4.19772,67.5691,3.83924,54.0931,0.2934,0.264605,0.295507,0.277234,0.201629,1,943,943
4.16715,67.5749,3.77583,50.6966,0.288167,0.273047,0.366777,0.270099,0.199396,1,944,944
4.11765,64.1468,3.78321,52.6456,0.275881,0.290112,0.3716,0.274134,0.203145,1,945,945
4.12379,65.8917,3.46247,50.0993,0.278093,0.294633,0.382525,0.368809,0.203071,1,946,946
4.05493,68.1669,3.85197,52.8744,0.30917,0.243127,0.202333,0.298382,0.200406,1,947,947
4.03144,67.9254,3.49568,51.1896,0.300413,0.264304,0.342801,0.374072,0.200505,1,948,948
3.98542,68.4944,3.86187,50.5968,0.295998,0.269465,0.357915,0.315725,0.202104,1,949,949
3.92816,69.9223,3.72169,51.0614,0.307298,0.276507,0.318524,0.261793,0.201305,1,950,950
3.85237,71.3731,3.71475,51.6002,0.322629,0.235887,0.378748,0.324147,0.201623,1,951,951
3.90273,72.7393,3.68077,50.19,0.324326,0.257203,0.33472,0.316335,0.205833,1,952,952
4.00543,70.6593,4.23733,52.1671,0.313287,0.250114,0.276212,0.29204,0.197429,1,953,953
3.95026,70.4828,4.5053,53.3307,0.307866,0.239931,0.321762,0.26809500000000003,0.204631,1,954,954
3.98431,70.9477,3.75197,51.7461,0.294051,0.26205,0.363713,0.322128,0.198184,1,955,955
3.99467,72.3466,3.41067,52.4689,0.300612,0.265988,0.409132,0.328313,0.203676,1,956,956
3.96939,67.3284,3.65476,54.0816,0.32333,0.267706,0.408182,0.353067,0.198376,1,957,957
3.94302,67.7319,3.19618,53.8342,0.303379,0.284408,0.386316,0.358406,0.205117,1,958,958
4.06194,70.5516,3.90714,50.5176,0.295968,0.283815,0.298053,0.302925,0.200848,1,959,959
4.00365,69.6764,3.6307,52.3831,0.293727,0.284492,0.3172,0.292018,0.198909,1,960,960
4.09821,67.3327,3.69416,52.7337,0.285879,0.278328,0.321008,0.307707,0.205806,1,961,961
4.12691,70.235,3.72246,48.5758,0.287218,0.287417,0.231063,0.34568,0.196321,1,962,962
4.15474,70.4347,3.62306,53.2257,0.28902,0.267882,0.212757,0.289022,0.205723,1,963,963
4.14572,70.4143,3.4845,52.3801,0.297885,0.284786,0.168165,0.288032,0.199945,1,964,964
4.17911,68.741,4.24123,51.7063,0.274226,0.288809,0.403622,0.29016,0.203603,1,965,965
4.03667,68.8231,3.42962,54.3152,0.287895,0.282564,0.24397,0.294204,0.20423,1,966,966
4.0458,69.037,3.51531,53.6696,0.287039,0.289215,0.296355,0.285506,0.205842,1,967,967
4.01278,67.9611,3.43182,53.1651,0.287193,0.286237,0.249261,0.298359,0.203614,1,968,968
4.06543,68.7812,3.98814,52.2742,0.293495,0.277366,0.360509,0.286643,0.201666,1,969,969
4.06622,69.5117,3.60108,48.9571,0.272961,0.316849,0.22183,0.361359,0.201221,1,970,970
4.08962,69.3629,4.07886,52.0868,0.275427,0.274768,0.220899,0.271453,0.201859,1,971,971
4.07162,70.5131,3.72887,52.374,0.283588,0.279876,0.316867,0.296569,0.200771,1,972,972
4.13157,70.2972,3.73848,46.6424,0.27552,0.255842,0.356946,0.357104,0.205863,1,973,973
4.09477,68.1233,3.67224,46.9167,0.276144,0.245551,0.270506,0.33464,0.204677,1,974,974
4.14272,69.9536,3.754,48.8358,0.272198,0.247263,0.354784,0.363909,0.203949,1,975,975
4.09618,65.7893,4.38944,51.9676,0.270318,0.274089,0.341243,0.275633,0.196052,1,976,976
4.10274,67.7249,3.66031,50.9824,0.272498,0.27022,0.347483,0.29317,0.19948,1,977,977
4.14029,69.6297,3.66396,50.7293,0.27926,0.244386,0.239326,0.294728,0.203092,1,978,978
4.10994,66.3388,3.67599,52.3307,0.309811,0.2811,0.273504,0.306495,0.205096,1,979,979
3.9873,66.3583,4.18636,51.779,0.310542,0.252922,0.282287,0.405071,0.198115,1,980,980
3.94572,70.3242,3.33403,49.2546,0.298337,0.269566,0.163475,0.354049,0.200971,1,981,981
4.12107,69.5231,4.44611,53.8447,0.300044,0.269529,0.387246,0.300474,0.201078,1,982,982
4.1493,68.063,3.67526,49.129,0.278857,0.28269,0.149007,0.295297,0.203108,1,983,983
4.20187,69.7951,3.52984,49.6868,0.285935,0.279089,0.16415,0.320504,0.206029,1,984,984
4.27072,69.6766,3.67872,53.4557,0.287496,0.277855,0.283519,0.31705,0.199571,1,985,985
4.25825,68.1409,3.79114,53.8452,0.291813,0.267259,0.280085,0.263323,0.205028,1,986,986
4.21103,71.2916,3.4628,49.2289,0.288267,0.284682,0.174935,0.316971,0.201264,1,987,987
4.25871,67.898,4.10844,55.2522,0.302141,0.247417,0.292013,0.294907,0.201691,1,988,988
4.26267,67.7924,3.87216,48.3525,0.302153,0.317819,0.282047,0.324606,0.201304,1,989,989
4.24969,71.137200000000007,3.83171,50.758,0.293884,0.282376,0.306235,0.306603,0.201075,1,990,990
4.25339,71.1621,3.66668,51.1788,0.257863,0.264294,0.180848,0.322983,0.201256,1,991,991
4.28879,69.5776,3.54595,54.5818,0.275418,0.253824,0.174084,0.373522,0.203917,1,992,992
4.21929,72.0261,3.29613,48.9935,0.255946,0.248019,0.150087,0.327567,0.203234,1,993,993
4.22845,67.2955,4.0279,52.4087,0.267931,0.242416,0.229769,0.314859,0.199983,1,994,994
4.25645,69.9252,3.77094,52.2588,0.280285,0.280618,0.277485,0.318551,0.204422,1,995,995
4.19253,72.6428,3.72853,49.682,0.254856,0.266567,0.195139,0.317263,0.197789,1,996,996
4.2385,67.8157,3.80637,52.8157,0.279719,0.284344,0.219364,0.298602,0.205123,1,997,997
4.18801,65.1801,3.75822,50.3812,0.289011,0.274863,0.160103,0.351241,0.20321,1,998,998
4.23648,64.7838,3.85816,54.1559,0.295689,0.282541,0.147389,0.298008,0.202191,1,999,999
4.28689,65.0934,3.7014,50.0771,0.305903,0.267791,0.181167,0.287339,0.200571,1,1000,1000
4.12522,65.4628,3.62941,50.6469,0.278112,0.255105,0.365298,0.356743,0.199743,2,1,1001
4.06843,66.5867,3.38369,51.8057,0.291621,0.267813,0.426952,0.272378,0.201886,2,2,1002
4.16345,65.9251,4.19311,49.5265,0.284591,0.27976,0.283187,0.359317,0.199404,2,3,1003
4.19084,66.5846,3.98038,56.0412,0.303804,0.251323,0.43165,0.355876,0.204335,2,4,1004
4.13383,68.4773,3.29015,49.9004,0.294563,0.25591,0.274287,0.331396,0.197728,2,5,1005
4.11608,66.2676,3.75032,47.8747,0.295334,0.283454,0.292655,0.311389,0.203886,2,6,1006
4.12889,68.3751,3.62012,55.0566,0.303676,0.28812,0.326714,0.290052,0.199365,2,7,1007
4.13284,68.003,4.16744,51.0844,0.278773,0.261795,0.286601,0.313278,0.202579,2,8,1008
4.08495,69.7881,3.72782,54.1502,0.259375,0.302967,0.380331,0.320269,0.20265,2,9,1009
4.07977,69.0691,3.4846,47.7978,0.252978,0.264838,0.246783,0.284746,0.199625,2,10,1010
4.09102,66.7956,4.40077,51.7881,0.270413,0.266419,0.300995,0.364805,0.20221,2,11,1011
4.09679,69.7879,3.47441,51.561,0.260557,0.308759,0.280363,0.348437,0.197877,2,12,1012
4.07925,68.387200000000007,3.9033,53.9,0.251361,0.287465,0.219583,0.345463,0.197661,2,13,1013
4.13029,69.1429,3.85732,50.6245,0.254688,0.275426,0.225203,0.382543,0.2047,2,14,1014
4.12315,65.0667,3.80708,51.1705,0.246849,0.289183,0.276266,0.281684,0.199472,2,15,1015
4.06358,66.8967,3.80778,50.6584,0.284506,0.272515,0.287952,0.374059,0.202969,2,16,1016
4.07956,68.8128,4.17487,48.1231,0.279768,0.309185,0.234493,0.387729,0.197945,2,17,1017
4.06182,69.9858,4.14507,45.5669,0.284443,0.289683,0.291995,0.367599,0.200061,2,18,1018
4.0632,69.895,4.01823,45.2982,0.287497,0.290631,0.286262,0.371079,0.201503,2,19,1019
4.12594,69.3427,4.01755,49.9469,0.268524,0.297737,0.334826,0.333066,0.20258,2,20,1020
4.04277,67.3786,3.60516,51.4394,0.262866,0.303979,0.168027,0.380805,0.202124,2,21,1021
4.03529,67.9984,3.48524,52.0378,0.26444,0.260614,0.189055,0.358242,0.205552,2,22,1022
4.04597,68.1846,4.03749,52.819,0.264165,0.281404,0.2243,0.334309,0.19708,2,23,1023
3.99562,69.9368,3.34112,48.6728,0.249684,0.264156,0.228853,0.392364,0.199366,2,24,1024
4.03982,69.0827,3.66203,53.0485,0.277663,0.268571,0.28017,0.304679,0.203474,2,25,1025
3.99817,70.0417,3.86444,55.8641,0.288468,0.259684,0.246293,0.329734,0.198215,2,26,1026
3.98643,69.0389,3.82679,58.4833,0.281617,0.278184,0.285661,0.321194,0.201871,2,27,1027
3.98162,68.1988,3.98565,57.6185,0.277489,0.274158,0.292638,0.319788,0.202942,2,28,1028
4.00922,69.4027,3.6966,57.9695,0.279076,0.254751,0.240261,0.341066,0.201604,2,29,1029
3.99313,68.867,4.02258,51.5547,0.275886,0.249985,0.228649,0.327734,0.202877,2,30,1030
4.00308,67.1481,3.43353,52.311,0.272638,0.285672,0.214111,0.325809,0.201183,2,31,1031
4.06024,66.6877,3.68291,50.5832,0.286288,0.281802,0.173387,0.31155,0.203328,2,32,1032
4.07504,65.2558,3.99624,52.4446,0.279646,0.285287,0.33815,0.312165,0.199843,2,33,1033
4.05275,65.0456,4.23225,52.6975,0.284276,0.275785,0.31002999999999997,0.322728,0.202513,2,34,1034
4.06258,65.3156,3.55347,54.1347,0.302229,0.230751,0.260311,0.285996,0.202325,2,35,1035
4.05348,65.4916,3.54411,53.4093,0.287753,0.269679,0.246089,0.330633,0.199748,2,36,1036
4.05476,65.8851,3.67986,52.9285,0.283569,0.27988,0.231617,0.330103,0.199195,2,37,1037
4.05001,67.5848,3.91606,51.4663,0.28957,0.32333,0.227352,0.363705,0.204278,2,38,1038
4.02841,66.3645,3.85184,52.4844,0.287395,0.26332,0.246845,0.308394,0.204183,2,39,1039
3.9984,65.6035,4.13969,56.0904,0.2941,0.287054,0.237137,0.284257,0.207822,2,40,1040
3.9171,64.9093,3.66391,49.8984,0.277543,0.27901,0.359419,0.264674,0.195828,2,41,1041
3.94463,66.9838,3.80349,52.1741,0.259066,0.297226,0.119659,0.364583,0.196847,2,42,1042
3.94459,69.0835,3.91756,50.0381,0.260779,0.284827,0.296302,0.294329,0.207314,2,43,1043
3.92476,68.2899,3.86145,48.8573,0.260776,0.27964,0.307522,0.342063,0.195125,2,44,1044
3.94062,69.8889,4.10313,49.9299,0.281707,0.286162,0.297596,0.338419,0.20674,2,45,1045
3.91149,68.9781,3.89751,50.3192,0.282387,0.272433,0.253945,0.318844,0.195775,2,46,1046
3.94872,70.1882,3.95258,48.9544,0.281739,0.25218,0.47948,0.337697,0.207936,2,47,1047
3.97316,68.9005,4.20122,55.3394,0.276003,0.266913,0.265536,0.30264,0.196452,2,48,1048
3.87914,70.4979,3.61207,51.6369,0.314553,0.250581,0.328665,0.323919,0.205934,2,49,1049
3.91361,68.6179,3.65062,52.0224,0.307031,0.30873,0.379891,0.310905,0.19817,2,50,1050
3.98188,69.6654,3.28866,54.9029,0.315462,0.271701,0.358299,0.312786,0.203038,2,51,1051
4.03147,69.6624,3.84941,51.1401,0.328694,0.288792,0.283081,0.312437,0.202357,2,52,1052
3.95998,65.1527,3.89911,51.3213,0.325394,0.322784,0.247433,0.330656,0.200554,2,53,1053
3.9599,68.2913,3.78768,50.6228,0.30854,0.290445,0.22711,0.314248,0.200533,2,54,1054
4.00625,67.5223,3.80843,48.9,0.311235,0.292335,0.164008,0.32397,0.20267,2,55,1055
4.06964,67.1433,3.55956,54.4233,0.286095,0.289247,0.237562,0.315836,0.199075,2,56,1056
4.01774,69.925,3.59261,52.1408,0.319612,0.294956,0.219913,0.358304,0.205398,2,57,1057
4.06203,67.0444,3.78469,49.8305,0.307066,0.256794,0.261017,0.304499,0.200337,2,58,1058
4.12252,66.1828,4.1482,50.9604,0.303084,0.303135,0.32656,0.337498,0.202491,2,59,1059
4.08802,65.327,3.35864,50.3495,0.295853,0.306835,0.276979,0.322749,0.20044,2,60,1060
4.08566,64.3445,3.79484,51.2499,0.284168,0.300062,0.316498,0.374141,0.199958,2,61,1061
4.02897,67.2301,4.05026,54.4159,0.274196,0.29085,0.317451,0.291573,0.199845,2,62,1062
3.97152,69.7273,3.34672,50.6377,0.277029,0.277027,0.327777,0.356488,0.204244,2,63,1063
4.03597,69.4409,3.83215,50.2085,0.31739,0.294514,0.272552,0.324098,0.199366,2,64,1064
4.03356,67.1364,3.33753,52.417,0.296131,0.27237,0.355888,0.400686,0.202605,2,65,1065
4.03976,66.4622,3.60589,52.4131,0.283341,0.258274,0.301857,0.264709,0.200516,2,66,1066
4.03934,66.8164,3.37034,51.2051,0.282726,0.241405,0.307478,0.272361,0.205424,2,67,1067
4.00076,65.7915,3.43507,53.3114,0.28679,0.262477,0.279873,0.282496,0.200742,2,68,1068
4.00512,66.1011,3.73375,49.6307,0.267734,0.264684,0.307491,0.38563,0.202268,2,69,1069
3.94728,68.8064,3.68585,54.4953,0.259207,0.248756,0.332037,0.285617,0.198656,2,70,1070
3.93537,68.691,3.8408,52.9855,0.269899,0.249327,0.290525,0.262063,0.20295,2,71,1071
4.01447,69.3426,3.81003,51.0804,0.262952,0.303486,0.253561,0.280075,0.200704,2,72,1072
4.0702,70.5439,3.84868,53.1277,0.264274,0.28691,0.346613,0.261956,0.204405,2,73,1073
4.03004,70.3156,3.97272,52.4161,0.264232,0.264667,0.444176,0.310971,0.201168,2,74,1074
3.99056,69.2937,4.05218,53.4711,0.262751,0.24192,0.363362,0.308045,0.197288,2,75,1075
4.02757,68.6537,3.86253,52.5264,0.250779,0.276307,0.239422,0.362836,0.204989,2,76,1076
4.03927,66.4432,3.93322,55.1698,0.250688,0.266491,0.334409,0.340042,0.198031,2,77,1077
4.02939,67.1887,3.66165,53.9013,0.251654,0.269313,0.35061,0.34343,0.202159,2,78,1078
4.03633,65.6276,3.33927,56.75,0.250625,0.278724,0.354196,0.38541,0.200952,2,79,1079
4.12938,64.8555,4.27164,52.3952,0.245441,0.279133,0.28235,0.285639,0.201865,2,80,1080
4.12708,65.6619,4.21145,52.6578,0.243356,0.267801,0.302799,0.29464,0.201207,2,81,1081
4.07152,66.37,3.65974,53.3671,0.262204,0.267629,0.247272,0.306459,0.197794,2,82,1082
4.12916,66.4037,4.02022,53.4683,0.276755,0.283081,0.2919,0.318066,0.205143,2,83,1083
4.04518,68.0914,3.47795,49.762,0.279185,0.298868,0.22982,0.312559,0.198986,2,84,1084
4.13063,65.5779,4.22268,53.931,0.287436,0.262841,0.233624,0.303499,0.201563,2,85,1085
4.08725,67.3878,3.47894,52.5561,0.297215,0.284721,0.368056,0.368867,0.204219,2,86,1086
4.06062,66.3996,3.83625,52.3384,0.27315,0.282783,0.338955,0.327529,0.198095,2,87,1087
4.09743,66.8319,3.61191,53.1566,0.28378,0.297709,0.409446,0.295391,0.197057,2,88,1088
