TVCL,TVVC,TVQ,TVVP,TVKA,TVMTT,TVCIRC0,TVGAMMA,TVALPHA,omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omega[8],omega[9],sigma,sigma_pd,.chain,.iteration,.draw
4.68947,49.8457,4.24791,44.698,0.722748,122.875,4.39617,0.160862,3.76463e-4,0.298747,0.145112,0.159122,0.15927,0.137233,0.320082,0.287521,0.293928,0.273914,0.189751,0.219205,2,209,1209
4.86576,54.1872,5.28733,54.4188,0.877842,127.723,4.64852,0.13883,3.34123e-4,0.325128,0.1944,0.434046,0.268355,0.0663069,0.54627,0.357628,0.53379,0.28138,0.194202,0.215011,2,210,1210
4.71145,48.0744,4.81941,47.2922,0.640941,133.222,4.83552,0.205558,3.91377e-4,0.306353,0.237135,0.265946,0.220541,0.0469959,0.319957,0.500442,0.33706,0.253991,0.189122,0.205367,2,211,1211
4.28452,51.4839,3.71107,45.6219,0.922354,111.226,3.9864,0.15423,3.37414e-4,0.405178,0.251625,0.143441,0.195711,0.234487,0.331345,0.413082,0.467195,0.630529,0.200005,0.217496,2,212,1212
4.33058,56.0579,4.03391,42.8322,0.909341,127.337,3.99322,0.165835,4.64955e-4,0.408135,0.326654,0.241275,0.262934,0.270067,0.238214,0.40208700000000003,0.695717,0.46932,0.197872,0.21133,2,213,1213
4.63029,44.6053,5.8429,54.7925,0.593703,112.728,5.23824,0.113552,2.59228e-4,0.369691,0.102212,0.168249,0.217169,0.325765,0.208823,0.454206,0.533638,0.512404,0.187975,0.207783,2,214,1214
3.62462,45.346,5.22264,51.8153,0.677576,114.267,4.11271,0.174592,3.97523e-4,0.408481,0.0776348,0.279888,0.149711,0.329076,0.205636,0.355362,0.662173,0.395127,0.196346,0.216177,2,215,1215
4.08806,50.8272,3.8486,55.3678,0.74085,132.116,5.84501,0.184254,3.42997e-4,0.271089,0.203563,0.109525,0.363194,0.248729,0.344706,0.371678,0.650646,0.358074,0.192537,0.209025,2,216,1216
4.30867,47.9617,3.98047,52.3702,0.669021,119.902,5.85593,0.201097,4.56817e-4,0.277864,0.201972,0.0792332,0.344699,0.364979,0.282941,0.356854,0.431865,0.327958,0.181658,0.214671,2,217,1217
4.69189,53.1779,4.16329,45.1165,0.782283,160.583,4.26233,0.111762,3.16867e-4,0.362967,0.183967,0.0453038,0.187861,0.200769,0.689478,0.31405,0.628551,0.362566,0.200531,0.206751,2,218,1218
4.3581,48.8021,4.55443,55.9652,0.759804,117.438,6.19528,0.0717572,3.55311e-4,0.382194,0.413201,0.59034,0.195743,0.207007,0.317446,0.386266,0.941903,0.495928,0.190411,0.221856,2,219,1219
3.87425,50.8534,5.80134,60.2628,0.702162,93.6265,6.01514,0.123976,3.01523e-4,0.43007,0.220796,0.0337997,0.202505,0.34926,0.117204,0.404539,0.762458,0.52487,0.199101,0.212193,2,220,1220
4.18392,56.7722,2.51328,34.4296,0.849387,111.596,4.9829,0.141943,3.35202e-4,0.374614,0.171022,0.0252641,0.195501,0.306868,0.0461211,0.263701,0.413985,0.370757,0.185734,0.22224,2,221,1221
4.18009,54.4449,4.41697,42.8649,0.975489,90.9886,5.07054,0.0700377,3.47616e-4,0.311016,0.258813,0.217348,0.268825,0.660489,0.204858,0.309811,0.876503,0.856714,0.189894,0.206528,2,222,1222
4.15439,52.6761,4.0319,52.0038,0.707754,159.089,6.16042,0.274163,5.81182e-4,0.355852,0.156164,0.0261418,0.185898,0.207013,0.331245,0.389703,0.333124,0.391076,0.193484,0.213041,2,223,1223
4.01755,47.3633,4.81419,53.4806,0.770157,111.082,5.11825,0.149601,2.45726e-4,0.285296,0.201886,0.225739,0.21354,0.31368,0.208486,0.383194,0.771238,0.539257,0.194903,0.207082,2,224,1224
4.1659,54.0374,3.88031,39.9391,0.773587,134.225,4.60285,0.240454,3.716e-4,0.408374,0.353543,0.0435987,0.270942,0.248012,0.309797,0.330832,0.233846,0.389587,0.187668,0.210881,2,225,1225
4.05369,51.4025,4.17018,50.2433,0.730842,131.057,5.70855,0.160531,3.26747e-4,0.391506,0.30741,0.304042,0.338439,0.221935,0.383189,0.372437,0.419841,0.259999,0.185577,0.210933,2,226,1226
3.94291,50.2222,3.92547,43.0772,1.08152,109.757,4.41663,0.154052,3.12703e-4,0.292676,0.0664062,0.0689735,0.280501,0.571879,0.293464,0.355375,0.761355,0.535514,0.195542,0.207206,2,227,1227
4.16385,51.5692,3.13205,39.8224,1.03699,115.628,4.40509,0.141226,3.88944e-4,0.325309,0.14488,0.523999,0.37144,0.277089,0.565035,0.37171,0.454676,0.537525,0.197213,0.220664,2,228,1228
3.76365,56.3013,3.11413,52.3589,0.801311,155.757,4.9794,0.157376,2.66862e-4,0.307144,0.118791,0.0539121,0.40957,0.422502,0.300153,0.526117,0.439672,0.676044,0.194152,0.212862,2,229,1229
3.8056,51.163,4.66343,44.0078,0.841903,119.81,4.64892,0.128124,3.97488e-4,0.327414,0.251452,0.138713,0.248754,0.144708,0.133037,0.283739,0.607882,0.349678,0.185341,0.20917,2,230,1230
3.9696,57.5629,2.79324,50.1472,0.828877,103.945,5.36949,0.177864,2.22864e-4,0.282667,0.0775643,0.0171207,0.40312,0.155582,0.435984,0.403635,0.566656,0.522229,0.204281,0.219433,2,231,1231
4.19989,42.6762,5.15865,49.328,0.710162,148.305,4.43102,0.150761,3.69805e-4,0.426,0.184093,0.187804,0.188522,0.331962,0.362209,0.284543,0.436478,0.228838,0.183113,0.206018,2,232,1232
4.15451,43.3595,5.03714,49.9329,0.575256,114.071,4.98254,0.117864,3.09224e-4,0.529124,0.244803,0.515049,0.363211,0.40823,0.377792,0.289684,0.342314,0.347237,0.189972,0.215209,2,233,1233
4.04339,45.1609,5.58058,49.683,0.777755,107.46,4.4246,0.196499,3.19092e-4,0.435127,0.253511,0.0782651,0.143124,0.352624,0.335991,0.265211,0.445584,0.265286,0.189086,0.213568,2,234,1234
3.87191,52.438,3.2721,47.3195,0.823497,117.275,5.44518,0.058324,2.62345e-4,0.346756,0.189316,0.144713,0.180314,0.186908,0.450529,0.311767,0.765865,0.355526,0.197354,0.211952,2,235,1235
3.94515,57.2819,4.07983,45.6804,0.871578,107.092,4.85019,0.162598,2.76787e-4,0.447334,0.205046,0.00870683,0.204453,0.168817,0.292668,0.35963,0.539904,0.29821,0.193856,0.209733,2,236,1236
4.23667,54.6198,4.37031,40.6744,0.784751,122.565,4.72371,0.141176,4.01023e-4,0.362953,0.214434,0.200272,0.320301,0.336045,0.148151,0.41369,0.586013,0.298078,0.208374,0.213221,2,237,1237
4.40793,56.4162,3.03587,39.1658,0.889767,92.3888,4.43718,0.175386,3.83518e-4,0.372306,0.28772,0.173605,0.346135,0.256797,0.570567,0.384618,0.397664,0.445466,0.19555,0.21813,2,238,1238
4.2878,55.7716,4.93578,58.5682,0.743761,111.929,4.56865,0.214243,3.12103e-4,0.445018,0.274135,0.055283,0.265619,0.127176,0.401656,0.303245,0.409733,0.707668,0.18283,0.214836,2,239,1239
4.02266,55.3719,3.37532,37.9443,0.939302,135.952,5.31224,0.152809,4.11102e-4,0.362953,0.17547,0.193657,0.310771,0.300901,0.321615,0.37474,0.405949,0.342308,0.202858,0.216559,2,240,1240
4.11606,44.9417,5.40432,56.7284,0.648443,107.645,4.74924,0.122242,2.81202e-4,0.441166,0.219377,0.10105600000000001,0.276744,0.0327055,0.346665,0.32169,0.352895,0.49862,0.189005,0.207371,2,241,1241
4.11103,44.3038,5.23159,57.8192,0.65715,107.228,4.72308,0.134277,2.86885e-4,0.431626,0.197945,0.137428,0.273874,0.0331883,0.323152,0.310208,0.361034,0.489007,0.190103,0.209378,2,242,1242
3.54854,52.0444,3.28303,44.5599,0.811091,131.085,4.79629,0.175243,3.68564e-4,0.429835,0.160057,0.401727,0.176894,0.140846,0.32762,0.404016,0.461411,0.379665,0.197863,0.207403,2,243,1243
4.80263,54.778,3.37559,44.3844,0.871977,104.562,5.04679,0.0990934,2.36927e-4,0.342749,0.320098,0.137911,0.267851,0.232526,0.305938,0.400444,0.643833,0.615313,0.18639,0.211621,2,244,1244
4.54879,58.3392,3.68862,50.8494,0.855442,136.833,4.601,0.179207,4.26072e-4,0.307658,0.156076,0.0844505,0.328364,0.212832,0.559266,0.488578,0.356915,0.392634,0.19789,0.206925,2,245,1245
4.25149,49.0834,5.38413,46.8154,0.786348,102.377,4.96647,0.106608,3.24091e-4,0.415328,0.0973128,0.399662,0.191723,0.28494,0.247784,0.342236,0.636515,0.408753,0.196914,0.209427,2,246,1246
3.61121,48.8814,3.16168,43.8041,0.752611,114.243,4.8381,0.15412,2.85613e-4,0.27987,0.102103,0.251379,0.238692,0.146914,0.26753,0.43313,0.567159,0.584213,0.188688,0.203621,2,247,1247
3.91265,59.1994,4.82825,45.2488,0.755445,150.59,5.42428,0.13145,3.42422e-4,0.486478,0.228075,0.00246908,0.345721,0.184114,0.299978,0.374775,0.543891,0.402637,0.195384,0.198508,2,248,1248
4.13803,54.2933,3.07293,32.4801,0.979609,118.658,5.91029,0.199022,2.96056e-4,0.29843,0.137774,0.284714,0.390424,0.221132,0.290553,0.435102,0.279101,0.374647,0.189292,0.225106,2,249,1249
4.05777,50.9433,3.38491,40.4717,0.770222,127.718,5.29825,0.185834,3.67137e-4,0.333068,0.237608,0.0800558,0.162547,0.252791,0.428367,0.390678,0.388766,0.328086,0.195524,0.209896,2,250,1250
4.23079,48.2198,4.227,50.125,0.874872,123.411,4.39087,0.162422,3.53911e-4,0.314184,0.127551,0.0803952,0.316163,0.255275,0.196077,0.291445,0.483257,0.41627,0.18353,0.208971,2,251,1251
4.2578,46.8603,4.43206,54.0349,0.826383,145.445,4.40243,0.164424,4.30261e-4,0.323373,0.171462,0.0158671,0.26035,0.303982,0.361364,0.333274,0.412333,0.384078,0.184649,0.215704,2,252,1252
4.51133,57.8721,3.1551,41.3182,0.739653,113.552,4.94686,0.12801,2.9294e-4,0.412594,0.15892,0.10382,0.184057,0.495636,0.431869,0.395953,0.661062,0.336426,0.192272,0.212615,2,253,1253
3.89625,46.883,3.88441,51.5627,0.782928,159.932,4.33953,0.144498,5.13792e-4,0.389629,0.16164799999999999,0.00533411,0.184617,0.473291,0.448939,0.496407,0.460796,0.431687,0.184516,0.210979,2,254,1254
3.98324,46.0796,4.35299,51.1326,0.704012,159.741,4.89316,0.136017,4.71237e-4,0.353737,0.215673,0.00424116,0.287912,0.27083,0.536653,0.382687,0.386978,0.34686,0.183652,0.214503,2,255,1255
4.18481,58.3682,3.12103,46.1919,0.725201,107.698,6.4352,0.12003,2.60925e-4,0.50334,0.309118,0.407999,0.160127,0.246015,0.268961,0.273643,0.712355,0.545261,0.202385,0.212325,2,256,1256
4.33683,48.5565,4.0662,47.8623,0.763943,118.145,3.98695,0.174461,4.36006e-4,0.366021,0.160442,0.0488146,0.160587,0.330987,0.277506,0.474345,0.306749,0.296645,0.190161,0.215419,2,257,1257
4.15011,48.6216,3.85559,56.4047,0.795819,116.147,4.19027,0.199656,3.04256e-4,0.418492,0.122473,0.143218,0.221118,0.242982,0.296732,0.321615,0.306003,0.405575,0.188648,0.216361,2,258,1258
4.02093,49.2717,2.79108,46.6622,0.796852,113.336,4.16748,0.151088,3.50713e-4,0.503642,0.238712,0.358793,0.242209,0.210911,0.493531,0.427484,0.574459,0.300594,0.199359,0.204044,2,259,1259
4.42683,52.5055,4.11757,45.9857,0.905243,129.335,3.98988,0.177341,2.93559e-4,0.477911,0.144405,0.0163935,0.254676,0.345753,0.296018,0.478525,0.347951,0.473027,0.192027,0.222017,2,260,1260
4.51364,55.6892,3.79362,40.0003,0.785823,120.055,5.02252,0.149212,3.10714e-4,0.335577,0.271256,0.0525713,0.278961,0.331255,0.103767,0.340201,0.762772,0.376047,0.181243,0.214654,2,261,1261
4.76846,45.6103,4.32847,52.3089,0.855258,102.946,4.61849,0.120564,3.58252e-4,0.576202,0.313486,0.238207,0.243614,0.471851,0.150678,0.40791,0.542612,0.323182,0.199969,0.200218,2,262,1262
4.45197,58.5228,3.81074,44.9932,0.883653,88.7812,4.88143,0.0682812,1.83562e-4,0.343753,0.217386,0.021357,0.0733219,0.199951,0.285446,0.345803,0.973914,0.757536,0.181983,0.218923,2,263,1263
4.09253,50.5412,3.80434,48.3438,0.756507,104.552,5.50397,0.0983026,2.49321e-4,0.476061,0.258461,0.0454293,0.209196,0.154834,0.174889,0.408744,0.760402,0.492344,0.198314,0.208525,2,264,1264
2.7412,62.0549,4.54117,52.3027,0.774577,148.736,4.24948,0.183982,4.16867e-4,0.524885,0.328762,0.190751,0.217761,0.650586,0.34644,0.344753,0.291048,0.253367,0.185992,0.215857,2,265,1265
3.01846,59.1344,3.98534,36.7485,0.947893,136.631,5.09581,0.13654,1.80045e-4,0.421612,0.14828,0.0377293,0.480314,0.182993,0.144472,0.358819,0.543611,0.735434,0.193054,0.204041,2,266,1266
3.70333,53.7776,4.61209,45.1941,0.906884,105.041,5.6101,0.14264,2.52936e-4,0.320236,0.272877,0.0428285,0.255026,0.230921,0.159262,0.320614,0.470428,0.648518,0.204261,0.214744,2,267,1267
3.86443,55.5634,4.53092,48.9435,0.840215,103.262,5.57477,0.158913,3.25009e-4,0.366355,0.182152,0.161312,0.257551,0.126353,0.21006,0.330221,0.581147,0.359863,0.194004,0.214063,2,268,1268
4.12605,52.9443,4.24266,48.0309,0.84396,111.269,4.90647,0.0896388,3.93728e-4,0.384538,0.166781,0.0667502,0.136451,0.30879,0.238233,0.290163,0.503687,0.413483,0.188368,0.21305,2,269,1269
4.0714,51.0414,3.95679,51.0408,0.8769,108.393,5.0966,0.0718417,3.84202e-4,0.41668,0.257963,0.105233,0.157038,0.326549,0.226668,0.239559,0.561527,0.300292,0.186804,0.206616,2,270,1270
3.88609,60.2414,3.73525,49.5944,0.794021,117.308,6.2646,0.189091,3.20831e-4,0.60551,0.325658,0.00868081,0.276538,0.12839,0.374556,0.54381,0.643184,0.471175,0.197643,0.212161,2,271,1271
3.89726,46.1762,5.19464,45.1117,0.679577,111.003,5.78955,0.112238,3.86469e-4,0.411141,0.236177,0.0782393,0.215274,0.228784,0.185026,0.286701,0.432991,0.415543,0.190899,0.213384,2,272,1272
3.80869,57.4194,3.63255,52.8207,0.783066,147.241,4.87638,0.336608,3.26265e-4,0.420414,0.190303,0.0650042,0.144265,0.269516,0.334631,0.515695,0.847,0.457836,0.201274,0.203795,2,273,1273
3.72271,47.615,4.53711,51.8263,0.708189,113.1,5.68219,0.102359,3.64465e-4,0.44681,0.212519,0.187143,0.283206,0.297122,0.588152,0.293987,0.529099,0.387187,0.191493,0.211993,2,274,1274
4.06474,52.0279,4.34422,43.2229,0.89833,90.7073,4.88839,0.0396542,2.12317e-4,0.360923,0.262577,0.280529,0.309542,0.350043,0.176374,0.34419,1.1188,0.825202,0.182753,0.212944,2,275,1275
4.50351,61.4201,4.00756,46.6403,0.882655,107.068,5.21206,0.107816,3.03201e-4,0.371504,0.223616,0.128783,0.195789,0.167091,0.173214,0.370769,0.561242,0.234434,0.210315,0.210483,2,276,1276
3.81312,47.7348,4.85599,46.893,0.856324,123.902,4.34348,0.134089,3.64318e-4,0.357845,0.24514,0.131161,0.120644,0.0324835,0.275356,0.379496,0.447537,0.331064,0.18558,0.216286,2,277,1277
3.56636,55.3096,3.51944,48.2256,0.811311,117.857,4.85918,0.1181,2.76151e-4,0.380836,0.211956,0.259187,0.178171,0.13443,0.186516,0.36728,0.661116,0.503559,0.209023,0.205111,2,278,1278
3.57359,53.5872,4.61887,47.8924,0.874453,123.16,5.37919,0.200722,3.99808e-4,0.277282,0.200063,0.0731889,0.214831,0.16193,0.303008,0.317885,0.261075,0.440708,0.185242,0.211347,2,279,1279
3.64564,57.8361,3.87809,53.2932,0.856407,151.197,5.63378,0.224317,4.49823e-4,0.326464,0.273993,0.145003,0.124577,0.243634,0.365888,0.486232,0.24042,0.344078,0.195912,0.204399,2,280,1280
3.6374,51.4584,3.53801,51.5465,0.809003,188.74,5.09895,0.259889,4.85753e-4,0.272416,0.141485,0.0983846,0.150013,0.261427,0.29832,0.502827,0.359088,0.534023,0.192654,0.206484,2,281,1281
3.6345,55.283,3.57935,51.0957,0.985051,177.648,5.13414,0.229906,5.12558e-4,0.26493,0.172846,0.0868778,0.165012,0.397842,0.328392,0.504852,0.301109,0.429343,0.187688,0.205833,2,282,1282
3.6932,55.9029,2.79306,41.8219,0.963062,156.883,4.8418,0.199378,3.85356e-4,0.271256,0.267928,0.0299604,0.193407,0.147985,0.406702,0.570358,0.460013,0.51533,0.197639,0.215943,2,283,1283
3.77228,52.4863,4.57366,46.97,0.817542,161.093,4.15383,0.240845,3.86326e-4,0.313483,0.136982,0.0240931,0.228037,0.203619,0.578449,0.45914,0.483983,0.446399,0.183725,0.215226,2,284,1284
3.91411,53.0833,3.44587,47.6634,0.91842,196.307,4.47395,0.217946,4.53476e-4,0.368498,0.284777,0.0457685,0.128502,0.123361,0.538387,0.383481,0.337702,0.348298,0.189558,0.207065,2,285,1285
3.93956,49.7005,3.68302,48.3995,0.842578,183.002,4.41455,0.238431,4.74993e-4,0.380406,0.304863,0.055571,0.107641,0.0979878,0.436607,0.402323,0.341153,0.314408,0.189989,0.210697,2,286,1286
3.52372,57.2743,3.59143,41.2152,0.804339,119.595,5.05478,0.155664,3.87499e-4,0.414222,0.267308,0.139463,0.259525,0.145935,0.364771,0.33363,0.415208,0.241198,0.195808,0.218519,2,287,1287
3.59654,61.4098,3.49897,43.4601,0.892595,121.46,4.92848,0.167601,3.60427e-4,0.400883,0.244639,0.0678332,0.282711,0.17426,0.41969,0.32123,0.471512,0.240712,0.196376,0.213338,2,288,1288
3.78338,46.3907,5.12229,47.6571,0.735106,123.987,5.24788,0.0995725,4.1424e-4,0.293629,0.260495,0.0392696,0.178084,0.232465,0.488059,0.333944,0.712039,0.551205,0.195453,0.204095,2,289,1289
3.81253,55.8554,4.37779,47.0393,0.604717,178.665,4.72106,0.230688,3.81324e-4,0.279587,0.249888,0.244609,0.0745431,0.49248,0.510082,0.315412,0.333505,0.302261,0.194769,0.211435,2,290,1290
3.88739,46.5092,3.6946,49.2394,0.88632,101.661,4.31457,0.104085,3.93038e-4,0.467387,0.245043,0.0959786,0.259763,0.331017,0.462485,0.499825,0.532209,0.439166,0.195756,0.210596,2,291,1291
4.38827,50.873,4.74657,49.5603,0.623245,122.263,4.97188,0.120404,2.73902e-4,0.588739,0.135855,0.147969,0.209952,0.283823,0.223031,0.332292,0.588936,0.400636,0.194372,0.202626,2,292,1292
4.04627,51.7443,4.65244,53.2709,0.638627,140.901,5.00476,0.143965,2.27316e-4,0.459241,0.25014,0.318078,0.353164,0.404617,0.419731,0.310529,0.518495,0.506536,0.189865,0.204148,2,293,1293
4.57517,50.1505,5.72352,48.9435,0.839394,140.451,4.96856,0.136675,2.9474e-4,0.586389,0.269143,0.261471,0.258722,0.343581,0.367246,0.457916,0.44022,0.387666,0.197786,0.208537,2,294,1294
3.72265,54.8762,3.06023,38.7198,0.678104,146.931,6.09909,0.119625,3.84286e-4,0.738961,0.0661897,0.16149,0.398682,0.307689,0.524309,0.366864,0.424125,0.363829,0.191867,0.222921,2,295,1295
3.80282,59.8545,2.25293,40.1019,0.841799,145.249,6.11385,0.118234,3.57968e-4,0.612642,0.144203,0.22414799999999999,0.331277,0.365682,0.593409,0.303932,0.445008,0.253743,0.204746,0.218386,2,296,1296
4.17836,55.8357,3.28815,39.4364,0.765859,116.672,4.70875,0.154939,2.98435e-4,0.476393,0.184729,0.0317699,0.203563,0.255155,0.365785,0.347635,0.459029,0.285979,0.205324,0.196367,2,297,1297
4.44332,55.4177,4.79827,46.31,0.864194,129.984,4.40052,0.167998,4.2142e-4,0.470447,0.219328,0.137541,0.118658,0.211951,0.295973,0.68616,0.479381,0.597435,0.186122,0.221157,2,298,1298
4.08838,53.6043,3.73826,40.4541,0.896027,108.005,4.56278,0.142879,3.47564e-4,0.439588,0.044705,0.0378397,0.300122,0.283409,0.203393,0.349402,0.283413,0.485427,0.198034,0.200641,2,299,1299
4.02018,51.8474,4.61204,50.1101,0.804564,123.099,5.11287,0.0919509,3.96194e-4,0.275583,0.164431,0.254643,0.294827,0.478312,0.275564,0.447718,0.94749,0.380764,0.189166,0.210591,2,300,1300
3.38927,51.0692,5.21632,43.0593,0.751285,117.898,4.97948,0.145805,3.92937e-4,0.864953,0.195578,0.00607494,0.364421,0.155662,0.446474,0.298545,0.512612,0.57273,0.197092,0.20333,2,301,1301
3.49883,53.6221,5.17234,42.7749,0.811987,119.065,4.92055,0.148595,3.85713e-4,0.827323,0.273667,0.00869786,0.480459,0.165226,0.321718,0.320235,0.592525,0.517031,0.196471,0.201667,2,302,1302
3.76538,56.9408,3.49862,46.0202,0.855121,104.299,5.02023,0.161988,3.46977e-4,0.407094,0.27595,0.160249,0.231468,0.300181,0.456812,0.441888,0.442129,0.669778,0.18744,0.20846,2,303,1303
4.12218,47.215,4.07679,53.3454,0.729012,131.739,5.83513,0.120234,4.22903e-4,0.436753,0.257565,0.754804,0.0513411,0.160716,0.417474,0.430206,0.665256,0.383035,0.197004,0.206428,2,304,1304
4.10118,51.3378,4.33879,49.6035,0.725938,128.988,5.78178,0.117803,4.35941e-4,0.458041,0.309631,0.601489,0.0515346,0.114838,0.470357,0.411267,0.758144,0.417659,0.200182,0.204479,2,305,1305
3.73678,41.586,4.59061,46.8437,0.728844,113.893,3.70201,0.11081,2.9264e-4,0.349578,0.340168,0.0334638,0.301148,0.202097,0.248385,0.417711,0.477776,0.370135,0.181698,0.211188,2,306,1306
4.10915,66.0115,3.06958,43.3506,0.919849,110.535,5.1225,0.153496,4.17245e-4,0.507482,0.190024,0.11219,0.326806,0.321097,0.504824,0.337316,0.638635,0.423013,0.197258,0.20928,2,307,1307
4.13469,59.4239,4.26059,46.2574,0.777863,125.133,5.55952,0.187893,3.36802e-4,0.399111,0.297901,0.0656428,0.358256,0.358368,0.320983,0.33925,0.562729,0.339074,0.179516,0.208165,2,308,1308
3.6733,50.1153,4.97094,47.4771,0.840659,127.564,4.63421,0.180161,3.42717e-4,0.31391,0.179292,0.160455,0.281008,0.246391,0.269554,0.350766,0.483896,0.493827,0.203642,0.213547,2,309,1309
3.28152,51.9385,4.48326,46.9133,0.82939,130.577,5.13029,0.198398,3.97055e-4,0.438826,0.0312302,0.231127,0.263182,0.244929,0.274923,0.379066,0.451787,0.288777,0.20008600000000001,0.222852,2,310,1310
3.86938,44.558,4.85867,56.7182,0.599854,173.264,4.9218,0.152176,3.20157e-4,0.395546,0.0778342,0.240161,0.2611,0.310376,0.462896,0.312018,0.375532,0.45333,0.185222,0.2032,2,311,1311
3.84432,46.8654,4.51316,51.611,0.746799,127.413,5.5635,0.165809,3.70254e-4,0.323083,0.258168,0.290152,0.197833,0.179735,0.306399,0.315807,0.38373,0.363684,0.206846,0.218625,2,312,1312
3.6059,47.8415,5.11035,55.6323,0.764159,131.93,5.19672,0.170415,4.2591e-4,0.413407,0.120277,0.287167,0.268072,0.31201,0.372411,0.422494,0.280934,0.429388,0.17536,0.210232,2,313,1313
3.93582,46.3458,3.43658,46.0016,0.800081,132.04,4.88969,0.166176,3.25273e-4,0.466976,0.24428,0.112437,0.209297,0.328914,0.333837,0.372133,0.326754,0.444604,0.196663,0.220212,2,314,1314
3.92222,52.1394,3.93797,47.9262,0.911087,133.806,4.56727,0.225722,3.34183e-4,0.477037,0.236723,0.130314,0.290949,0.340677,0.267958,0.35324,0.355519,0.41295,0.196928,0.224571,2,315,1315
3.79643,60.1224,3.25541,42.9289,1.0248,116.285,4.57222,0.155482,2.35451e-4,0.417887,0.193581,0.151478,0.102288,0.253981,0.423757,0.265345,0.321407,0.640656,0.198211,0.213526,2,316,1316
3.22718,56.0718,4.40443,44.6235,0.888798,131.303,5.99225,0.165102,4.44456e-4,0.446073,0.271192,0.0725789,0.204814,0.24308,0.353464,0.513978,0.412188,0.176149,0.193322,0.208178,2,317,1317
3.89762,50.1675,3.28964,51.6064,0.699955,109.344,5.05548,0.160069,2.96642e-4,0.396566,0.315085,0.00469209,0.26353,0.234501,0.152442,0.437845,0.688726,0.323728,0.190434,0.197676,2,318,1318
3.94857,50.4403,3.87362,51.9018,0.7366,112.072,5.1105,0.150425,3.00623e-4,0.405301,0.202984,0.0102155,0.305613,0.243105,0.0916189,0.389533,0.601138,0.385279,0.190412,0.205559,2,319,1319
3.97004,51.1744,4.09145,52.3559,0.936509,131.236,4.22871,0.0991159,3.22414e-4,0.398511,0.128803,0.112013,0.186777,0.29767,0.304915,0.484493,0.443107,0.416416,0.192827,0.220113,2,320,1320
4.14711,57.7417,3.51635,46.8262,0.901207,102.614,5.21273,0.163325,3.37534e-4,0.453821,0.23312,0.39585,0.243683,0.0349329,0.309518,0.316754,0.6184,0.537241,0.189772,0.207427,2,321,1321
4.17823,41.5168,5.67672,50.9965,0.735836,130.012,4.74804,0.14884,3.97102e-4,0.543735,0.312726,0.10168,0.174002,0.315907,0.333588,0.432127,0.326553,0.435802,0.195359,0.210308,2,322,1322
3.57616,55.5306,3.51931,44.6731,0.808758,125.36,5.15928,0.157429,3.37537e-4,0.393026,0.0201275,0.0857852,0.311026,0.351689,0.198599,0.454313,0.928464,0.303933,0.19641,0.220781,2,323,1323
4.23163,37.0117,6.56108,61.5859,0.499077,126.361,5.40288,0.0967338,4.3318e-4,0.418018,0.160079,0.101729,0.265164,0.108459,0.272229,0.241426,0.573301,0.404019,0.203749,0.214078,2,324,1324
4.29627,43.0689,5.32526,60.5562,0.665946,128.139,4.19684,0.12465,3.09242e-4,0.442029,0.187155,0.0925112,0.250522,0.219228,0.410142,0.235684,0.412929,0.352367,0.181698,0.217104,2,325,1325
4.2229,55.5514,3.73299,42.199,0.950005,125.385,4.62533,0.151717,4.2752e-4,0.432962,0.181039,0.107744,0.348038,0.310703,0.370846,0.459699,0.454166,0.426865,0.201258,0.207503,2,326,1326
4.22105,52.3362,3.95136,39.3242,0.705908,118.395,4.98905,0.11756,3.42581e-4,0.542575,0.158449,0.204415,0.369146,0.243562,0.190793,0.411096,0.577155,0.306805,0.181739,0.198475,2,327,1327
4.21989,60.7207,3.44269,46.7348,0.99445,82.6579,4.70282,0.117834,2.27575e-4,0.37809,0.182066,0.013914,0.256463,0.149938,0.34645,0.326021,0.512582,0.555608,0.207246,0.224859,2,328,1328
4.09138,53.3981,3.8375,42.961,0.7294,89.549,5.33651,0.0998222,2.19976e-4,0.35327,0.195939,0.0103658,0.286084,0.297638,0.273185,0.251249,0.595237,0.512669,0.197083,0.210924,2,329,1329
4.15301,54.61,5.00706,52.1825,0.745187,103.739,5.0587,0.138255,2.77096e-4,0.348827,0.182049,0.00644642,0.229787,0.256544,0.197478,0.317176,0.630558,0.461552,0.200464,0.206728,2,330,1330
4.05827,57.8484,3.41857,43.1591,0.882243,105.069,4.7944,0.134041,2.20824e-4,0.397243,0.168068,0.00216853,0.260058,0.393031,0.380842,0.458646,0.453977,0.630539,0.181332,0.225368,2,331,1331
4.03762,47.515,4.77551,54.4171,0.689966,108.71,5.20197,0.090962,3.20262e-4,0.325881,0.38825,0.0249014,0.342498,0.350771,0.0276138,0.304206,0.898242,0.342075,0.201394,0.208317,2,332,1332
3.9442,52.3442,4.74892,53.5789,0.70003,110.255,5.07292,0.150728,2.95749e-4,0.294048,0.203487,0.0150139,0.317647,0.229498,0.0295892,0.336151,0.744611,0.342803,0.193396,0.212133,2,333,1333
4.02193,47.655,5.85815,53.1948,0.677644,117.394,4.73333,0.0947425,3.54209e-4,0.305122,0.191036,0.249186,0.20436000000000001,0.203097,0.0733136,0.337928,0.76326,0.617251,0.184118,0.202668,2,334,1334
