TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
3.96373,73.8598,3.60482,50.3372,1.08359,0.343434,0.402931,0.113233,0.279262,0.381107,0.196142,1,977,977
3.92175,75.4972,3.679,46.036,1.01563,0.311095,0.342823,0.120046,0.289668,0.423201,0.197582,1,978,978
3.89762,70.9066,4.39479,52.4379,1.08567,0.315515,0.395609,0.248653,0.296774,0.332585,0.193969,1,979,979
3.94244,73.2776,3.76853,48.591,1.12273,0.300479,0.396233,0.156778,0.265663,0.261134,0.198423,1,980,980
3.84545,73.0999,3.46923,51.7757,1.07196,0.280257,0.265176,0.285493,0.272158,0.283809,0.20232,1,981,981
4.01066,76.6094,3.57529,49.0981,1.16361,0.292965,0.319718,0.126904,0.295508,0.313187,0.199594,1,982,982
3.95512,75.8936,3.65343,49.3989,1.17473,0.290104,0.304007,0.104918,0.294555,0.312807,0.197876,1,983,983
4.0636,73.246,3.74625,52.3823,1.08732,0.256823,0.346885,0.295708,0.206853,0.304757,0.199762,1,984,984
4.05967,76.8713,3.43598,48.76,1.11082,0.262716,0.291427,0.10289,0.340445,0.309447,0.198497,1,985,985
4.03392,75.2461,3.50837,48.1619,1.10777,0.266608,0.28167,0.0766738,0.345457,0.312179,0.201159,1,986,986
3.99038,76.6325,3.29371,51.7285,1.11232,0.294254,0.33869,0.184507,0.254125,0.314705,0.206508,1,987,987
3.9182,75.4346,3.57072,53.4132,1.04578,0.287045,0.27804,0.176293,0.351304,0.278193,0.196858,1,988,988
3.96458,74.5473,3.9715,50.594,1.068,0.272103,0.269051,0.221318,0.269551,0.30115,0.200073,1,989,989
3.89907,77.6016,3.395,51.3726,1.09741,0.285724,0.255572,0.192805,0.306482,0.28161,0.198286,1,990,990
3.97857,73.2237,4.38962,52.7596,1.03472,0.272001,0.321815,0.233056,0.213807,0.252084,0.206211,1,991,991
4.03145,75.6834,4.12829,54.845,0.967404,0.270299,0.266597,0.159334,0.282627,0.312039,0.197129,1,992,992
4.0015,76.7195,3.58093,47.6823,1.08486,0.283749,0.358104,0.21454,0.255453,0.212203,0.209031,1,993,993
4.01163,69.7747,3.93959,51.1794,1.06037,0.332193,0.296261,0.157462,0.266027,0.319325,0.191453,1,994,994
3.93961,79.4243,3.56781,47.2473,1.16215,0.337588,0.340069,0.0360623,0.362305,0.267257,0.208539,1,995,995
4.07931,78.0909,3.61808,48.3179,1.11768,0.300142,0.308512,0.00945364,0.275542,0.346724,0.194313,1,996,996
4.1189,72.184,3.66437,50.7694,1.0348,0.32174,0.334887,0.118862,0.287151,0.295881,0.202671,1,997,997
4.08083,71.6172,3.79568,50.4447,1.02525,0.315699,0.327713,0.110794,0.263792,0.293104,0.20229,1,998,998
4.2766,78.0841,3.2911,44.3298,1.22183,0.301746,0.268777,0.102706,0.285616,0.310466,0.199067,1,999,999
4.16631,73.7447,4.07315,51.3681,1.03868,0.285787,0.301123,0.0545076,0.25034,0.311985,0.204829,1,1000,1000
4.17027,69.6067,3.92126,47.6707,1.08644,0.304354,0.268483,0.160719,0.258744,0.311991,0.202291,2,1,1001
4.15395,74.4414,3.33752,51.1934,1.09193,0.34063,0.305645,0.131196,0.269359,0.289347,0.204752,2,2,1002
4.17987,70.742,4.03914,49.7178,1.0415,0.256077,0.270142,0.215238,0.246624,0.243366,0.200849,2,3,1003
4.04313,77.109,3.1861,50.8982,1.13969,0.31224,0.319636,0.108438,0.362484,0.348648,0.202632,2,4,1004
4.17664,74.2974,3.77266,45.4736,1.10475,0.287759,0.328088,0.118467,0.261959,0.265762,0.197595,2,5,1005
4.12665,72.7141,3.83729,49.4952,1.06992,0.271185,0.32859,0.120202,0.237899,0.340588,0.204593,2,6,1006
4.11681,69.243,4.31332,51.6845,1.03908,0.299841,0.296344,0.105374,0.20937,0.317906,0.19645,2,7,1007
4.17722,81.3061,3.32277,48.6513,1.10892,0.293231,0.293713,0.173232,0.281047,0.282099,0.201615,2,8,1008
4.21224,69.3122,4.33532,54.7497,1.03366,0.304211,0.303209,0.319831,0.200739,0.2924,0.202156,2,9,1009
4.31812,76.4814,3.28802,47.3922,1.04797,0.289951,0.301271,0.284651,0.357437,0.237361,0.201246,2,10,1010
4.18602,67.3605,4.40414,52.2973,1.06046,0.302422,0.368835,0.360744,0.234051,0.242383,0.196927,2,11,1011
4.19301,73.5867,4.11004,49.0159,0.994788,0.31064,0.360305,0.502454,0.332224,0.205212,0.203375,2,12,1012
4.23194,73.4703,3.27473,44.492,1.15606,0.292849,0.323986,0.320191,0.350002,0.24309,0.195966,2,13,1013
4.00473,72.1554,4.1065,58.1849,1.06903,0.327221,0.2938,0.296316,0.365826,0.40333,0.202381,2,14,1014
3.99302,72.3637,4.02226,58.1535,1.07848,0.327386,0.302547,0.369747,0.38039,0.410061,0.201738,2,15,1015
4.26894,71.0854,3.87653,46.1464,1.03912,0.250121,0.282252,0.333359,0.365549,0.308031,0.19524,2,16,1016
4.1568,68.8242,3.4348,47.3529,0.969952,0.261397,0.297626,0.439978,0.384968,0.288475,0.19538,2,17,1017
4.17744,69.459,3.54239,46.6152,0.990178,0.282447,0.282202,0.43896,0.366009,0.298499,0.196514,2,18,1018
4.07645,66.2738,4.06482,54.7928,1.05641,0.281751,0.381214,0.403706,0.261209,0.321189,0.199012,2,19,1019
4.07645,66.2738,4.06482,54.7928,1.05641,0.281751,0.381214,0.403706,0.261209,0.321189,0.199012,2,20,1020
4.0162,70.0985,3.84166,49.7439,0.997226,0.255436,0.300875,0.395976,0.309998,0.385872,0.196248,2,21,1021
4.01067,71.2505,3.81846,53.6055,1.02932,0.261243,0.309329,0.427476,0.288044,0.399119,0.195461,2,22,1022
4.01261,69.2524,4.01147,53.6313,1.04502,0.267131,0.32295,0.393644,0.300996,0.361854,0.197281,2,23,1023
3.96136,75.6743,3.65241,46.0219,1.16888,0.293898,0.293421,0.377632,0.262156,0.308638,0.203264,2,24,1024
3.97165,71.2205,3.56787,52.0979,1.04661,0.272145,0.383242,0.37096,0.316571,0.298305,0.200471,2,25,1025
3.97237,72.6961,3.30368,49.9063,1.13312,0.275906,0.369556,0.338309,0.285721,0.280062,0.201343,2,26,1026
3.97694,72.8438,3.53351,48.6872,1.01738,0.28475,0.281238,0.203272,0.289393,0.313382,0.198799,2,27,1027
4.1371,72.9427,3.59492,49.6138,1.12156,0.300917,0.378721,0.193381,0.302754,0.330032,0.201136,2,28,1028
4.17458,72.5117,3.54072,47.7813,1.12928,0.287601,0.403631,0.235973,0.316787,0.350548,0.203601,2,29,1029
4.01221,74.2282,3.44386,53.5052,1.04937,0.317615,0.291024,0.197247,0.276641,0.304965,0.196045,2,30,1030
3.95325,73.1274,3.48855,50.1725,1.12553,0.307593,0.326644,0.24911,0.262783,0.276028,0.206555,2,31,1031
3.92381,72.8741,4.01566,51.1827,1.10281,0.318622,0.317177,0.177162,0.272527,0.26403,0.202519,2,32,1032
3.94112,76.6936,3.44207,50.8112,1.21199,0.319447,0.385661,0.151437,0.351935,0.296888,0.199867,2,33,1033
3.924,69.949700000000007,3.69285,54.2707,1.10894,0.305153,0.385977,0.181557,0.337015,0.33434,0.20312,2,34,1034
3.94646,72.3766,3.45334,53.5222,1.13412,0.28180500000000003,0.375359,0.117534,0.38101,0.317775,0.201439,2,35,1035
3.95767,72.4991,3.81048,47.856,1.11855,0.299485,0.288094,0.125598,0.332321,0.340676,0.20233,2,36,1036
4.07541,77.0587,2.99774,54.1745,1.16032,0.334776,0.326483,0.193907,0.39389,0.277011,0.200472,2,37,1037
4.09821,76.4006,3.19469,52.5313,1.17569,0.334524,0.325252,0.221138,0.372378,0.370138,0.208015,2,38,1038
4.08385,77.0523,3.12031,53.041,1.19505,0.327491,0.299715,0.165928,0.323471,0.387192,0.205312,2,39,1039
4.05713,77.6409,3.04406,52.6005,1.15659,0.333686,0.295838,0.174243,0.36227,0.316209,0.199447,2,40,1040
4.08912,78.5439,3.05486,53.6373,1.17713,0.294756,0.342155,0.377326,0.305214,0.353852,0.205388,2,41,1041
4.0379,78.3206,3.74409,51.1161,1.06529,0.278871,0.331686,0.200402,0.315388,0.269471,0.197462,2,42,1042
4.0976,78.2278,3.87484,49.9254,1.03169,0.277029,0.331208,0.270311,0.266515,0.265314,0.196772,2,43,1043
4.1302,74.0681,3.88053,49.6377,1.07247,0.321371,0.318188,0.0724168,0.298088,0.355203,0.204336,2,44,1044
4.2095,76.0969,3.81828,46.7094,1.07048,0.266953,0.279397,0.0753278,0.30267,0.297836,0.199645,2,45,1045
4.03895,72.6046,4.05488,48.4375,1.10801,0.264207,0.298628,0.16083,0.270302,0.337986,0.201437,2,46,1046
4.05495,73.1398,3.86516,49.5847,1.09498,0.2698,0.303455,0.0692497,0.30997,0.409518,0.202353,2,47,1047
3.99798,70.3223,4.10462,51.1226,1.04683,0.279377,0.252395,0.237127,0.299726,0.327056,0.194635,2,48,1048
4.07726,70.1013,3.94037,48.9613,0.979365,0.264338,0.308736,0.16975,0.354127,0.430175,0.199968,2,49,1049
3.96158,69.142,3.96109,46.8182,1.02468,0.282082,0.329831,0.14313,0.348853,0.315603,0.202321,2,50,1050
4.07947,70.929,3.55479,54.8515,1.06998,0.279524,0.325498,0.211249,0.312186,0.41405,0.199665,2,51,1051
4.16098,72.1017,3.85461,44.8257,1.06752,0.286535,0.329355,0.352232,0.335675,0.338834,0.191989,2,52,1052
4.14314,74.4521,3.70665,50.199,1.07441,0.27627,0.353719,0.251756,0.288716,0.342687,0.197227,2,53,1053
4.02982,72.7212,3.99834,49.8283,1.07133,0.318567,0.31584,0.217284,0.260152,0.313027,0.201328,2,54,1054
4.01765,72.211,3.5473,49.4742,1.03098,0.305518,0.314599,0.268643,0.225503,0.309155,0.201852,2,55,1055
4.02895,72.8246,3.7519,50.7868,1.08844,0.305759,0.334329,0.297019,0.234085,0.310638,0.199539,2,56,1056
4.10285,77.3242,3.57605,45.7368,1.09383,0.280563,0.34195,0.221079,0.334255,0.368006,0.198868,2,57,1057
4.09656,73.1267,3.55535,50.8989,1.01013,0.260587,0.374719,0.271151,0.26387,0.360301,0.197768,2,58,1058
4.14939,72.4434,4.11233,49.8717,0.987341,0.241444,0.3541,0.224617,0.258789,0.400783,0.203222,2,59,1059
4.09173,71.6728,3.75675,47.7837,1.05481,0.256398,0.280579,0.183544,0.335572,0.407014,0.192463,2,60,1060
4.07581,74.7624,3.71273,50.7907,1.10089,0.336901,0.378744,0.177374,0.343172,0.359463,0.199061,2,61,1061
4.33137,70.3529,4.02727,48.3398,1.01249,0.29208,0.29626,0.171149,0.239584,0.32879,0.196729,2,62,1062
4.18629,77.3406,3.70669,46.8614,1.17622,0.324466,0.320487,0.015467,0.319124,0.394341,0.203374,2,63,1063
4.20174,72.7545,3.59177,48.1613,1.10684,0.312665,0.351704,0.18426,0.272352,0.338191,0.198323,2,64,1064
4.19285,72.4485,3.62942,47.95,1.10375,0.313874,0.351926,0.195093,0.276383,0.33317,0.198755,2,65,1065
4.15253,72.5225,3.95083,47.8584,1.07799,0.288596,0.310229,0.0530025,0.269414,0.335432,0.199409,2,66,1066
4.14752,78.6304,3.93718,44.5452,1.19366,0.30476,0.298988,0.0692495,0.250787,0.339216,0.202422,2,67,1067
4.16019,76.6467,3.81119,51.2488,1.09578,0.293652,0.360929,0.0894469,0.278147,0.383896,0.205703,2,68,1068
4.10048,75.9265,3.56225,54.8596,1.05988,0.284594,0.317545,0.0879922,0.284634,0.352248,0.197501,2,69,1069
4.20189,73.4978,3.98319,48.1898,1.08306,0.331961,0.344312,0.144559,0.243667,0.377254,0.203351,2,70,1070
4.09631,76.5686,3.6379,48.2831,1.06654,0.289441,0.330831,0.16564,0.233506,0.334273,0.194268,2,71,1071
3.98572,75.9083,3.34217,49.4334,1.08093,0.286252,0.294841,0.172559,0.231859,0.376571,0.200247,2,72,1072
3.90292,72.2099,3.88766,52.8254,1.01269,0.300584,0.347901,0.0942209,0.210632,0.350603,0.201423,2,73,1073
3.93531,78.3852,3.46131,47.1483,1.13535,0.298465,0.278756,0.163117,0.228813,0.356935,0.207184,2,74,1074
3.97205,71.3169,3.84169,51.2123,1.05982,0.303963,0.334377,0.0826673,0.278542,0.295347,0.199757,2,75,1075
3.96697,74.3032,3.49106,49.0058,1.0543,0.309728,0.253029,0.100063,0.24532,0.321157,0.199866,2,76,1076
3.8504,76.3878,3.37141,51.1255,1.17835,0.290706,0.345268,0.17243,0.297273,0.315828,0.204458,2,77,1077
4.06328,69.847,4.477,50.5602,0.951806,0.279989,0.299803,0.11824,0.22958,0.334929,0.201263,2,78,1078
4.26102,72.3007,3.49305,48.8201,1.152,0.271094,0.317927,0.0296781,0.281346,0.380275,0.2044,2,79,1079
4.18608,68.1619,4.62281,50.5937,0.930249,0.263858,0.325463,0.0110071,0.221517,0.306445,0.19996,2,80,1080
3.96668,75.3004,3.60998,48.838,1.17163,0.297006,0.341421,0.0615754,0.344988,0.323614,0.201001,2,81,1081
4.26495,71.3386,4.08067,47.2812,1.01517,0.303831,0.286399,0.187052,0.240961,0.314755,0.209011,2,82,1082
4.26226,71.3384,3.98396,49.7321,1.06952,0.284952,0.299451,0.0362454,0.210745,0.348149,0.197141,2,83,1083
4.11319,71.6118,3.77151,44.6939,1.08012,0.283708,0.295412,0.161611,0.250172,0.30741,0.195591,2,84,1084
4.14593,69.3966,4.03699,49.3013,1.04849,0.287083,0.291886,0.168759,0.274848,0.286163,0.198576,2,85,1085
4.21413,74.9326,3.90555,50.6007,1.10196,0.281315,0.336294,0.195232,0.293002,0.290862,0.199952,2,86,1086
4.14953,75.3058,3.98502,52.5375,1.12338,0.268093,0.325649,0.211371,0.269642,0.331962,0.199739,2,87,1087
4.23701,71.5437,3.77582,48.1351,1.04558,0.329465,0.318978,0.189021,0.260595,0.30812,0.199586,2,88,1088
4.13987,74.5414,3.70939,49.8648,1.11053,0.325572,0.307884,0.140905,0.287325,0.338273,0.195646,2,89,1089
4.10651,76.5791,3.46764,47.5365,1.12178,0.297362,0.334543,0.166554,0.259953,0.288839,0.202895,2,90,1090
4.09601,70.1187,3.94866,48.336,1.00199,0.297847,0.313993,0.149316,0.244126,0.298492,0.196601,2,91,1091
4.07857,75.4381,4.04026,46.4054,1.05246,0.284895,0.347649,0.100462,0.244185,0.284334,0.201887,2,92,1092
4.18851,67.9197,4.3101,51.5986,1.04638,0.284528,0.339645,0.149893,0.185269,0.311561,0.196922,2,93,1093
4.02586,74.2074,3.9808,49.3216,1.04411,0.287083,0.300354,0.278216,0.248298,0.327696,0.196849,2,94,1094
3.9652,72.8731,4.50799,51.8859,1.01726,0.299682,0.337302,0.271312,0.192973,0.334609,0.204008,2,95,1095
4.06499,77.1453,3.56337,48.3226,1.05731,0.300168,0.27989000000000003,0.0711098,0.243338,0.336211,0.200404,2,96,1096
4.17744,71.3464,3.64419,49.4963,0.978465,0.319143,0.361436,0.113795,0.268857,0.274382,0.201459,2,97,1097
4.13698,73.9324,3.55257,41.2496,1.04937,0.290664,0.306836,0.0313318,0.298001,0.314555,0.196064,2,98,1098
4.12993,72.5402,3.70694,43.6486,1.0794,0.292874,0.343456,0.0519212,0.208282,0.325726,0.202791,2,99,1099
4.06864,69.685,3.75685,49.6525,1.03114,0.306747,0.294456,0.0269161,0.243624,0.364391,0.19557,2,100,1100
4.10694,76.5664,3.24392,46.4656,1.14537,0.299333,0.321673,0.150663,0.287206,0.32744,0.199422,2,101,1101
4.22051,72.7679,3.75799,48.5121,1.07906,0.286882,0.316497,0.149333,0.337037,0.292696,0.20285,2,102,1102
4.2273,69.8159,3.94002,49.6555,1.06136,0.272705,0.337653,0.214964,0.27486,0.336996,0.194864,2,103,1103
4.12012,73.3003,3.52227,48.1883,1.07411,0.260226,0.304931,0.146306,0.261539,0.314996,0.200087,2,104,1104
3.99422,77.925,3.51256,51.4544,1.05196,0.260447,0.280195,0.0490784,0.308607,0.354199,0.203176,2,105,1105
4.09592,74.2148,3.67739,45.8069,1.11216,0.289594,0.269458,0.125461,0.231235,0.312738,0.199366,2,106,1106
3.94994,72.3216,3.54643,50.057,1.0609,0.313664,0.353507,0.104526,0.325741,0.318968,0.198575,2,107,1107
4.09375,73.7865,3.89038,49.2697,1.04918,0.27353,0.276289,0.0467558,0.307114,0.322439,0.197712,2,108,1108
4.11937,74.5013,3.67306,44.0816,1.06435,0.255127,0.33980900000000003,0.186075,0.292616,0.357142,0.19965,2,109,1109
4.13396,75.9338,3.81115,46.9676,1.08856,0.241047,0.310038,0.0793612,0.27337,0.3419,0.195922,2,110,1110
4.01445,75.2092,3.58369,47.8825,1.09853,0.246064,0.268511,0.0662821,0.366305,0.337152,0.203758,2,111,1111
4.12718,73.9278,3.95182,48.9534,1.02108,0.24741,0.32179,0.210541,0.256527,0.270521,0.195276,2,112,1112
4.08539,73.9743,3.39314,43.817,1.10148,0.28892,0.327285,0.163578,0.281812,0.293013,0.203669,2,113,1113
4.08288,75.1977,4.06376,49.7226,1.02072,0.282435,0.283788,0.0119985,0.292309,0.294489,0.204959,2,114,1114
4.01109,73.1899,3.56035,47.9605,1.09961,0.312134,0.333941,0.0536279,0.294517,0.327265,0.203825,2,115,1115
4.00894,76.6587,3.37815,48.322,1.14441,0.319276,0.314932,0.141571,0.292635,0.302044,0.205135,2,116,1116
4.15899,73.0044,4.10939,51.1564,1.05014,0.272876,0.308444,0.223225,0.30581,0.293545,0.200061,2,117,1117
3.99834,72.0726,3.4116,49.214,1.0836,0.319821,0.296532,0.247314,0.23031,0.223891,0.202843,2,118,1118
4.01431,75.891,3.2021,46.3052,1.08418,0.317715,0.305503,0.220875,0.271133,0.2332,0.201182,2,119,1119
3.97705,72.9815,3.60914,44.0219,1.06092,0.317114,0.323174,0.332146,0.30437,0.282041,0.199817,2,120,1120
4.02506,76.1365,3.10143,54.3551,1.08757,0.354785,0.317793,0.360888,0.321637,0.29836,0.204229,2,121,1121
4.06933,73.9151,3.6689,51.7474,1.09915,0.321937,0.303557,0.249923,0.254423,0.276462,0.201051,2,122,1122
3.99162,71.2274,3.57246,50.3523,1.0241,0.312818,0.347795,0.249279,0.300448,0.306238,0.198366,2,123,1123
4.17838,75.2266,3.42618,50.5023,1.205,0.321597,0.299139,0.164108,0.297388,0.277926,0.201408,2,124,1124
3.99621,63.1594,5.09385,52.5913,0.876298,0.315238,0.380258,0.354313,0.201613,0.292029,0.202526,2,125,1125
4.0301,64.9746,4.98936,52.87,0.891635,0.309332,0.378581,0.362138,0.209259,0.311373,0.197319,2,126,1126
4.03193,71.1888,3.46334,48.1662,1.14748,0.315243,0.313027,0.199208,0.232881,0.327362,0.199774,2,127,1127
4.02692,69.9506,3.54088,52.6553,1.06646,0.326389,0.338111,0.224899,0.28716,0.342722,0.199837,2,128,1128
4.2541,72.1384,3.97636,48.8767,1.01912,0.300716,0.312066,0.122093,0.219678,0.405247,0.198109,2,129,1129
4.23093,73.4517,3.62198,53.2777,1.02464,0.303582,0.363695,0.392367,0.2414,0.449093,0.194527,2,130,1130
4.23573,71.5235,3.90639,48.7186,1.05614,0.327515,0.289713,0.225134,0.300292,0.391161,0.200694,2,131,1131
4.26544,70.2748,4.13899,49.0356,1.0161,0.33715,0.308994,0.199221,0.272333,0.373309,0.20122,2,132,1132
4.24489,69.4264,4.17516,47.8175,1.01695,0.330223,0.31369,0.196234,0.28658,0.406701,0.196836,2,133,1133
4.2133,70.3929,4.01697,52.5473,1.05806,0.33039,0.321623,0.142869,0.269711,0.381387,0.197045,2,134,1134
4.27988,69.9536,4.40412,52.9617,1.01048,0.335101,0.281299,0.263944,0.245774,0.357807,0.200008,2,135,1135
4.31745,73.794,3.83335,50.6248,1.01133,0.347568,0.360116,0.250938,0.254196,0.364811,0.20012,2,136,1136
4.30361,75.4783,3.91367,50.4597,1.04161,0.362025,0.3674,0.246709,0.232367,0.360249,0.197609,2,137,1137
4.26435,68.6114,4.84172,49.9028,1.00792,0.322785,0.364063,0.351234,0.269986,0.354958,0.200176,2,138,1138
4.26477,69.5344,3.93621,52.4068,0.996765,0.304356,0.358059,0.473456,0.208194,0.44151,0.195741,2,139,1139
4.34827,69.075,4.22118,52.1671,0.969477,0.314392,0.369499,0.31645,0.231878,0.429471,0.201483,2,140,1140
4.29039,68.6375,3.84935,52.1381,1.05155,0.297782,0.352178,0.223431,0.305607,0.356943,0.193954,2,141,1141
4.27311,72.4311,3.8729,57.9859,1.06232,0.34492,0.292716,0.374423,0.441055,0.458616,0.201554,2,142,1142
4.31275,69.7064,3.76744,55.8845,1.02367,0.312576,0.300283,0.342496,0.360345,0.387691,0.198354,2,143,1143
4.20412,71.7626,4.10983,51.367,1.03236,0.294975,0.301447,0.392005,0.327702,0.433956,0.202426,2,144,1144
4.15653,69.1962,3.78528,54.3567,1.01407,0.321241,0.381992,0.402998,0.315345,0.416896,0.203327,2,145,1145
4.19034,70.3786,3.66643,52.561,1.05013,0.27329,0.340753,0.413941,0.220586,0.45142,0.199721,2,146,1146
4.19168,69.5162,3.83942,53.37,1.02972,0.265293,0.337432,0.341432,0.244395,0.423246,0.195934,2,147,1147
4.11521,72.4436,3.46278,53.0394,1.06716,0.312698,0.3018,0.466689,0.416441,0.392648,0.207482,2,148,1148
4.08861,74.1651,3.4733,52.8478,1.07245,0.310644,0.311906,0.440887,0.417351,0.382225,0.207819,2,149,1149
4.08518,75.1046,3.52491,53.7243,1.11388,0.314949,0.318679,0.363446,0.429538,0.378013,0.205605,2,150,1150
4.07442,72.8827,3.37166,52.2887,1.09967,0.312325,0.330351,0.438349,0.424347,0.358755,0.200436,2,151,1151
4.0708,69.3647,3.99082,53.399,0.974649,0.286251,0.330933,0.408111,0.381579,0.366175,0.199765,2,152,1152
4.04151,75.0901,3.53866,49.0458,1.07754,0.31058,0.325165,0.297401,0.386527,0.434092,0.197963,2,153,1153
4.08768,75.3732,3.53611,49.9198,1.09173,0.310083,0.325203,0.278013,0.390715,0.422186,0.197499,2,154,1154
4.08971,75.4538,3.18004,50.8441,1.10942,0.306499,0.329867,0.273273,0.318466,0.372907,0.199861,2,155,1155
3.95468,74.6696,3.37188,48.4608,1.09574,0.314665,0.318814,0.113456,0.387084,0.261867,0.196914,2,156,1156
4.07608,71.4768,4.14069,51.4602,1.05241,0.284425,0.287342,0.145799,0.264209,0.342434,0.200437,2,157,1157
3.96876,72.7273,3.81151,45.9281,1.07554,0.28122,0.285837,0.0569806,0.267124,0.362394,0.193915,2,158,1158
3.96856,71.8988,4.09946,43.2237,1.07024,0.282226,0.301139,0.0838428,0.31671,0.271092,0.196723,2,159,1159
3.88949,73.6391,3.90746,46.4309,1.06887,0.286236,0.291396,0.129582,0.29698600000000003,0.30672,0.19687,2,160,1160
3.79962,70.247,3.73563,50.3905,1.08922,0.311287,0.345784,0.236557,0.334681,0.29299,0.19824,2,161,1161
3.9392,75.4146,3.52826,47.8807,1.10684,0.310685,0.287373,0.0974128,0.24367,0.323443,0.196385,2,162,1162
4.01771,73.5639,3.64009,47.8462,1.07729,0.344621,0.324448,0.0378556,0.284241,0.337588,0.205155,2,163,1163
3.98858,73.4431,3.72782,47.8663,1.08645,0.303668,0.324507,0.0168387,0.293504,0.362963,0.195639,2,164,1164
3.93377,71.9363,3.53717,53.8594,1.05811,0.324549,0.335048,0.0118928,0.333392,0.348586,0.196375,2,165,1165
3.91185,68.4114,3.97679,47.7322,1.05055,0.341458,0.350755,0.0979105,0.3354,0.365062,0.196765,2,166,1166
4.02209,74.0655,3.40144,47.566,1.08222,0.316695,0.295348,0.0665203,0.358128,0.383214,0.207909,2,167,1167
3.99456,71.8672,3.7716,47.4078,1.04517,0.308163,0.299215,0.0220429,0.307438,0.404137,0.189505,2,168,1168
4.23951,76.8667,3.62199,45.2216,1.14756,0.292316,0.319298,0.00297007,0.313995,0.348995,0.203809,2,169,1169
4.18822,76.2129,3.94151,46.983,1.04433,0.310302,0.301201,0.0517901,0.242925,0.361056,0.201703,2,170,1170
4.22097,77.3607,3.7117,51.1826,1.11407,0.285591,0.283911,0.00732707,0.3473,0.367903,0.200182,2,171,1171
4.10201,73.2887,3.50114,49.69,1.07051,0.284646,0.338181,0.0395517,0.2668,0.301404,0.199255,2,172,1172
4.18223,73.4946,3.88514,47.5417,1.11276,0.27105,0.33204,0.0803714,0.24586,0.336561,0.196972,2,173,1173
4.14478,73.8023,4.15803,48.6256,1.02276,0.288684,0.305895,0.0486212,0.259987,0.318788,0.203947,2,174,1174
4.17,74.5464,3.86346,50.2762,1.13857,0.271901,0.33242,0.0471077,0.270707,0.381765,0.202082,2,175,1175
4.00229,74.7919,3.54729,45.9509,1.10718,0.292742,0.303858,0.0344684,0.264396,0.318264,0.196856,2,176,1176
4.06088,73.5865,3.68304,50.7894,1.02449,0.307394,0.280564,0.00504125,0.301565,0.373539,0.20215,2,177,1177
4.09246,73.918,3.77085,46.8541,1.08696,0.294814,0.313398,0.0921798,0.296365,0.332041,0.199564,2,178,1178
4.05832,67.2302,3.94437,51.8883,1.02833,0.320396,0.277766,0.0445764,0.303396,0.386688,0.201841,2,179,1179
4.03291,70.4221,3.84527,51.0425,1.00335,0.279857,0.352946,0.304056,0.345282,0.29283,0.195875,2,180,1180
4.11823,75.1804,3.21577,46.6811,1.16798,0.336893,0.294819,0.268747,0.330447,0.29191,0.206745,2,181,1181
4.36015,71.9713,3.6796,48.8571,1.08323,0.338227,0.288084,0.321368,0.283148,0.322886,0.201697,2,182,1182
4.26115,68.4401,3.50575,50.4483,1.05749,0.339022,0.376666,0.408177,0.290792,0.334011,0.195641,2,183,1183
4.29432,78.2383,3.8971,49.2848,1.07986,0.334921,0.307286,0.286639,0.276854,0.345559,0.200786,2,184,1184
4.32526,74.1988,3.49895,44.9496,1.12628,0.346709,0.365686,0.270272,0.300502,0.32077,0.199064,2,185,1185
4.23275,75.2716,3.63825,47.7465,1.04345,0.325706,0.294363,0.215691,0.300109,0.404427,0.197961,2,186,1186
4.26533,64.7883,4.10428,51.2305,1.06096,0.302355,0.347853,0.246201,0.221388,0.332341,0.200351,2,187,1187
4.20228,64.24,4.03547,50.0867,1.04624,0.304495,0.354165,0.214667,0.255905,0.347186,0.196789,2,188,1188
4.22301,65.3469,3.957,49.102,1.09868,0.305236,0.327547,0.259473,0.285797,0.352214,0.203498,2,189,1189
4.19588,65.5303,4.11235,49.7207,0.997276,0.311157,0.347341,0.216114,0.301227,0.302707,0.192577,2,190,1190
4.15369,78.3468,3.67674,48.6639,1.11634,0.307889,0.305058,0.213648,0.29687,0.336689,0.201146,2,191,1191
4.13609,70.851,3.91717,49.7718,1.06742,0.292269,0.339741,0.0836756,0.256589,0.373897,0.191818,2,192,1192
4.27394,72.1939,3.76513,46.0604,0.948052,0.277696,0.348081,0.0702555,0.240446,0.345972,0.204253,2,193,1193
4.07788,66.5084,4.0307,51.5261,1.02068,0.28719,0.326613,0.126963,0.255568,0.338467,0.199095,2,194,1194
3.93858,77.4041,3.90597,51.6675,1.05494,0.279764,0.336024,0.16835,0.217485,0.323112,0.199986,2,195,1195
4.09043,79.3657,3.54369,43.8539,1.19637,0.289598,0.330782,0.09773,0.286766,0.346725,0.201107,2,196,1196
4.09601,73.4656,4.28193,52.2861,1.02228,0.274005,0.286159,0.138378,0.220491,0.340468,0.198106,2,197,1197
4.05699,76.2074,3.70734,43.0324,1.02365,0.27957,0.326673,0.0318414,0.215706,0.314272,0.200688,2,198,1198
4.05239,70.5863,4.22196,50.7252,1.07907,0.29875,0.321089,0.038696,0.284016,0.275287,0.197156,2,199,1199
4.14289,71.0536,4.00256,47.9037,1.06831,0.28679,0.309389,0.0828347,0.253291,0.301579,0.194488,2,200,1200
