TVCL,TVVC,TVQ,TVVP,TVKA,omega[1],omega[2],omega[3],omega[4],omega[5],sigma_p,.chain,.iteration,.draw
3.9075,78.6128,3.3045,45.2941,1.16491,0.295412,0.278873,0.395537,0.299054,0.382709,0.195823,2,48,1048
3.8462,71.041,3.05421,44.7323,1.06167,0.308689,0.325987,0.402546,0.32544,0.37489,0.201767,2,49,1049
3.93243,74.2109,4.00111,45.313,1.10245,0.311933,0.298224,0.364704,0.314666,0.378269,0.196455,2,50,1050
3.88829,71.8751,3.89656,46.8518,1.03141,0.332503,0.301383,0.343984,0.324446,0.382316,0.201531,2,51,1051
3.86417,75.4589,3.6521,43.2255,1.03555,0.322367,0.344875,0.190795,0.280735,0.315474,0.196931,2,52,1052
3.89481,76.3614,3.12656,44.5575,1.05622,0.338516,0.31541,0.0683195,0.305736,0.349369,0.20124,2,53,1053
3.97167,71.0684,3.58618,47.5001,1.05363,0.313964,0.327473,0.109929,0.291185,0.413763,0.197673,2,54,1054
3.99171,70.2153,3.47044,46.9094,1.0643,0.329294,0.325695,0.182412,0.268903,0.420234,0.197227,2,55,1055
3.978,76.663,2.7397,44.371,1.19279,0.309602,0.312499,0.238149,0.346343,0.419165,0.200384,2,56,1056
4.01815,71.1037,3.1536,46.5776,1.08867,0.321083,0.3349,0.394701,0.341348,0.346968,0.19893,2,57,1057
4.01543,70.5794,3.49883,44.551,1.05815,0.314917,0.334042,0.411906,0.267512,0.295478,0.201221,2,58,1058
4.00257,75.0778,2.97357,43.2942,1.12954,0.28514,0.360814,0.229983,0.298297,0.417081,0.204649,2,59,1059
3.99124,77.3144,4.05289,49.0722,1.0127,0.305224,0.335443,0.274658,0.313123,0.389123,0.195216,2,60,1060
4.01343,77.4643,3.1629,43.775,1.20445,0.312108,0.309249,0.392615,0.324551,0.38792,0.204011,2,61,1061
3.99613,75.8214,3.21761,43.5072,1.11427,0.306559,0.292575,0.194897,0.324556,0.377167,0.196624,2,62,1062
4.02815,71.9274,3.54404,44.5326,1.10322,0.305051,0.305206,0.270773,0.292536,0.321535,0.202812,2,63,1063
4.03568,72.9515,3.30823,43.2742,1.0695,0.306262,0.278737,0.129457,0.260924,0.328479,0.202776,2,64,1064
4.07645,74.5064,3.52672,44.5309,1.11547,0.296474,0.287414,0.159677,0.25407,0.366094,0.195638,2,65,1065
4.01508,77.4064,3.04823,44.5004,1.05144,0.306026,0.346314,0.302064,0.372726,0.313607,0.20001,2,66,1066
4.04881,77.2753,2.73655,42.9038,1.14227,0.310891,0.310491,0.321899,0.373322,0.327363,0.198903,2,67,1067
4.04622,73.6582,3.30914,44.8743,1.05727,0.305272,0.313884,0.402684,0.449135,0.284568,0.200344,2,68,1068
3.94306,75.9774,2.75024,45.1146,1.08433,0.317793,0.303673,0.279818,0.261081,0.414115,0.199459,2,69,1069
3.96385,72.1163,3.15181,43.5007,1.13174,0.327572,0.309634,0.365371,0.355849,0.413425,0.198387,2,70,1070
4.02469,71.9037,3.31352,46.1207,1.06889,0.313234,0.296305,0.234591,0.319087,0.382658,0.199296,2,71,1071
3.99075,75.6309,3.35329,44.9999,1.12474,0.306797,0.31687,0.438348,0.331444,0.33996,0.198163,2,72,1072
3.99345,77.0777,3.23841,41.8616,1.09491,0.329326,0.3306,0.365934,0.392352,0.253132,0.201048,2,73,1073
4.03002,81.4542,2.28114,43.8522,1.14449,0.345976,0.338127,0.44784,0.378184,0.383546,0.198193,2,74,1074
4.02083,84.5234,3.29393,43.1974,1.09829,0.364485,0.351987,0.297547,0.344933,0.299405,0.201118,2,75,1075
4.02022,78.1994,2.70973,49.2806,1.13497,0.348416,0.366154,0.447192,0.310547,0.418904,0.198924,2,76,1076
4.0543,77.5927,2.83067,48.0312,1.18545,0.357683,0.351793,0.483256,0.304809,0.42308,0.197177,2,77,1077
4.07907,72.6244,3.41087,45.1609,1.04189,0.32001,0.325575,0.233681,0.26224,0.389567,0.199503,2,78,1078
4.02013,79.742,2.89982,44.3383,1.16434,0.320683,0.354481,0.0377309,0.32727,0.321074,0.198617,2,79,1079
4.05662,79.4827,3.1608,46.8757,1.12187,0.318746,0.367302,0.00541277,0.293911,0.357958,0.20185,2,80,1080
3.99574,76.0926,3.42437,46.1927,0.985816,0.316451,0.308272,0.00178903,0.320528,0.384847,0.197839,2,81,1081
4.05766,71.1296,3.60333,45.8008,1.12246,0.31096,0.368915,0.00588475,0.305006,0.352917,0.201861,2,82,1082
3.99286,71.959,3.66494,45.5025,1.03862,0.324613,0.356273,0.0237776,0.338275,0.3212,0.197351,2,83,1083
4.01893,70.2549,3.80226,46.5544,1.12065,0.31874,0.346692,0.0105062,0.335769,0.313341,0.198496,2,84,1084
4.13235,76.844,2.75064,41.8258,1.18345,0.320097,0.294777,0.0175467,0.322202,0.367987,0.200413,2,85,1085
4.11191,75.4666,2.95932,42.977,1.16194,0.31504,0.326214,0.00893315,0.309384,0.330755,0.201974,2,86,1086
4.1707,83.2461,3.06336,44.2546,1.11788,0.324681,0.295448,0.0167967,0.350105,0.349879,0.202679,2,87,1087
4.12175,77.783,2.94662,42.63,1.10185,0.313916,0.27682,0.0534921,0.326659,0.367663,0.196834,2,88,1088
4.07529,75.7182,3.37081,43.4894,1.14871,0.342074,0.311292,0.0967258,0.3182,0.391618,0.20217,2,89,1089
4.07292,74.8331,3.1453,43.4955,1.0979,0.323602,0.308994,0.143648,0.282149,0.348065,0.197854,2,90,1090
4.16898,75.2349,2.92492,44.1734,1.12244,0.3135,0.300316,0.143216,0.293624,0.327785,0.200951,2,91,1091
4.14417,72.4778,3.50393,43.7226,1.11806,0.318595,0.300077,0.18256,0.23798,0.342387,0.195551,2,92,1092
4.14645,77.3196,3.92068,49.0364,1.0408,0.330924,0.325552,0.302997,0.296041,0.385099,0.203485,2,93,1093
4.15433,70.1368,4.16918,48.6203,1.04545,0.310046,0.347576,0.30508,0.253958,0.360169,0.19581200000000001,2,94,1094
4.13991,72.7994,3.84567,44.2656,1.12357,0.310571,0.328531,0.331707,0.324723,0.469566,0.199495,2,95,1095
4.18982,75.3501,2.9425,44.2444,1.09624,0.289568,0.334915,0.213136,0.297268,0.324379,0.197457,2,96,1096
4.1928,74.2407,2.95565,44.8857,1.16456,0.281249,0.384433,0.385998,0.31384,0.376316,0.202918,2,97,1097
4.22066,75.7628,3.35906,47.5332,1.12891,0.278168,0.341857,0.355277,0.326398,0.395137,0.194301,2,98,1098
4.22125,75.7964,3.49326,46.6897,1.03009,0.276283,0.315323,0.349693,0.253232,0.374981,0.201138,2,99,1099
4.16603,76.723,3.02333,43.8918,1.18926,0.271274,0.33724,0.322216,0.286972,0.429316,0.198712,2,100,1100
4.26196,74.7742,3.20483,43.8069,1.17464,0.286437,0.304209,0.222246,0.270039,0.392306,0.198483,2,101,1101
4.30105,75.4262,3.15971,43.9931,1.17147,0.288837,0.284306,0.17857,0.274903,0.395557,0.199453,2,102,1102
4.29389,72.497,3.9914,45.2495,1.044,0.302337,0.303003,0.260694,0.203902,0.406225,0.200189,2,103,1103
4.32108,73.2957,4.02336,47.7111,1.01862,0.302162,0.333863,0.331599,0.20927,0.394912,0.19864,2,104,1104
4.19738,74.8985,3.22567,46.8204,1.13531,0.300833,0.319025,0.291991,0.238843,0.367003,0.200218,2,105,1105
4.24325,74.5909,3.48681,48.7339,1.11403,0.293495,0.324216,0.468966,0.252377,0.37561,0.201912,2,106,1106
4.16096,73.0998,3.161,47.2987,1.06117,0.302991,0.315212,0.572444,0.242042,0.349793,0.199675,2,107,1107
4.17575,69.5988,3.48928,48.0037,1.07626,0.286864,0.329783,0.499173,0.288478,0.417714,0.199682,2,108,1108
4.14307,74.3814,3.23921,48.2871,1.12639,0.2854,0.362759,0.3545,0.279528,0.352668,0.197335,2,109,1109
4.13185,75.9774,3.06933,46.8585,1.14325,0.280817,0.367037,0.359889,0.302236,0.335558,0.198112,2,110,1110
4.11018,75.9841,3.07625,46.3364,1.15669,0.284972,0.361782,0.316965,0.291733,0.273337,0.201407,2,111,1111
4.14933,77.8143,3.21325,42.9636,1.096,0.314483,0.30466,0.218356,0.241262,0.293608,0.196387,2,112,1112
4.2503,73.7773,3.65201,47.5973,1.12235,0.313836,0.358512,0.361205,0.300064,0.265594,0.200301,2,113,1113
4.27188,76.2022,3.06589,42.9731,1.13728,0.312216,0.348184,0.179592,0.329729,0.294088,0.198374,2,114,1114
4.31542,72.9625,4.15931,46.8101,0.977948,0.308481,0.340011,0.22581,0.327351,0.325152,0.199254,2,115,1115
4.27367,72.831,2.75807,43.5345,1.16186,0.336001,0.321069,0.275648,0.385538,0.346489,0.200475,2,116,1116
4.31272,72.718,2.99683,43.6683,1.2012100000000001,0.333341,0.323837,0.216716,0.372401,0.329516,0.198401,2,117,1117
4.44731,76.9962,3.14754,44.876,1.11468,0.345243,0.326824,0.277739,0.296918,0.322179,0.197603,2,118,1118
4.49501,78.7416,3.04311,43.3256,1.15031,0.349338,0.285058,0.201575,0.356253,0.286667,0.196859,2,119,1119
4.4436,77.8319,3.72645,45.7018,1.09051,0.341108,0.343708,0.354185,0.26942,0.282456,0.201757,2,120,1120
4.37843,79.0657,2.92028,44.8246,1.14577,0.340492,0.288327,0.112723,0.284459,0.316766,0.198764,2,121,1121
4.37499,76.4976,3.6431,44.5439,1.12009,0.332306,0.308493,0.144987,0.295673,0.330114,0.197413,2,122,1122
4.28064,81.0116,3.06579,43.7008,1.1603,0.324532,0.314195,0.139132,0.285865,0.327105,0.197618,2,123,1123
4.38595,71.5221,3.38747,46.4043,1.09155,0.298522,0.354538,0.404011,0.266438,0.324556,0.202465,2,124,1124
4.37479,70.2962,4.28637,48.7982,1.11686,0.310012,0.329701,0.197136,0.254337,0.284532,0.201892,2,125,1125
4.30071,76.4841,2.84646,41.7902,1.12391,0.304802,0.330628,0.243289,0.310382,0.382718,0.196167,2,126,1126
4.36031,78.9784,3.06263,43.7318,1.12256,0.316409,0.341575,0.352357,0.354439,0.28192,0.201041,2,127,1127
4.32679,74.6179,3.17771,46.9905,1.08511,0.303132,0.362413,0.238072,0.262799,0.35488,0.199145,2,128,1128
4.23358,74.8671,3.48553,43.8246,1.13944,0.298116,0.341113,0.165413,0.288585,0.307726,0.202083,2,129,1129
4.2887,73.7704,3.64896,44.9748,1.05657,0.301322,0.3409,0.0804566,0.312267,0.325872,0.197118,2,130,1130
4.23333,75.7988,3.36965,45.9339,1.10198,0.286237,0.326593,0.262235,0.255122,0.311843,0.198963,2,131,1131
4.20229,76.4803,3.53085,43.6988,1.09738,0.298073,0.319328,0.0767768,0.268526,0.284971,0.202569,2,132,1132
4.21437,78.123,3.2675,44.5079,1.11951,0.312331,0.320448,0.185809,0.286175,0.302559,0.198155,2,133,1133
4.17288,80.9096,2.60577,41.4963,1.18821,0.302804,0.250322,0.0631423,0.346738,0.342176,0.20037,2,134,1134
4.21289,76.6459,3.61923,47.5938,1.07147,0.286905,0.307764,0.0322681,0.332029,0.387041,0.198969,2,135,1135
4.21939,73.9326,2.96402,41.3305,1.17888,0.288826,0.300526,0.0931864,0.368982,0.348213,0.200557,2,136,1136
4.17429,73.1868,2.9156,42.1376,1.14789,0.289648,0.350087,0.147963,0.385983,0.331457,0.197236,2,137,1137
4.19942,71.9291,3.32382,44.1435,1.07661,0.291099,0.280881,0.0834443,0.303348,0.348377,0.200288,2,138,1138
4.18474,72.7258,3.49624,44.0765,1.08734,0.301646,0.278935,0.125401,0.33827,0.31557,0.199387,2,139,1139
4.20049,72.0793,3.68977,45.3772,1.04238,0.29912300000000003,0.310608,0.130386,0.302418,0.353522,0.200665,2,140,1140
4.13426,71.5273,3.58135,45.1829,1.10825,0.309203,0.316916,0.106387,0.262736,0.344952,0.199616,2,141,1141
4.16061,74.0329,2.898,42.0747,1.18538,0.290492,0.3233,0.256881,0.289999,0.333129,0.199626,2,142,1142
4.12945,71.1025,3.31517,44.071,1.01172,0.299767,0.385389,0.38093,0.332795,0.313358,0.20001,2,143,1143
4.14028,72.8319,3.38732,47.0851,1.09225,0.295829,0.301166,0.267194,0.320427,0.330389,0.198931,2,144,1144
4.1564,70.9236,3.76963,44.1221,1.04371,0.29118,0.342962,0.364953,0.301579,0.355817,0.1999,2,145,1145
4.19614,71.5484,3.74305,44.1333,1.07189,0.300992,0.309558,0.274647,0.314918,0.33793,0.200671,2,146,1146
4.13535,70.6382,3.5059,45.8067,1.07086,0.306117,0.322565,0.232365,0.34221,0.328045,0.200736,2,147,1147
4.20146,75.1353,3.46684,44.9063,1.09601,0.301258,0.351612,0.397631,0.347391,0.30936,0.199744,2,148,1148
4.16909,75.7243,3.41957,43.1268,1.1168,0.292142,0.342198,0.363445,0.354371,0.346475,0.198922,2,149,1149
4.19659,75.3286,3.59282,45.7704,1.07424,0.302222,0.327198,0.337674,0.31655,0.309398,0.199394,2,150,1150
4.16434,76.1313,2.83353,45.2944,1.09859,0.304922,0.298571,0.302637,0.296349,0.378587,0.197128,2,151,1151
4.1988,77.4464,2.89114,45.2428,1.23565,0.31835,0.314168,0.385288,0.359602,0.35734900000000003,0.200434,2,152,1152
4.29042,76.7357,3.71391,45.844,1.06052,0.303991,0.342076,0.193657,0.25397,0.347689,0.198893,2,153,1153
4.26817,74.2324,3.23904,44.6733,1.06644,0.314255,0.360698,0.348399,0.342649,0.352785,0.198428,2,154,1154
4.15803,75.7261,2.99428,44.8842,1.13123,0.308964,0.363831,0.258991,0.360006,0.390783,0.198517,2,155,1155
4.07534,75.6314,3.03421,42.6663,1.15541,0.318467,0.355106,0.296113,0.315719,0.362695,0.199446,2,156,1156
4.13612,74.7227,3.2237,44.3103,1.09908,0.299069,0.298851,0.299112,0.320201,0.30966,0.201352,2,157,1157
4.0983,74.4498,3.34754,46.0359,1.13003,0.308649,0.336527,0.18904,0.322508,0.310667,0.195309,2,158,1158
4.05433,74.3763,3.16993,43.749,1.09248,0.315861,0.372543,0.413891,0.307892,0.390068,0.202927,2,159,1159
4.03376,74.4991,3.35528,45.0389,1.11795,0.312602,0.307475,0.246385,0.299018,0.377173,0.199835,2,160,1160
3.96113,76.9496,3.00137,44.6841,1.10236,0.312921,0.354457,0.237781,0.361797,0.365312,0.19893,2,161,1161
3.96167,72.8322,3.07955,42.8761,1.08603,0.320855,0.378872,0.304274,0.347475,0.354659,0.196652,2,162,1162
4.08025,75.496,3.66935,44.4596,1.04348,0.305257,0.363043,0.182998,0.31263,0.452176,0.199802,2,163,1163
4.1072,74.3287,3.42807,46.4209,1.19874,0.310944,0.339124,0.0853922,0.333637,0.355573,0.198707,2,164,1164
4.00906,73.7884,3.0034,42.6659,1.02657,0.278666,0.307124,0.33174,0.28847,0.351571,0.199471,2,165,1165
4.01125,76.5757,2.7241,40.6813,1.08386,0.268686,0.313006,0.445159,0.391739,0.366519,0.200028,2,166,1166
3.99412,75.3643,2.571,42.8128,1.21159,0.265546,0.322986,0.204975,0.336372,0.333975,0.199547,2,167,1167
3.98994,73.6035,3.23376,38.8224,1.15126,0.279302,0.339573,0.12729,0.373153,0.400957,0.198236,2,168,1168
4.00121,75.8398,3.17968,45.0779,1.08616,0.292414,0.284241,0.234733,0.266651,0.321184,0.199371,2,169,1169
4.00297,74.4992,3.30731,41.7546,1.10058,0.284129,0.364864,0.229498,0.250511,0.320335,0.201158,2,170,1170
4.10749,70.6499,3.71059,46.7524,1.09732,0.312595,0.336133,0.232558,0.306523,0.360153,0.197506,2,171,1171
4.04876,74.2436,3.10913,47.2494,1.07991,0.315374,0.372582,0.310694,0.352974,0.291391,0.199282,2,172,1172
4.08431,69.4179,3.92204,46.6977,1.08363,0.284496,0.329938,0.326164,0.293409,0.327533,0.200522,2,173,1173
4.18561,72.9895,3.22009,46.4488,1.07539,0.292164,0.366618,0.396299,0.346482,0.280003,0.200081,2,174,1174
4.20326,73.8947,3.0427399999999998,44.4576,1.15736,0.295051,0.34976,0.237128,0.319897,0.287458,0.198934,2,175,1175
4.25236,80.0639,3.16564,43.8878,1.05452,0.336059,0.305333,0.143074,0.340789,0.300707,0.202932,2,176,1176
4.26026,74.8552,3.00229,45.5279,1.00991,0.347796,0.338748,0.353635,0.246956,0.331761,0.19769,2,177,1177
4.2004,72.9807,3.18726,46.593,1.10622,0.348201,0.309656,0.448569,0.313992,0.289043,0.201279,2,178,1178
4.19938,72.946,3.03678,46.5401,1.18613,0.358652,0.30298,0.21505,0.266558,0.353474,0.198458,2,179,1179
4.15697,74.4753,3.28545,40.5646,1.08155,0.353785,0.396619,0.254358,0.315714,0.370365,0.200783,2,180,1180
4.09582,74.6624,2.78196,44.7476,1.0608900000000001,0.339471,0.33997,0.312637,0.294052,0.404892,0.196553,2,181,1181
4.17023,72.567,3.71802,46.8318,1.1479,0.349588,0.369404,0.247361,0.275255,0.366197,0.204369,2,182,1182
4.16665,72.9775,3.28619,45.1756,1.07828,0.33213,0.292079,0.156301,0.336443,0.344776,0.193685,2,183,1183
4.06556,75.7928,3.27322,44.2206,1.16784,0.362676,0.347351,0.174455,0.351533,0.284094,0.198933,2,184,1184
4.04626,74.559,3.21988,43.2347,1.17493,0.35448,0.341225,0.239079,0.360756,0.30994,0.199386,2,185,1185
4.05345,79.9385,2.77401,42.3027,1.11162,0.33755,0.335484,0.229759,0.29989,0.315435,0.198672,2,186,1186
4.04917,83.2065,2.47056,41.44,1.19288,0.352741,0.351022,0.311565,0.34762,0.281627,0.20196,2,187,1187
4.01669,82.2351,2.55031,41.0992,1.11772,0.354482,0.332947,0.259232,0.285689,0.329423,0.19839,2,188,1188
4.06417,75.0593,3.57326,47.2793,1.05229,0.324403,0.301898,0.199331,0.338022,0.33116,0.199563,2,189,1189
4.15758,76.5948,3.47196,44.0722,1.11346,0.342439,0.321669,0.240115,0.334333,0.350496,0.198187,2,190,1190
4.14483,77.5378,3.1982,47.691,1.11191,0.327658,0.287762,0.185658,0.303634,0.377204,0.200713,2,191,1191
4.13986,75.8596,3.05253,45.0855,1.12772,0.338168,0.334464,0.181002,0.300909,0.331541,0.197104,2,192,1192
4.2181,77.4607,3.41671,44.1323,1.18203,0.331318,0.336008,0.157916,0.364398,0.281507,0.198676,2,193,1193
4.1699,78.306,3.40917,44.5669,1.0705,0.316727,0.31964,0.137082,0.33896,0.272138,0.202886,2,194,1194
4.08994,75.718,3.22087,43.7136,1.1607,0.303503,0.293026,0.181646,0.301088,0.291035,0.196535,2,195,1195
4.00181,78.4766,3.50239,43.7854,1.07202,0.319346,0.321614,0.0947858,0.276565,0.279571,0.204433,2,196,1196
4.02196,76.8036,2.85961,45.4447,1.15224,0.312672,0.296835,0.23028,0.28964,0.292432,0.196621,2,197,1197
4.04245,75.4214,3.09895,45.9796,1.17405,0.318034,0.303118,0.234792,0.276821,0.301602,0.196583,2,198,1198
4.08493,75.0654,3.70683,46.4151,1.08329,0.302997,0.366058,0.285831,0.272294,0.3403,0.201937,2,199,1199
4.18415,76.7812,3.50865,43.8298,1.09262,0.297192,0.262642,0.146151,0.240904,0.336439,0.197472,2,200,1200
4.21232,76.3008,3.29994,44.7016,1.0127,0.311876,0.319067,0.237872,0.2447,0.314041,0.203199,2,201,1201
4.2316,71.2456,3.82582,44.0151,1.05572,0.318107,0.314217,0.197952,0.260055,0.350362,0.196552,2,202,1202
4.22785,72.5098,3.45096,46.2552,1.08346,0.311424,0.355532,0.145628,0.260363,0.361585,0.20297,2,203,1203
4.24623,71.6349,3.44768,46.2588,1.03551,0.305134,0.333507,0.15348,0.29553,0.366864,0.19943,2,204,1204
4.27111,71.0618,3.51611,46.5493,1.08703,0.304806,0.353031,0.116142,0.255551,0.343252,0.198117,2,205,1205
4.26662,71.786,3.74607,47.2418,1.0186,0.310842,0.302689,0.305774,0.370513,0.329393,0.200418,2,206,1206
4.28815,71.4432,3.63122,43.2135,1.02443,0.309172,0.325985,0.240856,0.226513,0.390802,0.20176,2,207,1207
4.2494,73.4793,3.11851,43.5903,1.05673,0.316757,0.291491,0.0660611,0.363045,0.434641,0.198781,2,208,1208
4.24828,71.7475,3.14318,43.109,1.11154,0.302627,0.283572,0.0316607,0.284422,0.409906,0.198568,2,209,1209
4.28872,67.0684,4.13432,50.6462,1.14271,0.297413,0.346854,0.0644907,0.286404,0.422589,0.200984,2,210,1210
4.2472,71.7623,3.55813,43.0438,1.03578,0.302439,0.322478,0.0157019,0.352668,0.402945,0.199917,2,211,1211
4.30555,73.7609,3.48397,45.7084,1.14458,0.290777,0.289721,0.00929032,0.290814,0.393556,0.198505,2,212,1212
4.3134,74.0989,3.20895,44.7163,1.11297,0.291282,0.311986,0.0749045,0.344481,0.382837,0.197726,2,213,1213
4.3075,77.4812,3.34123,43.7108,1.1377,0.282324,0.334925,0.0353014,0.32969,0.388518,0.201532,2,214,1214
4.23599,74.8084,3.36804,45.7865,1.16394,0.289664,0.309074,0.0117705,0.323986,0.348488,0.195745,2,215,1215
4.12927,76.9711,3.24439,44.1317,1.05933,0.290096,0.342965,0.0387935,0.338106,0.368177,0.200423,2,216,1216
4.11372,77.3617,3.66328,49.0858,1.17388,0.274601,0.271494,0.216951,0.296119,0.316722,0.199398,2,217,1217
3.98549,73.4841,3.34254,44.3231,1.06348,0.287906,0.3163,0.228829,0.249659,0.359337,0.201309,2,218,1218
3.99647,77.0588,3.95918,44.7236,1.05412,0.281107,0.322046,0.282133,0.259617,0.268961,0.197756,2,219,1219
4.01944,78.8562,2.92687,43.5661,1.13839,0.298214,0.327137,0.226288,0.300779,0.315829,0.198968,2,220,1220
3.98292,75.5408,3.66882,44.4686,1.03798,0.306561,0.323516,0.250839,0.279421,0.317258,0.200656,2,221,1221
3.95758,70.2842,3.76373,47.6362,1.0434,0.305712,0.337324,0.187642,0.238135,0.337406,0.2015,2,222,1222
3.9972,77.8905,2.90411,43.4547,1.09493,0.319406,0.310031,0.149352,0.25048,0.247496,0.199905,2,223,1223
4.04845,75.7642,3.32987,44.2546,1.15865,0.315856,0.31802,0.293268,0.268606,0.245876,0.207074,2,224,1224
4.04671,75.903,3.6287,48.6829,1.11727,0.331358,0.285844,0.251102,0.261411,0.335835,0.193525,2,225,1225
4.15718,79.0771,3.50137,45.25,1.19388,0.328372,0.291136,0.128724,0.304685,0.317145,0.206002,2,226,1226
4.20702,71.8753,3.48107,44.0106,1.08625,0.317927,0.271146,0.144531,0.277505,0.289185,0.194097,2,227,1227
4.16573,70.06,3.26955,45.2366,1.07933,0.319771,0.33422,0.337987,0.326476,0.314946,0.202308,2,228,1228
4.15201,70.6498,3.27493,46.5249,1.07555,0.329499,0.31227,0.272661,0.271645,0.317392,0.198475,2,229,1229
4.20108,72.951,3.62535,44.5675,1.06283,0.320082,0.333903,0.187913,0.265385,0.30748,0.199623,2,230,1230
4.17529,72.7636,3.61303,47.488,1.07239,0.328603,0.360165,0.199286,0.225293,0.286445,0.199866,2,231,1231
4.08318,76.2961,3.19883,45.8096,1.13162,0.336102,0.268907,0.202258,0.237647,0.302571,0.200361,2,232,1232
4.07257,79.1467,2.80565,41.0478,1.07777,0.33127,0.305226,0.157869,0.251175,0.28149,0.200802,2,233,1233
4.1603,74.5646,3.93581,47.3794,1.07053,0.332917,0.305669,0.221099,0.265907,0.242328,0.201086,2,234,1234
4.17617,75.6441,3.72621,49.1925,1.07652,0.331417,0.296874,0.160401,0.258998,0.278912,0.200674,2,235,1235
4.16292,81.7837,2.94018,39.7519,1.24607,0.311576,0.361586,0.0536943,0.333047,0.256647,0.199987,2,236,1236
4.15666,81.4357,3.10124,41.6074,1.15981,0.30029,0.342247,0.0375969,0.323265,0.33963,0.197393,2,237,1237
4.21393,85.5281,3.2795,43.9623,0.998617,0.295311,0.356384,0.244854,0.336779,0.333833,0.200667,2,238,1238
4.09135,78.7991,3.08611,40.0259,1.08817,0.30831,0.359595,0.202978,0.325408,0.312334,0.198076,2,239,1239
4.08493,76.806,3.44063,47.8825,1.09261,0.30001,0.341842,0.155942,0.312297,0.394597,0.200405,2,240,1240
4.08535,76.0328,4.00981,43.7275,1.06693,0.308017,0.306887,0.143361,0.302453,0.366479,0.196672,2,241,1241
3.99035,76.5606,3.45302,45.724,1.04743,0.310532,0.349819,0.0832723,0.285114,0.423624,0.19967,2,242,1242
3.98595,76.7222,3.3931,46.4743,1.11624,0.330697,0.342757,0.0742948,0.314041,0.399063,0.197518,2,243,1243
3.98627,77.2022,2.77783,41.4421,1.17443,0.328796,0.327198,0.143055,0.326392,0.370534,0.202933,2,244,1244
4.0016,70.5076,3.30821,41.9896,1.09143,0.306887,0.305642,0.0964858,0.319742,0.366513,0.195663,2,245,1245
3.99259,72.0483,3.51042,42.8797,1.09535,0.296985,0.295113,0.115259,0.352234,0.405661,0.201782,2,246,1246
4.0387,74.6049,3.43692,43.8796,1.08505,0.286648,0.383623,0.0683923,0.304153,0.375621,0.194263,2,247,1247
4.01352,73.637200000000007,3.81673,44.234,1.10356,0.292461,0.383668,0.202869,0.263671,0.319427,0.20153,2,248,1248
3.98077,76.2955,3.30345,44.5148,1.0726,0.283208,0.349298,0.180327,0.324228,0.30347,0.196113,2,249,1249
3.98474,79.4224,3.65461,48.2026,1.06879,0.312188,0.319493,0.224408,0.3392,0.332304,0.203902,2,250,1250
4.09897,80.0031,3.18365,39.5034,1.16134,0.285261,0.320843,0.220345,0.332772,0.320898,0.195417,2,251,1251
3.95635,70.325,3.18395,49.5235,1.03903,0.325046,0.332927,0.332278,0.369712,0.44513200000000003,0.199158,2,252,1252
3.92744,71.4357,3.16642,46.9598,1.0919,0.320573,0.352289,0.242974,0.386242,0.265994,0.199138,2,253,1253
3.90758,69.5839,3.66719,46.5154,1.04288,0.315935,0.31775,0.118043,0.345944,0.307956,0.198567,2,254,1254
3.98734,75.3747,3.09594,43.7829,1.15851,0.30795,0.314191,0.0604822,0.371838,0.325125,0.197031,2,255,1255
4.03018,67.8303,3.64856,48.6984,1.08858,0.310438,0.367307,0.190264,0.234463,0.349548,0.200425,2,256,1256
3.83766,74.5396,2.69162,40.4807,1.16339,0.328009,0.311767,0.0265657,0.43274,0.325178,0.199595,2,257,1257
3.89761,72.7298,3.27025,44.9022,1.07456,0.326752,0.303749,0.0199103,0.287836,0.378621,0.199394,2,258,1258
3.93238,78.364,3.12296,46.5109,1.15695,0.299427,0.283459,0.0743245,0.360381,0.341432,0.202281,2,259,1259
3.97092,77.8596,3.10724,43.845,1.14115,0.303515,0.296136,0.0169598,0.276413,0.33008,0.197703,2,260,1260
3.99535,75.1555,3.85699,45.6878,1.1284,0.301026,0.290015,0.00855078,0.291481,0.337157,0.197499,2,261,1261
3.91256,73.7542,3.52878,46.1029,1.04652,0.301956,0.308014,0.0108398,0.280748,0.343438,0.198997,2,262,1262
3.87029,73.739,2.98961,41.9718,1.18411,0.316709,0.28364,0.164041,0.345332,0.350147,0.20119,2,263,1263
3.85655,74.2199,2.82748,40.005,1.03468,0.312578,0.318047,0.0810873,0.372192,0.37827,0.197656,2,264,1264
3.85317,78.3994,2.95183,40.0083,1.19283,0.295695,0.283436,0.113544,0.369464,0.354026,0.20067,2,265,1265
3.86905,75.1911,3.02388,41.0832,1.0611,0.298396,0.258681,0.0969986,0.416952,0.345737,0.197922,2,266,1266
3.94314,76.2294,3.48772,44.0206,1.09778,0.28837,0.266161,0.0780103,0.347862,0.317472,0.202317,2,267,1267
3.9357,76.8954,3.10216,46.129,1.15915,0.290668,0.250155,0.0328002,0.282504,0.35823,0.196233,2,268,1268
4.03971,75.2164,3.31259,41.7007,1.0094,0.308825,0.303528,0.127519,0.326847,0.361733,0.202913,2,269,1269
4.10161,76.6313,2.85941,43.7755,1.20101,0.301895,0.291262,0.224597,0.344398,0.331811,0.197277,2,270,1270
4.07656,74.3614,2.59526,45.2548,1.18687,0.294366,0.366015,0.450123,0.372379,0.397861,0.203522,2,271,1271
