TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
3.84988,72.8324,1.00641,0.308448,0.351714,0.33865,0.199628,2,5,1005
3.87678,73.8111,1.03017,0.30952,0.377428,0.382236,0.201755,2,6,1006
3.8439,73.5647,1.00848,0.301874,0.368933,0.403419,0.199966,2,7,1007
3.87822,73.82,0.987428,0.273761,0.367887,0.394881,0.196392,2,8,1008
3.87868,72.1481,0.937365,0.257999,0.335475,0.356035,0.19952,2,9,1009
3.96318,72.7887,0.986548,0.260967,0.342223,0.389518,0.198234,2,10,1010
3.92879,70.8054,0.961447,0.265533,0.328634,0.421906,0.198714,2,11,1011
3.92664,70.5551,0.954493,0.26303,0.338091,0.4143,0.19874,2,12,1012
3.91509,69.642,0.962453,0.26131,0.342196,0.426507,0.201874,2,13,1013
3.91349,70.5957,1.02147,0.265755,0.334348,0.448043,0.197595,2,14,1014
3.90557,70.3729,1.0082,0.266653,0.340727,0.45319,0.197209,2,15,1015
3.89644,70.9849,0.972377,0.270146,0.338741,0.371775,0.198619,2,16,1016
3.90086,70.8162,0.951925,0.28304,0.339106,0.372678,0.199597,2,17,1017
3.93266,72.1524,1.00479,0.282656,0.351386,0.397496,0.201904,2,18,1018
3.90644,72.1467,0.999903,0.299758,0.361508,0.422692,0.198639,2,19,1019
3.91138,72.8607,0.991873,0.295781,0.332079,0.392674,0.197849,2,20,1020
3.92177,72.7399,0.944057,0.290613,0.335712,0.383518,0.198621,2,21,1021
4.015,66.959,0.970593,0.278455,0.373391,0.367863,0.199231,2,22,1022
3.9937,66.8062,0.99726,0.297378,0.350197,0.400626,0.197912,2,23,1023
3.97931,67.2398,0.969743,0.316922,0.3475,0.371352,0.201361,2,24,1024
3.94674,67.6635,0.960237,0.325649,0.318439,0.387171,0.198613,2,25,1025
3.96561,67.6785,0.988317,0.340436,0.361093,0.425095,0.198801,2,26,1026
3.98042,68.2452,0.993912,0.347679,0.318745,0.354483,0.197167,2,27,1027
3.93013,67.5273,0.964897,0.352067,0.341819,0.428373,0.200798,2,28,1028
3.89037,68.3754,0.926309,0.326668,0.344861,0.352867,0.195985,2,29,1029
3.93329,69.8873,0.955089,0.331706,0.350848,0.384013,0.200998,2,30,1030
3.89951,73.4156,1.02756,0.349579,0.324736,0.408258,0.195674,2,31,1031
3.93969,73.4714,1.10097,0.343081,0.324294,0.41195,0.198418,2,32,1032
3.9324,72.067,1.02926,0.352872,0.3231,0.409921,0.19683,2,33,1033
3.93467,74.675,1.00176,0.333888,0.364776,0.390094,0.199536,2,34,1034
3.92776,73.6438,0.909084,0.346132,0.35464,0.371718,0.19531,2,35,1035
3.99054,71.6689,0.98944,0.322257,0.350969,0.383141,0.200503,2,36,1036
3.99057,71.3446,0.972264,0.331753,0.34484,0.410324,0.20063,2,37,1037
4.01689,70.6694,0.966897,0.319169,0.340109,0.371045,0.19482,2,38,1038
3.97859,68.9017,0.955209,0.321228,0.352724,0.422187,0.201907,2,39,1039
3.96451,69.546,0.983564,0.315702,0.365924,0.374988,0.195215,2,40,1040
3.97963,70.4089,0.979515,0.319172,0.344804,0.387306,0.199707,2,41,1041
3.95596,70.2471,0.995779,0.314042,0.357808,0.350327,0.196111,2,42,1042
3.99537,69.8589,0.98481,0.306074,0.342234,0.366469,0.198787,2,43,1043
3.96322,71.2407,0.965109,0.278484,0.322637,0.332273,0.199152,2,44,1044
4.01577,71.0417,0.998777,0.278548,0.301533,0.351098,0.196343,2,45,1045
3.97706,73.5217,1.02173,0.27331,0.325808,0.356,0.200256,2,46,1046
4.01213,72.0352,1.00239,0.274478,0.33017,0.35208,0.195652,2,47,1047
4.01496,70.9995,0.99432,0.278429,0.327074,0.405195,0.195533,2,48,1048
4.01718,72.0399,1.02257,0.28538,0.330029,0.350552,0.192861,2,49,1049
3.95686,73.1045,1.049,0.28851,0.328008,0.389563,0.204384,2,50,1050
3.94968,71.6901,1.05674,0.286787,0.328969,0.397271,0.198044,2,51,1051
3.88377,71.137200000000007,0.991758,0.291749,0.31305500000000003,0.414318,0.200107,2,52,1052
3.91252,70.7245,1.03438,0.29052,0.333822,0.399435,0.196781,2,53,1053
3.97921,72.9473,0.936768,0.262579,0.316959,0.369007,0.196612,2,54,1054
3.98594,72.8514,0.941684,0.261313,0.302326,0.34172400000000003,0.193707,2,55,1055
4.03401,72.7919,0.962554,0.267852,0.298649,0.344296,0.205695,2,56,1056
4.01207,73.3365,0.943765,0.277887,0.301874,0.31069,0.205328,2,57,1057
3.9966,73.0283,0.977281,0.272194,0.312069,0.372266,0.201303,2,58,1058
4.00906,74.4232,1.01793,0.275483,0.314098,0.328182,0.201668,2,59,1059
4.00302,71.8596,0.992592,0.269516,0.311155,0.342474,0.194637,2,60,1060
3.9435,67.8067,0.934456,0.295923,0.334089,0.391153,0.197233,2,61,1061
3.92264,71.201,0.974495,0.296658,0.313089,0.384348,0.200572,2,62,1062
4.08326,70.4442,1.01624,0.265358,0.349601,0.377442,0.197228,2,63,1063
3.9788,68.5341,0.979656,0.253074,0.310003,0.385524,0.198618,2,64,1064
3.86754,69.8806,0.962733,0.270848,0.329383,0.463881,0.199374,2,65,1065
3.94673,75.9335,1.03418,0.262458,0.327487,0.346599,0.198198,2,66,1066
3.95585,73.4076,1.0077,0.251748,0.300929,0.428442,0.198753,2,67,1067
3.9608,74.3206,1.0403,0.256707,0.31259,0.398013,0.196703,2,68,1068
3.95289,73.2299,0.958398,0.253687,0.315252,0.398008,0.19825,2,69,1069
4.02501,72.3691,0.982741,0.269728,0.325377,0.391009,0.202119,2,70,1070
3.97551,66.8697,0.990272,0.292559,0.318327,0.36146,0.196257,2,71,1071
3.95414,67.715,1.02281,0.299174,0.320628,0.409389,0.196413,2,72,1072
4.03292,68.271,1.02902,0.307372,0.308247,0.376233,0.202479,2,73,1073
4.05241,69.1574,1.00534,0.27334,0.318588,0.423113,0.193545,2,74,1074
4.06683,69.433,1.01348,0.273195,0.334802,0.435104,0.194735,2,75,1075
4.07471,68.5231,0.967002,0.269542,0.310317,0.429017,0.200635,2,76,1076
3.95391,67.5761,0.963199,0.270925,0.320241,0.411473,0.19997500000000001,2,77,1077
3.95946,67.56,0.960611,0.269642,0.318731,0.421203,0.199833,2,78,1078
3.9313,66.6296,0.953228,0.263033,0.31935,0.403296,0.197509,2,79,1079
4.01358,67.9272,0.971538,0.279222,0.360171,0.362334,0.200193,2,80,1080
4.02879,67.3236,0.923299,0.28867,0.358138,0.414389,0.197649,2,81,1081
4.04805,69.311,0.995677,0.282974,0.311997,0.406662,0.20029,2,82,1082
4.04364,69.001,0.94001,0.284594,0.321046,0.435169,0.196612,2,83,1083
4.06917,68.7425,0.940761,0.28695,0.341417,0.365691,0.196961,2,84,1084
4.08599,69.1584,0.939464,0.287736,0.365108,0.397567,0.198815,2,85,1085
4.11204,70.4821,1.00995,0.301817,0.358783,0.423469,0.198385,2,86,1086
4.18361,72.209,0.965735,0.308088,0.352895,0.411676,0.198583,2,87,1087
4.19287,72.793,1.00736,0.314601,0.363685,0.408134,0.201121,2,88,1088
4.21212,72.8351,1.03639,0.309997,0.381911,0.396253,0.200774,2,89,1089
4.1802,73.5091,1.02651,0.31488,0.407078,0.339008,0.199855,2,90,1090
4.18635,73.5794,1.04841,0.308785,0.372034,0.3976,0.196968,2,91,1091
4.12234,74.0695,0.990332,0.309202,0.383669,0.403806,0.204554,2,92,1092
4.11583,71.4566,0.974016,0.298061,0.356694,0.36054,0.193762,2,93,1093
4.12215,71.1082,0.963109,0.304261,0.334218,0.377723,0.202766,2,94,1094
4.12107,72.3759,0.97105,0.305521,0.339877,0.337071,0.199076,2,95,1095
4.11015,71.9694,1.0117,0.299448,0.322673,0.361093,0.197789,2,96,1096
4.07798,72.0193,1.02124,0.293285,0.3347,0.37415,0.198781,2,97,1097
4.12733,70.9706,1.01071,0.305623,0.325525,0.357256,0.197833,2,98,1098
3.94192,67.7139,0.969069,0.263319,0.353682,0.409885,0.196669,2,99,1099
3.95884,68.056,0.967111,0.255884,0.35961,0.392102,0.199737,2,100,1100
3.92514,66.8172,1.01258,0.261984,0.342991,0.425304,0.196606,2,101,1101
3.92051,65.4341,0.994752,0.272893,0.31395,0.389534,0.200065,2,102,1102
3.94603,64.7723,0.987496,0.262254,0.362638,0.38338,0.196722,2,103,1103
3.95483,67.6139,0.983054,0.25383,0.364852,0.352489,0.201559,2,104,1104
3.93868,67.571,1.06869,0.260018,0.33528,0.339883,0.196019,2,105,1105
3.85168,66.8111,1.03881,0.268472,0.328847,0.378236,0.201259,2,106,1106
3.83183,67.4016,1.01283,0.264787,0.341806,0.395707,0.19384,2,107,1107
3.86096,67.7293,1.04312,0.270656,0.333386,0.386357,0.194821,2,108,1108
3.82914,68.0144,1.0075,0.266621,0.341312,0.385957,0.194105,2,109,1109
3.84546,69.9437,1.02566,0.28282,0.33211,0.389872,0.197344,2,110,1110
3.82492,70.7542,1.01508,0.289612,0.32772,0.412448,0.198677,2,111,1111
3.82145,70.7439,1.10417,0.286986,0.344332,0.351746,0.198715,2,112,1112
3.86664,70.8972,1.12349,0.288115,0.346969,0.344515,0.200111,2,113,1113
3.86675,71.9905,1.00771,0.299211,0.360421,0.364158,0.198546,2,114,1114
3.9336700000000002,71.0227,0.9683,0.299637,0.353986,0.348043,0.199863,2,115,1115
3.96898,72.1954,0.973977,0.279776,0.345434,0.382648,0.198016,2,116,1116
3.95282,72.2312,0.98609,0.275014,0.35029,0.362712,0.198067,2,117,1117
4.11475,73.3274,1.0239,0.30236,0.300457,0.422568,0.197044,2,118,1118
4.14551,72.5998,1.01511,0.307563,0.305238,0.407538,0.197907,2,119,1119
4.10939,72.4358,1.02112,0.30067,0.314784,0.345494,0.198687,2,120,1120
4.10976,70.2139,0.997823,0.29338,0.328994,0.348155,0.197806,2,121,1121
4.16171,71.0101,0.99505,0.290317,0.323954,0.373765,0.202039,2,122,1122
4.12985,71.4143,1.03804,0.280514,0.344118,0.356658,0.196615,2,123,1123
4.11776,73.3347,1.02695,0.301765,0.380055,0.367019,0.199532,2,124,1124
4.03751,73.5258,0.98553,0.304381,0.344832,0.361285,0.198102,2,125,1125
3.98315,73.3228,0.942346,0.296821,0.358667,0.364325,0.198147,2,126,1126
3.96948,73.2278,1.02314,0.311236,0.379881,0.408114,0.199066,2,127,1127
3.90442,71.5908,1.0321,0.313466,0.362074,0.379212,0.19912,2,128,1128
3.91776,72.2701,1.08339,0.303056,0.34407,0.391282,0.200439,2,129,1129
3.91998,70.5081,0.98185,0.344933,0.352127,0.38559,0.197609,2,130,1130
3.95536,72.1853,1.03861,0.343425,0.360927,0.422958,0.199063,2,131,1131
3.96661,69.4179,0.999034,0.353718,0.359165,0.486938,0.200253,2,132,1132
3.91063,68.0228,0.968219,0.363322,0.350666,0.454763,0.198957,2,133,1133
3.93904,68.8097,0.959689,0.357008,0.381286,0.357566,0.198984,2,134,1134
3.90723,68.8211,0.954953,0.356161,0.38,0.348263,0.198002,2,135,1135
3.95146,69.9107,0.988608,0.353657,0.330866,0.382561,0.199132,2,136,1136
3.99251,68.842,0.981004,0.313445,0.352312,0.317231,0.197746,2,137,1137
3.98917,68.8306,0.991426,0.310496,0.348481,0.323539,0.196903,2,138,1138
4.02621,68.4494,1.02012,0.314935,0.32128,0.305654,0.19514,2,139,1139
3.98829,66.7758,0.99031,0.320091,0.322161,0.320152,0.197889,2,140,1140
3.9849,66.6958,1.04944,0.337858,0.401672,0.416247,0.202941,2,141,1141
3.97251,67.3072,1.00319,0.329236,0.386967,0.340847,0.195225,2,142,1142
4.01763,67.5609,1.04849,0.328688,0.38217,0.364512,0.20235,2,143,1143
3.98387,68.3408,1.00759,0.323782,0.338871,0.423412,0.194758,2,144,1144
3.99349,68.7174,0.997738,0.299159,0.325969,0.393855,0.201755,2,145,1145
3.94362,66.7935,0.983365,0.307132,0.355888,0.426905,0.195567,2,146,1146
4.02251,68.665,1.04558,0.306569,0.366567,0.4062,0.199088,2,147,1147
4.00702,68.3093,0.97164,0.304744,0.365205,0.330091,0.195262,2,148,1148
3.99965,68.6838,1.00162,0.291133,0.365079,0.391471,0.201793,2,149,1149
4.01921,68.7577,0.97739,0.285038,0.371894,0.392017,0.201195,2,150,1150
4.00203,67.6536,0.99471,0.288067,0.351007,0.405375,0.196,2,151,1151
4.00389,68.2735,1.00487,0.285647,0.35732,0.368823,0.199285,2,152,1152
4.03982,70.6007,0.93587,0.285282,0.34523,0.408991,0.197694,2,153,1153
3.97105,69.5298,0.938934,0.289996,0.35303,0.394257,0.196516,2,154,1154
4.03877,69.0807,0.93064499999999994,0.287667,0.322316,0.399038,0.199242,2,155,1155
4.02356,67.8589,0.903186,0.279408,0.343922,0.400279,0.199833,2,156,1156
4.03947,68.2499,0.955325,0.261451,0.339559,0.383001,0.195281,2,157,1157
4.04446,67.4642,1.00088,0.254391,0.357116,0.386346,0.201119,2,158,1158
4.03688,68.6259,1.03271,0.26554,0.341475,0.368194,0.200714,2,159,1159
4.02689,68.204,1.02076,0.262116,0.352977,0.361693,0.201294,2,160,1160
4.04199,68.6897,1.02656,0.269891,0.343496,0.365632,0.197557,2,161,1161
4.01029,69.3543,0.971382,0.27825,0.346689,0.374774,0.199972,2,162,1162
4.0093,67.6187,0.971807,0.264503,0.333537,0.364167,0.19896,2,163,1163
3.99676,67.566,0.951638,0.265714,0.30547,0.329126,0.19932,2,164,1164
4.01514,68.1653,1.00926,0.269686,0.314394,0.323309,0.200918,2,165,1165
3.85918,67.6435,0.969458,0.264419,0.342095,0.355819,0.201123,2,166,1166
3.8288,69.3669,0.927902,0.251819,0.336743,0.37704,0.197062,2,167,1167
3.81655,69.5685,0.961595,0.258277,0.343433,0.338271,0.198939,2,168,1168
3.78352,70.7779,1.03235,0.255283,0.305533,0.364482,0.199996,2,169,1169
3.76676,70.7743,1.04271,0.259206,0.318674,0.344511,0.197461,2,170,1170
3.81326,70.9926,0.986252,0.258313,0.327708,0.374318,0.201057,2,171,1171
3.82276,70.0244,0.994264,0.27809,0.32368,0.394803,0.196291,2,172,1172
3.9203,74.7961,0.978801,0.288256,0.368115,0.3451,0.196057,2,173,1173
3.9264,75.6925,0.968931,0.290151,0.363019,0.352067,0.194511,2,174,1174
3.96236,75.7372,1.03098,0.285927,0.358078,0.384816,0.19895,2,175,1175
3.96064,73.5773,1.0066,0.281383,0.38108,0.361434,0.19724,2,176,1176
3.95375,72.0429,0.950575,0.278245,0.392298,0.383429,0.199359,2,177,1177
3.98034,72.2249,0.970391,0.28528,0.358727,0.353761,0.199919,2,178,1178
4.00007,71.3593,0.866533,0.294308,0.37517,0.35567,0.19761,2,179,1179
3.96811,71.2628,0.882396,0.310123,0.378112,0.428995,0.195784,2,180,1180
4.01727,70.0165,0.901928,0.301429,0.383587,0.450416,0.200892,2,181,1181
4.05036,69.2915,1.04562,0.296144,0.348521,0.398814,0.1953,2,182,1182
4.07298,68.8943,1.02569,0.294198,0.360098,0.379202,0.198108,2,183,1183
4.09182,69.9607,1.03082,0.300432,0.324631,0.379259,0.200035,2,184,1184
4.07014,70.0214,0.998678,0.302815,0.343739,0.403184,0.200596,2,185,1185
4.07254,72.0628,0.984922,0.289744,0.339195,0.37116,0.196446,2,186,1186
4.05985,72.3735,0.983389,0.279633,0.337302,0.391072,0.199885,2,187,1187
4.04693,71.8818,0.957676,0.277009,0.356302,0.343654,0.195488,2,188,1188
4.10848,69.1116,0.952598,0.286457,0.340654,0.466461,0.200891,2,189,1189
4.14449,70.3838,0.93595,0.287491,0.35298,0.347867,0.197086,2,190,1190
4.18617,68.1718,0.964,0.286419,0.328045,0.386201,0.20002,2,191,1191
4.16521,67.4354,0.957907,0.283002,0.332922,0.40404,0.200079,2,192,1192
4.20167,68.1315,0.987069,0.292918,0.293927,0.408629,0.198348,2,193,1193
4.12708,67.3202,0.963751,0.289733,0.338892,0.425333,0.19633,2,194,1194
4.16749,67.9175,0.942167,0.297934,0.325324,0.398408,0.197556,2,195,1195
4.12532,67.4659,0.947027,0.293509,0.335486,0.405213,0.200101,2,196,1196
4.06309,69.6729,1.01572,0.283404,0.348758,0.379154,0.194773,2,197,1197
4.04313,67.2152,0.971778,0.293594,0.349473,0.401078,0.196088,2,198,1198
4.05309,66.281,0.89171,0.298576,0.32861,0.362793,0.199836,2,199,1199
4.12134,66.4914,0.922046,0.307428,0.350386,0.381825,0.195181,2,200,1200
4.12037,66.166,1.00375,0.303062,0.355272,0.373486,0.20309,2,201,1201
4.11618,65.5839,0.941955,0.304292,0.387099,0.369223,0.195359,2,202,1202
4.10745,66.5532,0.928303,0.292761,0.355398,0.349238,0.199529,2,203,1203
4.11061,66.8749,0.916656,0.290349,0.357299,0.34453,0.199056,2,204,1204
4.11652,67.0113,0.953464,0.297898,0.362199,0.347858,0.199062,2,205,1205
4.0623,66.8415,0.946814,0.285954,0.36626,0.38665,0.198206,2,206,1206
4.05887,67.565,0.962129,0.297901,0.360709,0.37227,0.199239,2,207,1207
4.07582,67.9523,1.02151,0.306298,0.351355,0.416778,0.198856,2,208,1208
4.03296,66.9767,0.999455,0.296252,0.351371,0.366434,0.199435,2,209,1209
4.03364,67.4533,1.03073,0.29142,0.355455,0.445046,0.199719,2,210,1210
3.98154,66.1755,0.983847,0.294552,0.348279,0.359429,0.197244,2,211,1211
4.04283,65.4652,0.966956,0.298355,0.343324,0.365236,0.196894,2,212,1212
4.04007,67.4433,0.929387,0.288385,0.33697,0.328402,0.199397,2,213,1213
3.99898,66.8731,0.944215,0.311299,0.356881,0.397741,0.197487,2,214,1214
4.01879,67.8295,0.99109100000000006,0.300588,0.363049,0.427066,0.20058,2,215,1215
4.03091,67.5502,0.995754,0.314366,0.372074,0.360882,0.19658,2,216,1216
4.02315,65.873,0.98032,0.29797,0.344296,0.407381,0.199721,2,217,1217
4.05576,65.8339,0.957362,0.31495,0.324561,0.374905,0.195317,2,218,1218
4.04901,65.593,0.954978,0.319853,0.330563,0.372192,0.196198,2,219,1219
4.04526,65.7934,0.949315,0.319951,0.333168,0.362198,0.196797,2,220,1220
4.05278,66.1911,0.993534,0.325279,0.325911,0.371005,0.196351,2,221,1221
4.06618,69.3556,0.974707,0.308144,0.325598,0.377214,0.197655,2,222,1222
4.06074,68.0461,0.896057,0.307676,0.345834,0.367732,0.198662,2,223,1223
4.06548,68.3566,0.926829,0.302323,0.352524,0.420273,0.198555,2,224,1224
4.09739,69.2637,0.938369,0.295387,0.35164,0.423681,0.19955,2,225,1225
4.05724,68.9634,0.915691,0.288053,0.353004,0.3612,0.198514,2,226,1226
4.07402,67.3583,0.987934,0.277454,0.347606,0.387549,0.198573,2,227,1227
4.02672,67.6146,0.994081,0.265381,0.336991,0.415368,0.198875,2,228,1228
3.96723,66.4823,1.00281,0.257586,0.345522,0.395164,0.199108,2,229,1229
3.99041,67.772,0.952857,0.269481,0.345904,0.392611,0.197655,2,230,1230
4.01634,68.7637,0.926502,0.277802,0.326046,0.389498,0.197967,2,231,1231
4.03091,67.9959,1.01817,0.283492,0.340274,0.410743,0.197506,2,232,1232
4.13583,71.057,0.9763,0.286559,0.359568,0.379316,0.199678,2,233,1233
4.09335,70.7082,0.99351,0.277944,0.349384,0.378242,0.196648,2,234,1234
4.12934,71.9142,1.03227,0.287987,0.328468,0.416876,0.200286,2,235,1235
4.1695,71.2829,1.00806,0.275411,0.343279,0.395853,0.197994,2,236,1236
4.16927,70.3897,0.957254,0.2841,0.338056,0.382121,0.19791,2,237,1237
4.14531,70.6142,0.988504,0.276893,0.352678,0.39103,0.197671,2,238,1238
4.12618,71.3539,0.975532,0.27604,0.348182,0.344595,0.199561,2,239,1239
4.12193,72.1944,1.01255,0.284548,0.36808,0.45367,0.197793,2,240,1240
4.11827,70.2822,0.975805,0.283348,0.349415,0.425812,0.199614,2,241,1241
4.12727,68.9741,0.984053,0.275575,0.372268,0.460746,0.198173,2,242,1242
4.13796,68.0027,0.969634,0.287788,0.384746,0.427032,0.200015,2,243,1243
4.12255,68.127,0.945402,0.279395,0.362924,0.40094,0.199355,2,244,1244
4.19891,67.9687,0.99161,0.283246,0.358216,0.402296,0.19803,2,245,1245
4.19888,68.5974,1.01184,0.282119,0.35235,0.388562,0.199517,2,246,1246
4.24726,68.9142,0.983418,0.290485,0.345016,0.365613,0.195735,2,247,1247
4.2138,68.7294,0.926319,0.285661,0.364677,0.32828,0.204416,2,248,1248
4.20968,68.867,0.953973,0.297769,0.340925,0.380269,0.194189,2,249,1249
4.21136,69.7038,0.959726,0.300843,0.349684,0.382457,0.199066,2,250,1250
4.25164,67.2098,0.956195,0.305528,0.356332,0.369389,0.198185,2,251,1251
4.2568,66.5421,0.944114,0.311783,0.355119,0.402676,0.198332,2,252,1252
4.251,67.2988,1.03574,0.319508,0.334786,0.354543,0.200369,2,253,1253
4.20831,66.3418,1.00888,0.308162,0.343831,0.392139,0.196575,2,254,1254
4.19452,66.7974,0.957047,0.315308,0.321606,0.408508,0.20044,2,255,1255
4.11386,69.4721,0.917859,0.298083,0.330927,0.389786,0.197694,2,256,1256
4.02405,69.1713,0.922433,0.307238,0.341314,0.396421,0.200874,2,257,1257
4.03339,68.7197,0.909873,0.301984,0.337022,0.435294,0.200548,2,258,1258
4.06475,68.2608,0.958796,0.298543,0.342508,0.397068,0.202898,2,259,1259
4.02572,69.176,0.93684,0.291197,0.379828,0.420732,0.202323,2,260,1260
4.029,67.4604,0.910932,0.305892,0.34608,0.374114,0.194647,2,261,1261
4.09383,67.0138,0.956225,0.295526,0.329376,0.380942,0.202813,2,262,1262
4.13568,64.4352,0.945944,0.30696,0.366439,0.39162,0.194295,2,263,1263
4.17821,65.3488,0.995257,0.308662,0.34042,0.424602,0.202433,2,264,1264
4.19542,64.587,0.957743,0.31508,0.346541,0.422661,0.200281,2,265,1265
4.13545,62.9152,0.992556,0.311401,0.346657,0.423859,0.196046,2,266,1266
4.15672,64.0642,1.00129,0.319885,0.34951,0.424486,0.198309,2,267,1267
4.07642,62.37,0.936761,0.317778,0.342506,0.424237,0.199692,2,268,1268
4.11364,63.8398,0.968644,0.29672,0.324878,0.433162,0.199157,2,269,1269
4.05155,68.3982,0.981964,0.276086,0.331001,0.375633,0.197503,2,270,1270
4.03382,67.8534,0.896917,0.272834,0.32547,0.331408,0.199541,2,271,1271
4.08331,68.4579,0.928658,0.27572,0.339286,0.356969,0.19776,2,272,1272
4.10443,68.1864,0.967091,0.299883,0.34641,0.359283,0.197449,2,273,1273
4.13353,68.6962,1.03696,0.269201,0.351131,0.365041,0.200154,2,274,1274
4.0977,67.8759,0.917746,0.285682,0.303946,0.400111,0.196921,2,275,1275
4.11881,67.7077,0.935444,0.283529,0.313551,0.408573,0.199105,2,276,1276
4.13159,67.9613,0.91983,0.285968,0.335259,0.408953,0.192993,2,277,1277
4.11831,68.5062,0.872949,0.28814,0.325029,0.414588,0.200152,2,278,1278
4.08852,67.3874,0.924164,0.309784,0.319881,0.369681,0.197953,2,279,1279
4.11011,68.3743,0.936531,0.309708,0.333499,0.347002,0.19788,2,280,1280
4.06532,67.3286,0.912314,0.312107,0.332728,0.348031,0.199983,2,281,1281
4.05655,65.5911,0.990345,0.304675,0.420164,0.362037,0.198218,2,282,1282
4.02455,64.891,0.97907,0.310923,0.381605,0.37547,0.19625,2,283,1283
4.08345,66.9081,0.988068,0.292094,0.352951,0.333868,0.201969,2,284,1284
4.08032,66.8418,0.996746,0.291102,0.383428,0.347982,0.199622,2,285,1285
4.01627,69.1996,1.00729,0.270349,0.369192,0.352181,0.197282,2,286,1286
3.97942,67.7391,0.971651,0.283209,0.38253,0.295368,0.201079,2,287,1287
4.00711,67.771,1.00111,0.291595,0.366169,0.391856,0.196102,2,288,1288
4.00612,67.9023,1.00486,0.288224,0.371504,0.388828,0.197491,2,289,1289
4.005,67.5429,1.06254,0.284257,0.368501,0.432763,0.198191,2,290,1290
3.98979,67.4479,1.02359,0.273599,0.34154,0.391555,0.197416,2,291,1291
4.01573,68.1984,0.965508,0.287567,0.359423,0.378162,0.199325,2,292,1292
3.99325,68.19,0.976677,0.293225,0.358548,0.374413,0.199884,2,293,1293
3.99158,69.2473,1.0011,0.267388,0.336708,0.386314,0.198568,2,294,1294
4.01829,69.7946,0.969049,0.275811,0.324019,0.381631,0.198519,2,295,1295
4.08266,71.1147,0.99676,0.295427,0.3698,0.380637,0.197876,2,296,1296
4.05861,71.1638,1.04283,0.293488,0.360896,0.372049,0.199985,2,297,1297
4.09357,71.0871,1.08673,0.302627,0.354968,0.416659,0.200578,2,298,1298
4.07161,71.7953,1.07311,0.300099,0.354371,0.375973,0.199804,2,299,1299
4.036,70.1184,1.03768,0.281562,0.324822,0.319867,0.198395,2,300,1300
4.0339,69.2155,0.943454,0.288634,0.348497,0.378473,0.199605,2,301,1301
4.03271,68.4353,0.905978,0.281198,0.338634,0.390937,0.199658,2,302,1302
4.04555,68.5773,0.937674,0.27995,0.357652,0.396313,0.199754,2,303,1303
4.10068,71.8554,0.907062,0.288308,0.345204,0.360135,0.196985,2,304,1304
4.07694,70.6389,0.915161,0.286726,0.346002,0.337971,0.200065,2,305,1305
4.12713,69.496,0.914233,0.294725,0.339442,0.36042,0.197845,2,306,1306
4.10282,69.8455,0.98272,0.294588,0.334893,0.343005,0.199481,2,307,1307
4.11398,70.4269,1.0113,0.290126,0.338686,0.334898,0.198601,2,308,1308
4.13813,68.8967,0.977326,0.290311,0.331953,0.376659,0.205044,2,309,1309
4.13151,68.9045,0.965585,0.291238,0.315849,0.379101,0.196761,2,310,1310
4.12747,69.5554,0.963798,0.299764,0.307666,0.374143,0.199065,2,311,1311
4.13218,70.5383,0.983661,0.294461,0.300456,0.352072,0.197454,2,312,1312
4.1763,69.9887,0.930516,0.293364,0.310642,0.343989,0.197231,2,313,1313
4.18096,69.211,0.954338,0.295476,0.31305500000000003,0.333872,0.199243,2,314,1314
4.15592,69.198,0.919096,0.282462,0.318175,0.362731,0.196964,2,315,1315
4.17068,70.0072,0.96392,0.280975,0.320602,0.353984,0.197961,2,316,1316
4.1076,69.124,0.949046,0.281277,0.324381,0.376435,0.199416,2,317,1317
4.11866,69.9478,0.955961,0.292665,0.329079,0.342068,0.197625,2,318,1318
4.13633,70.5025,0.988282,0.294562,0.325859,0.374488,0.200123,2,319,1319
4.09951,69.9057,0.933895,0.282749,0.334561,0.374351,0.200176,2,320,1320
4.13202,71.1495,0.969092,0.289015,0.348103,0.361549,0.194441,2,321,1321
4.10265,71.1305,0.943603,0.28377,0.386005,0.359253,0.20263,2,322,1322
4.09304,71.4653,0.976484,0.278213,0.380782,0.368366,0.198563,2,323,1323
4.04683,71.2944,0.977373,0.28544,0.358086,0.390741,0.199373,2,324,1324
4.0316,70.6689,0.984746,0.307892,0.361716,0.427291,0.197428,2,325,1325
4.06253,70.5709,0.964296,0.298419,0.356217,0.455146,0.198238,2,326,1326
4.04995,70.8421,0.946876,0.292989,0.351449,0.326902,0.199614,2,327,1327
4.05861,71.22,0.951025,0.28897,0.346239,0.313166,0.199217,2,328,1328
3.98804,70.1142,0.942568,0.285626,0.358888,0.352933,0.199178,2,329,1329
4.05865,69.7865,0.921207,0.302328,0.335253,0.382865,0.200775,2,330,1330
4.11674,68.299,0.880636,0.312095,0.33912,0.379238,0.195065,2,331,1331
4.09202,68.7191,0.942841,0.30302,0.337827,0.416179,0.197357,2,332,1332
4.05493,69.3791,0.897359,0.283698,0.336039,0.456009,0.198973,2,333,1333
3.99735,72.0911,1.00095,0.305578,0.342179,0.40949,0.196202,2,334,1334
3.94891,72.7397,1.02222,0.312128,0.358547,0.406202,0.197603,2,335,1335
3.95094,72.2429,1.02265,0.302191,0.359031,0.44878,0.196418,2,336,1336
