TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
3.86512,67.2418,0.953253,0.291002,0.275735,0.323059,0.196695,1,720,720
3.8794400000000002,68.3627,1.02167,0.271993,0.298485,0.29582,0.200789,1,721,721
3.91068,69.1081,1.02059,0.265832,0.300271,0.270801,0.20178,1,722,722
3.85162,70.7658,0.954686,0.278163,0.284872,0.279437,0.198379,1,723,723
3.95744,69.7525,0.975685,0.285381,0.294555,0.303983,0.199947,1,724,724
3.95795,69.9094,0.974456,0.284441,0.292259,0.329816,0.199536,1,725,725
3.98468,71.1898,0.999402,0.277179,0.263712,0.343562,0.199883,1,726,726
4.00263,71.4197,1.00064,0.294694,0.266273,0.326178,0.19659,1,727,727
3.82372,69.5205,0.952939,0.299599,0.268875,0.352982,0.196081,1,728,728
3.83585,69.7884,0.958501,0.287095,0.272007,0.287363,0.19877,1,729,729
3.88424,71.488,1.01462,0.278088,0.275835,0.331751,0.198022,1,730,730
3.97642,71.4324,1.01685,0.276574,0.263827,0.266725,0.19812,1,731,731
3.9711,73.9443,1.03336,0.294779,0.289251,0.308138,0.200522,1,732,732
3.93024,72.2547,0.95824,0.302065,0.276749,0.256433,0.198777,1,733,733
3.94729,73.1173,0.954623,0.307081,0.259997,0.317081,0.198957,1,734,734
3.85013,74.6853,1.01293,0.30135,0.286851,0.329445,0.197346,1,735,735
3.87955,74.3037,0.9286,0.308988,0.279454,0.297902,0.19932,1,736,736
3.86001,72.1196,1.01561,0.292278,0.272491,0.3431,0.197061,1,737,737
3.81172,71.9324,1.00915,0.287918,0.27884,0.318758,0.198429,1,738,738
3.8605,73.3451,1.01697,0.273184,0.273885,0.35718,0.199987,1,739,739
3.81044,69.9326,0.934296,0.268066,0.266931,0.269929,0.200766,1,740,740
3.8587,70.6432,1.04614,0.295116,0.279108,0.330574,0.201165,1,741,741
3.82786,71.3629,0.978864,0.292919,0.275978,0.336316,0.195654,1,742,742
3.84333,71.2355,1.01064,0.287051,0.266634,0.326,0.199,1,743,743
3.91405,73.7259,1.05701,0.298322,0.287784,0.272798,0.199718,1,744,744
3.87786,71.8058,1.02084,0.29311,0.286038,0.28595,0.202367,1,745,745
3.97278,71.0635,0.977139,0.299525,0.250376,0.29086,0.201019,1,746,746
3.93264,68.6375,1.03848,0.303463,0.307129,0.319692,0.201545,1,747,747
3.93629,68.6702,1.03823,0.303142,0.312795,0.315698,0.20095,1,748,748
3.84283,69.6335,0.915869,0.278688,0.279409,0.329876,0.195864,1,749,749
3.87444,71.3439,0.939351,0.28866000000000003,0.285181,0.335944,0.201231,1,750,750
3.85542,71.4779,0.915333,0.286564,0.287985,0.309742,0.198167,1,751,751
3.80812,70.3146,0.993201,0.269174,0.28302,0.283399,0.196511,1,752,752
3.89496,72.8183,0.92312,0.264246,0.259223,0.384565,0.196459,1,753,753
3.91971,72.8133,0.945926,0.275787,0.273265,0.293377,0.200466,1,754,754
3.9596,73.5788,0.901612,0.283737,0.277568,0.345823,0.196859,1,755,755
3.98062,74.6995,0.948529,0.275146,0.288098,0.402784,0.195754,1,756,756
3.96346,73.1593,0.990594,0.253975,0.297171,0.351357,0.199157,1,757,757
3.97123,72.5291,1.00686,0.264383,0.319407,0.374578,0.196915,1,758,758
4.04878,72.0745,0.973338,0.308836,0.319226,0.301105,0.19993,1,759,759
4.02204,71.2009,0.92617,0.284922,0.321427,0.335442,0.199238,1,760,760
4.16036,68.002,1.01325,0.27643,0.263988,0.321579,0.19617,1,761,761
4.17826,68.9225,1.01485,0.284873,0.271399,0.331593,0.197761,1,762,762
4.09943,72.283,0.947376,0.29488,0.304383,0.378646,0.199146,1,763,763
4.03122,72.2639,0.938281,0.277259,0.26029,0.315486,0.19777,1,764,764
4.06166,71.4659,0.900445,0.277093,0.2846,0.330506,0.198838,1,765,765
4.04722,70.9454,0.946529,0.280044,0.256688,0.357556,0.199732,1,766,766
4.10836,71.143,0.994601,0.295685,0.245868,0.294138,0.197468,1,767,767
4.04513,70.7055,0.979334,0.301785,0.250285,0.297829,0.196052,1,768,768
4.07729,70.648,1.03093,0.277491,0.257937,0.32262,0.198231,1,769,769
4.08053,69.8851,0.972612,0.274899,0.245006,0.337621,0.201673,1,770,770
4.09169,69.2641,1.03129,0.275452,0.25622,0.300641,0.195566,1,771,771
3.98908,65.8819,0.943083,0.268927,0.273862,0.311146,0.195023,1,772,772
4.00846,66.591,0.977282,0.270654,0.277378,0.308536,0.202646,1,773,773
4.04945,66.6111,0.91815,0.250717,0.273109,0.355107,0.198075,1,774,774
3.91604,69.5111,1.00195,0.278101,0.26619,0.335291,0.197654,1,775,775
3.91955,70.2645,1.0371,0.253313,0.265999,0.311732,0.199301,1,776,776
3.94363,70.0508,0.974497,0.258528,0.244978,0.354192,0.196823,1,777,777
3.91695,68.468,0.934907,0.261192,0.270743,0.325066,0.195023,1,778,778
3.96884,68.2111,0.958862,0.274365,0.288998,0.332102,0.203092,1,779,779
3.98295,68.6872,1.00762,0.281031,0.29154,0.392536,0.192361,1,780,780
4.01415,67.0742,0.96866,0.280604,0.288264,0.365303,0.204173,1,781,781
3.88674,70.5936,0.984794,0.272064,0.290103,0.373122,0.204741,1,782,782
3.82497,72.7233,0.986151,0.323849,0.294309,0.34763,0.194886,1,783,783
3.90009,73.844,1.01674,0.299127,0.315228,0.392719,0.200618,1,784,784
3.81593,74.5131,1.01981,0.305662,0.330973,0.345307,0.197955,1,785,785
3.74377,72.0974,0.993521,0.312922,0.308251,0.361781,0.195011,1,786,786
3.77994,73.2345,0.99543,0.318513,0.336104,0.368172,0.201317,1,787,787
3.89999,70.2198,1.00906,0.287734,0.290655,0.34272,0.195899,1,788,788
3.91975,70.6176,0.950924,0.279078,0.293014,0.373313,0.202952,1,789,789
3.91731,71.4053,0.966913,0.269232,0.257345,0.305802,0.195381,1,790,790
3.842,68.2939,0.994347,0.303423,0.304275,0.292358,0.200348,1,791,791
3.85569,67.226,1.02468,0.284264,0.298544,0.29773,0.197075,1,792,792
3.81024,69.8733,0.982102,0.295951,0.313874,0.276895,0.198713,1,793,793
3.81923,70.0111,1.04487,0.312039,0.279894,0.268433,0.200205,1,794,794
3.7554,70.5042,0.936666,0.311774,0.289465,0.329438,0.197824,1,795,795
3.76952,70.444,0.985438,0.302312,0.245606,0.301795,0.199509,1,796,796
3.83657,70.5281,1.01993,0.301317,0.242796,0.342366,0.198446,1,797,797
3.86634,71.4193,0.944142,0.292882,0.280513,0.303146,0.202257,1,798,798
3.87761,70.0821,1.08,0.278651,0.281593,0.390828,0.194853,1,799,799
3.77399,72.3355,0.933377,0.285343,0.247922,0.295476,0.196876,1,800,800
3.81441,72.7748,1.03571,0.301268,0.273251,0.334182,0.20009,1,801,801
3.81746,71.2616,0.990156,0.306005,0.255604,0.309812,0.201928,1,802,802
3.79864,71.5149,0.999815,0.295204,0.252344,0.338192,0.197456,1,803,803
3.78083,69.1353,1.01141,0.306723,0.24013,0.313146,0.199825,1,804,804
3.752,68.5838,1.0003,0.308106,0.236245,0.285453,0.198583,1,805,805
3.81857,69.9408,0.961352,0.289284,0.241499,0.332779,0.198127,1,806,806
3.82262,68.7564,0.965703,0.303573,0.240769,0.357486,0.199832,1,807,807
3.84044,69.26,0.962466,0.302477,0.25765,0.366816,0.201326,1,808,808
3.79195,68.5874,0.95761,0.315978,0.256194,0.290502,0.194192,1,809,809
3.80193,69.5658,1.042,0.324021,0.266106,0.344453,0.202998,1,810,810
3.75312,69.1006,0.953332,0.317103,0.249688,0.330288,0.194354,1,811,811
3.78435,70.7369,0.969798,0.311201,0.28059,0.32505,0.200947,1,812,812
3.81652,68.7308,0.988249,0.29225,0.254804,0.281046,0.194829,1,813,813
3.83435,65.2779,0.992774,0.295026,0.280644,0.379641,0.19882,1,814,814
3.86517,65.3399,0.979501,0.304264,0.270749,0.317427,0.198317,1,815,815
3.94554,67.7956,1.0349,0.279197,0.294559,0.38273,0.200789,1,816,816
3.95879,66.9154,1.0475,0.283219,0.314711,0.339207,0.199716,1,817,817
3.91441,67.2082,1.05423,0.274035,0.303463,0.383668,0.200805,1,818,818
3.96142,66.4365,0.980248,0.299702,0.279818,0.311072,0.195778,1,819,819
3.96388,67.2738,0.959413,0.299475,0.277774,0.323722,0.195203,1,820,820
3.96795,67.8941,0.944802,0.314838,0.280188,0.317998,0.198339,1,821,821
4.00199,68.953,0.926568,0.322618,0.262477,0.37061,0.198361,1,822,822
3.96323,68.5157,0.94338,0.314969,0.253529,0.334521,0.198372,1,823,823
3.86389,66.6057,0.984212,0.311931,0.248106,0.329001,0.200017,1,824,824
3.93948,67.6019,0.918767,0.302223,0.278924,0.315634,0.200811,1,825,825
3.96576,68.2148,0.980107,0.304714,0.272687,0.283772,0.204156,1,826,826
3.93685,69.5996,0.971662,0.294822,0.268909,0.3383,0.199743,1,827,827
3.97631,68.6066,0.980191,0.295948,0.250438,0.359391,0.197671,1,828,828
4.04457,70.5155,0.98562,0.299058,0.260304,0.362573,0.200009,1,829,829
4.00892,71.3049,1.01068,0.310081,0.250528,0.324048,0.196476,1,830,830
4.02949,73.0777,0.982483,0.311568,0.254141,0.318292,0.199355,1,831,831
3.94036,75.4726,0.955949,0.317273,0.258224,0.289195,0.196762,1,832,832
3.94583,74.7307,0.966001,0.307482,0.25275,0.323061,0.197868,1,833,833
3.90443,73.6749,0.920488,0.309015,0.248744,0.317879,0.199583,1,834,834
3.94429,71.759,0.952447,0.290997,0.262512,0.337342,0.198043,1,835,835
3.92213,71.346,0.982473,0.286216,0.296284,0.291324,0.201186,1,836,836
3.96161,72.7493,0.98332,0.293391,0.287472,0.322566,0.195486,1,837,837
3.95348,73.0106,0.998616,0.290401,0.352371,0.335978,0.195945,1,838,838
3.92914,73.1433,0.963525,0.30108,0.317204,0.313744,0.201216,1,839,839
3.86165,72.7442,0.951656,0.273191,0.275693,0.285945,0.198332,1,840,840
3.82735,70.2807,0.954678,0.295356,0.244622,0.275896,0.200808,1,841,841
3.87337,71.8093,0.997256,0.304441,0.243685,0.258939,0.200037,1,842,842
3.8851,70.0055,0.963023,0.304424,0.230359,0.312893,0.198204,1,843,843
3.94509,69.4989,1.01345,0.275203,0.250363,0.278502,0.200101,1,844,844
3.94638,70.1319,0.947787,0.267196,0.290298,0.368033,0.198904,1,845,845
3.93855,73.8942,0.924675,0.271126,0.300928,0.377989,0.198077,1,846,846
3.9525,70.8891,0.901859,0.278818,0.280811,0.300309,0.197782,1,847,847
4.02446,70.1029,1.01381,0.265487,0.290239,0.294938,0.200891,1,848,848
4.01116,69.3085,0.979601,0.283068,0.308793,0.32678,0.198453,1,849,849
4.00065,70.1816,0.996874,0.296594,0.256865,0.321569,0.199995,1,850,850
4.07025,68.1552,0.984536,0.310152,0.283532,0.325642,0.195684,1,851,851
3.97839,68.5878,1.02885,0.284201,0.311812,0.268937,0.201397,1,852,852
3.9163,68.046,1.00255,0.296807,0.290628,0.380979,0.198238,1,853,853
3.91597,71.2975,1.04533,0.290372,0.276848,0.318489,0.200213,1,854,854
3.91323,70.9887,1.05004,0.298831,0.272829,0.332828,0.200541,1,855,855
3.97426,70.0411,0.974175,0.319355,0.29977,0.272262,0.200211,1,856,856
4.01467,70.9338,0.972711,0.316646,0.271556,0.311789,0.195521,1,857,857
3.97474,71.1327,0.96913,0.303357,0.258401,0.312772,0.197929,1,858,858
3.8836,72.7327,1.0427,0.278063,0.295417,0.275194,0.201545,1,859,859
3.87743,69.8428,0.956813,0.294973,0.288163,0.263239,0.198089,1,860,860
3.94945,68.6339,1.00624,0.274864,0.336414,0.32431,0.198493,1,861,861
4.00424,69.4514,0.999398,0.257733,0.30548,0.311265,0.200668,1,862,862
3.94859,70.3025,0.963213,0.273389,0.267961,0.313965,0.196806,1,863,863
3.93041,68.7047,0.972167,0.269152,0.277543,0.354617,0.203331,1,864,864
3.94328,68.934,1.02143,0.271851,0.265117,0.342771,0.196598,1,865,865
4.0048,68.2968,0.991594,0.287907,0.265987,0.287225,0.200689,1,866,866
3.99305,68.0655,1.01132,0.284853,0.258526,0.271886,0.202736,1,867,867
4.08005,67.0526,1.00498,0.310526,0.277522,0.28943,0.194466,1,868,868
4.09229,67.8953,0.932098,0.308484,0.267959,0.312513,0.20362,1,869,869
4.08141,69.9131,1.00771,0.309816,0.260873,0.300208,0.195361,1,870,870
4.08798,72.7278,1.02005,0.298883,0.256913,0.31569,0.201303,1,871,871
4.04933,71.1152,1.02645,0.301434,0.280081,0.342093,0.197927,1,872,872
3.94314,72.2287,1.02082,0.282293,0.257631,0.336506,0.200434,1,873,873
3.93832,70.8509,1.10209,0.271809,0.285276,0.320437,0.200037,1,874,874
3.89628,69.8956,0.988543,0.276749,0.261991,0.344312,0.196686,1,875,875
3.92438,70.3588,1.00839,0.273844,0.270214,0.312017,0.200137,1,876,876
3.88006,69.9588,0.961405,0.273955,0.234436,0.332675,0.198682,1,877,877
3.84446,72.1037,0.952675,0.282731,0.266972,0.382177,0.195632,1,878,878
3.79812,71.0917,0.978396,0.278062,0.274049,0.382061,0.198478,1,879,879
3.82267,71.1,1.02515,0.302443,0.272471,0.341213,0.199661,1,880,880
3.72234,69.5624,0.891874,0.285516,0.269943,0.364533,0.198956,1,881,881
3.75443,68.5328,1.08381,0.286991,0.258778,0.30647,0.199795,1,882,882
3.77974,69.1474,0.892093,0.271441,0.273543,0.336388,0.19982,1,883,883
3.83787,70.1407,0.956658,0.271708,0.286767,0.334417,0.197594,1,884,884
3.85064,71.1629,0.976254,0.264445,0.283622,0.34808,0.199899,1,885,885
3.89318,70.5183,0.935635,0.272313,0.264349,0.324894,0.197785,1,886,886
3.88922,71.0655,1.01421,0.271969,0.304338,0.351424,0.200207,1,887,887
3.91961,72.1583,0.958581,0.265366,0.284417,0.285341,0.199871,1,888,888
3.9127,74.0751,0.997121,0.263096,0.289707,0.339324,0.19843,1,889,889
3.86739,73.8506,0.972115,0.265147,0.284507,0.32174,0.195055,1,890,890
3.85212,72.685,0.998793,0.272824,0.294453,0.337745,0.202496,1,891,891
3.97847,68.3971,0.948456,0.284762,0.265167,0.32898,0.200637,1,892,892
4.01835,67.4676,0.987048,0.285217,0.291433,0.346694,0.203812,1,893,893
4.04918,67.4369,0.964763,0.308401,0.306082,0.262422,0.196913,1,894,894
4.01933,68.66,1.04483,0.306211,0.29042,0.310456,0.198197,1,895,895
3.97415,68.9877,0.966886,0.299002,0.292604,0.307859,0.200045,1,896,896
4.0018,68.3364,0.991336,0.300496,0.281998,0.285109,0.199804,1,897,897
4.00852,68.5954,1.01863,0.291936,0.286355,0.285639,0.19974,1,898,898
3.96442,68.4492,0.997667,0.296741,0.283915,0.352023,0.199843,1,899,899
3.89367,69.9834,0.943281,0.283317,0.294391,0.312133,0.199569,1,900,900
3.8987,70.0254,0.968404,0.289075,0.293659,0.308683,0.198686,1,901,901
3.95158,70.1886,0.970621,0.294006,0.333621,0.30638,0.196998,1,902,902
3.99174,70.1459,0.967687,0.297762,0.288221,0.306773,0.199072,1,903,903
3.92771,68.7677,0.961089,0.298033,0.293066,0.330849,0.19639,1,904,904
3.9565,70.4147,0.948192,0.299031,0.271101,0.321592,0.19672,1,905,905
4.03051,69.481,0.992912,0.280284,0.294775,0.289079,0.2002,1,906,906
4.10679,69.3928,0.913532,0.29589,0.306243,0.309846,0.19735,1,907,907
4.16274,66.334,0.930767,0.306622,0.31137,0.313224,0.200107,1,908,908
4.23764,67.1534,0.9303,0.310804,0.325805,0.332748,0.195592,1,909,909
4.29918,68.1464,0.994116,0.31704,0.273995,0.329805,0.201723,1,910,910
4.10553,68.1623,0.968081,0.317945,0.298575,0.320372,0.19564,1,911,911
4.09751,70.1669,1.00929,0.31411,0.294108,0.349773,0.202999,1,912,912
4.08536,68.8767,0.994657,0.308493,0.285844,0.305196,0.193261,1,913,913
4.10055,68.597,0.983721,0.305213,0.292456,0.327463,0.197056,1,914,914
4.07898,68.3417,0.985877,0.311467,0.301617,0.342618,0.20065,1,915,915
4.14831,66.2345,1.0094,0.300125,0.291178,0.272795,0.197924,1,916,916
4.11825,70.3487,0.942116,0.264372,0.299829,0.353926,0.197059,1,917,917
4.08894,69.8708,0.984723,0.261346,0.288845,0.30766,0.198984,1,918,918
4.09857,70.7199,0.994442,0.286441,0.278167,0.34927,0.196366,1,919,919
4.1007,70.7663,0.997784,0.285934,0.282941,0.341,0.195729,1,920,920
4.17058,69.2575,1.00106,0.284592,0.267202,0.323745,0.200916,1,921,921
4.12842,67.9429,0.944943,0.287738,0.280017,0.299368,0.196979,1,922,922
4.0938,69.0477,0.948639,0.286783,0.286865,0.261652,0.201685,1,923,923
4.10248,70.138,1.03167,0.288071,0.270415,0.289232,0.195711,1,924,924
4.03788,67.1332,0.953451,0.279833,0.283568,0.31121,0.195665,1,925,925
4.01815,68.6615,1.04273,0.31855,0.278193,0.327193,0.200742,1,926,926
4.01429,69.2851,1.0047,0.303456,0.268157,0.355009,0.196867,1,927,927
4.04427,70.2313,1.0021,0.303113,0.27622,0.324285,0.199454,1,928,928
4.05717,69.5283,0.965614,0.283766,0.28811,0.412755,0.198786,1,929,929
4.0457,71.613,0.93338,0.292788,0.268518,0.334075,0.198191,1,930,930
4.06628,71.2482,0.993183,0.279733,0.302077,0.348076,0.198026,1,931,931
4.02233,69.925,0.979501,0.278217,0.258399,0.328819,0.197701,1,932,932
4.0852,69.6359,0.961676,0.274931,0.26924,0.313747,0.200371,1,933,933
4.08464,72.1574,0.979098,0.274479,0.253649,0.293347,0.197909,1,934,934
4.11072,72.8642,1.06445,0.281664,0.268662,0.316772,0.203876,1,935,935
4.02861,69.0437,0.947594,0.296302,0.256257,0.283125,0.200115,1,936,936
4.03479,69.2585,0.936648,0.296414,0.256271,0.345606,0.199764,1,937,937
4.19902,69.8165,0.970269,0.296742,0.280113,0.341166,0.201717,1,938,938
4.19261,69.6259,0.962486,0.292315,0.25836,0.354834,0.196891,1,939,939
4.20843,71.6558,1.00092,0.309134,0.27456,0.311045,0.196487,1,940,940
4.20798,71.902,1.01755,0.304356,0.276478,0.320941,0.198824,1,941,941
4.22348,71.7102,0.997085,0.310066,0.28416400000000003,0.337707,0.198353,1,942,942
4.18603,72.4334,0.969776,0.325389,0.292316,0.280109,0.197171,1,943,943
4.1168,74.5936,1.00733,0.31403,0.322518,0.305419,0.200736,1,944,944
4.11149,73.9397,0.924495,0.306853,0.34024,0.354417,0.197151,1,945,945
4.14056,73.7601,0.916273,0.316147,0.363278,0.350099,0.200227,1,946,946
4.17113,72.666,0.922657,0.330386,0.331988,0.29608,0.193373,1,947,947
4.19569,68.1862,0.992298,0.3164,0.287338,0.33435,0.196454,1,948,948
4.23175,67.9431,0.954273,0.318274,0.26772,0.334115,0.198668,1,949,949
4.24953,68.1906,0.962327,0.321457,0.264535,0.369054,0.200987,1,950,950
4.12098,68.3924,1.02625,0.263672,0.287993,0.320691,0.199902,1,951,951
4.1069,68.3617,1.00072,0.291233,0.275959,0.413367,0.19717,1,952,952
4.06277,69.6319,0.982088,0.298819,0.286876,0.306219,0.198394,1,953,953
4.1339,69.0897,1.02183,0.296831,0.264974,0.384447,0.198936,1,954,954
4.05225,68.2731,0.966096,0.300326,0.257396,0.357014,0.198634,1,955,955
4.07147,68.7327,1.00046,0.288111,0.283117,0.318059,0.197117,1,956,956
4.08243,66.6532,1.00305,0.304584,0.276806,0.386288,0.198084,1,957,957
4.00118,66.1121,0.969212,0.302271,0.307169,0.299142,0.199547,1,958,958
3.93851,67.9663,1.04562,0.276165,0.275961,0.34723,0.196381,1,959,959
3.87995,70.1317,0.964804,0.297993,0.273967,0.290541,0.197313,1,960,960
3.80684,70.8277,0.989585,0.319334,0.285125,0.365005,0.19821,1,961,961
3.806,68.4854,0.994341,0.324215,0.269438,0.305544,0.197531,1,962,962
3.80123,67.7609,0.919259,0.331109,0.290088,0.352069,0.200148,1,963,963
3.77827,69.122,0.972978,0.290244,0.297068,0.319689,0.1969,1,964,964
3.80784,67.4912,0.937478,0.279457,0.238059,0.309801,0.201366,1,965,965
3.81467,67.509,0.927859,0.286051,0.245436,0.283997,0.198868,1,966,966
3.80499,70.8392,1.02601,0.282826,0.270705,0.365971,0.198371,1,967,967
3.69941,69.7949,1.04899,0.306726,0.288679,0.282673,0.198072,1,968,968
3.70559,73.0251,1.0802,0.326931,0.297198,0.361083,0.200138,1,969,969
3.75601,72.2556,0.982902,0.294215,0.278844,0.289883,0.200116,1,970,970
3.80823,70.8176,1.04173,0.282725,0.291755,0.329669,0.196688,1,971,971
3.78183,70.6467,0.993894,0.292861,0.272982,0.319298,0.202278,1,972,972
3.74135,69.7619,0.956577,0.307488,0.263969,0.317287,0.200024,1,973,973
3.76654,70.0738,0.949504,0.30574,0.25306,0.303146,0.197304,1,974,974
3.87204,67.4861,1.01529,0.295572,0.273463,0.301472,0.196472,1,975,975
3.85128,67.4539,0.990317,0.272102,0.270126,0.36164,0.201541,1,976,976
3.91097,65.7582,0.977444,0.283092,0.262187,0.357014,0.198233,1,977,977
3.90066,68.5105,0.934778,0.292492,0.276761,0.296782,0.19813,1,978,978
3.96598,68.034,0.993323,0.281489,0.268805,0.324298,0.198036,1,979,979
3.95614,68.2588,1.05007,0.279007,0.277455,0.318324,0.198236,1,980,980
3.94135,70.1021,0.972045,0.304351,0.286017,0.289501,0.198993,1,981,981
3.95657,70.2453,0.974949,0.303951,0.255601,0.327078,0.198105,1,982,982
3.98327,71.5949,1.06606,0.302788,0.280201,0.34297,0.199365,1,983,983
4.04556,68.7775,1.01304,0.307067,0.291826,0.352947,0.197517,1,984,984
4.02536,68.1732,0.916671,0.291118,0.278585,0.360513,0.199329,1,985,985
4.02198,67.5343,0.909529,0.287887,0.282682,0.328504,0.198728,1,986,986
4.06785,69.0112,0.964791,0.279997,0.285778,0.331105,0.194777,1,987,987
4.13178,70.4452,0.996909,0.295218,0.285768,0.360099,0.201721,1,988,988
4.1311,69.7598,0.975206,0.290973,0.275937,0.380506,0.200602,1,989,989
4.09289,69.5239,0.978437,0.293743,0.311055,0.307697,0.198626,1,990,990
4.03843,69.7712,1.0048,0.285265,0.290043,0.322068,0.20093,1,991,991
4.05201,70.1073,1.06439,0.311915,0.28583,0.311562,0.195813,1,992,992
4.13254,72.4819,0.938344,0.332661,0.284263,0.339249,0.197517,1,993,993
4.16879,70.8739,0.986205,0.329208,0.294711,0.338734,0.197207,1,994,994
3.9682,67.5659,0.979064,0.346522,0.272406,0.329529,0.19795,1,995,995
4.03877,67.3515,1.09034,0.306328,0.297839,0.330255,0.197328,1,996,996
4.02757,69.2842,0.968484,0.290366,0.295942,0.289618,0.197901,1,997,997
3.95521,68.8127,1.00265,0.294907,0.264428,0.296341,0.200263,1,998,998
4.03411,71.0268,0.956175,0.28054,0.284742,0.349338,0.196793,1,999,999
4.04691,71.7013,1.03312,0.265059,0.297926,0.333051,0.199271,1,1000,1000
3.70723,71.2571,0.978032,0.280251,0.254399,0.3045,0.196748,2,1,1001
3.59045,71.2977,0.957897,0.295794,0.287966,0.296472,0.19986400000000001,2,2,1002
3.60427,71.8864,0.947403,0.306185,0.297897,0.295184,0.19922,2,3,1003
3.59779,71.7404,0.955598,0.307692,0.302394,0.280321,0.197214,2,4,1004
3.64342,70.7159,0.984363,0.300497,0.30643,0.32823600000000003,0.19986400000000001,2,5,1005
3.69388,69.9067,0.949095,0.290316,0.288002,0.303856,0.196963,2,6,1006
3.73662,70.0481,1.0034,0.283574,0.297127,0.299301,0.199079,2,7,1007
3.72206,68.5264,0.959194,0.288155,0.292829,0.36608,0.199219,2,8,1008
3.75451,69.3774,0.986345,0.286615,0.299676,0.325575,0.200058,2,9,1009
3.7542,68.0746,0.991884,0.310915,0.3163,0.317965,0.196373,2,10,1010
3.82936,69.1025,1.03152,0.298343,0.2948,0.290852,0.202505,2,11,1011
3.79265,67.594,1.01888,0.297967,0.267481,0.344135,0.197802,2,12,1012
3.8318,69.2915,1.04034,0.285914,0.2699,0.359308,0.196155,2,13,1013
3.84078,71.3355,0.999398,0.295808,0.260055,0.344709,0.201129,2,14,1014
3.83564,73.7263,0.990018,0.287189,0.310982,0.2488,0.197137,2,15,1015
3.90992,71.5636,1.02691,0.297802,0.281263,0.324883,0.197878,2,16,1016
3.8675,71.2071,0.996491,0.28713,0.277408,0.315939,0.195231,2,17,1017
3.8392,70.4903,0.989967,0.290005,0.283333,0.299468,0.196525,2,18,1018
3.83384,70.8451,0.998676,0.287075,0.290445,0.309848,0.198164,2,19,1019
3.82822,70.7219,0.948517,0.270587,0.29702,0.30791,0.199273,2,20,1020
3.84316,70.9989,0.956549,0.272797,0.287618,0.314002,0.198865,2,21,1021
3.80278,70.187,0.961809,0.294732,0.302511,0.319094,0.196918,2,22,1022
3.79673,69.6343,0.965581,0.287054,0.298997,0.305524,0.195419,2,23,1023
3.78082,70.9901,1.01567,0.322832,0.283918,0.327027,0.203743,2,24,1024
3.75263,70.6046,0.974126,0.317876,0.27088,0.332026,0.195344,2,25,1025
3.7314,69.3053,0.961502,0.31471,0.286536,0.344515,0.198059,2,26,1026
3.75551,70.4191,0.986861,0.286435,0.296767,0.266336,0.2004,2,27,1027
3.79047,68.5647,1.03303,0.267018,0.312407,0.331169,0.19794900000000001,2,28,1028
3.81602,69.1619,0.955352,0.260059,0.294145,0.332924,0.197952,2,29,1029
3.76882,66.0055,0.947358,0.270431,0.266955,0.261943,0.200206,2,30,1030
3.83576,69.6277,0.968553,0.267979,0.254601,0.262681,0.202829,2,31,1031
3.91546,69.8527,0.968399,0.268261,0.267032,0.29268,0.197692,2,32,1032
4.0004,69.8816,1.00268,0.273041,0.256087,0.350017,0.19996,2,33,1033
3.99558,70.2666,0.942246,0.288347,0.274476,0.303139,0.195936,2,34,1034
4.02742,70.7121,0.946054,0.282578,0.271355,0.317169,0.198532,2,35,1035
4.02688,70.7497,0.989428,0.280283,0.266165,0.349768,0.198043,2,36,1036
4.08825,71.2802,0.892765,0.288359,0.293643,0.353392,0.198699,2,37,1037
4.16727,69.1686,1.03626,0.282923,0.26738,0.28025,0.198665,2,38,1038
4.15441,68.7163,0.991749,0.280203,0.253423,0.303133,0.198233,2,39,1039
4.19847,69.1866,0.9821,0.2704,0.269027,0.276249,0.198144,2,40,1040
4.183,69.7987,0.942643,0.279366,0.2777,0.248975,0.20041,2,41,1041
4.16666,70.9796,1.01145,0.283371,0.276744,0.265015,0.199056,2,42,1042
4.20582,70.7335,0.947163,0.277685,0.254487,0.293951,0.197941,2,43,1043
4.14128,71.4336,0.978051,0.27219,0.285311,0.318873,0.199438,2,44,1044
4.05734,66.1901,0.964715,0.292319,0.275233,0.308298,0.196302,2,45,1045
4.08411,66.2542,1.03597,0.295872,0.265696,0.336088,0.19609,2,46,1046
4.07806,65.7219,0.999366,0.291382,0.257126,0.329665,0.199092,2,47,1047
4.05875,66.3342,1.06029,0.290951,0.266799,0.368028,0.204403,2,48,1048
4.00282,65.3993,1.0122,0.305542,0.264957,0.352846,0.193163,2,49,1049
3.99869,69.2443,0.940966,0.287556,0.319137,0.257977,0.201094,2,50,1050
4.04289,68.8777,0.968143,0.297849,0.284371,0.34013,0.202343,2,51,1051
4.04607,67.7286,0.948363,0.292762,0.304733,0.334878,0.195453,2,52,1052
4.06585,65.434,0.932803,0.283423,0.280697,0.325305,0.19937,2,53,1053
4.09593,67.4397,1.02031,0.271923,0.270687,0.302262,0.195413,2,54,1054
4.15588,67.5801,0.951672,0.271206,0.267783,0.276771,0.200614,2,55,1055
4.18918,68.3951,1.02275,0.272528,0.269881,0.299709,0.197313,2,56,1056
4.08632,70.7424,0.929054,0.276147,0.277139,0.33736,0.200339,2,57,1057
4.01989,69.4094,1.01701,0.294355,0.267581,0.353345,0.201419,2,58,1058
