TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
4.08158,71.449700000000007,1.06435,0.284217,0.267942,0.325759,0.197561,1,943,943
4.05315,69.9694,1.06669,0.282393,0.265377,0.363888,0.18951,1,944,944
4.01205,70.1567,0.978023,0.282911,0.263609,0.334866,0.196312,1,945,945
4.03053,71.0825,1.03859,0.295608,0.292895,0.302116,0.185715,1,946,946
4.05724,69.8485,1.00407,0.272223,0.270147,0.352062,0.197778,1,947,947
4.12457,70.6438,1.03068,0.270442,0.255932,0.346954,0.195075,1,948,948
4.18861,70.427,1.00732,0.272808,0.268557,0.341348,0.192797,1,949,949
4.14861,70.2269,1.06433,0.266114,0.266667,0.338542,0.1974,1,950,950
4.13394,70.1072,1.05219,0.293633,0.261482,0.331708,0.188294,1,951,951
3.93191,66.5164,1.0232,0.283353,0.286036,0.335391,0.197524,1,952,952
4.01211,69.5514,1.04026,0.293778,0.296191,0.315175,0.191476,1,953,953
3.97503,71.5701,1.00944,0.324807,0.264643,0.306497,0.194634,1,954,954
4.02551,71.4527,1.10457,0.320654,0.273649,0.363072,0.190984,1,955,955
3.94456,72.5262,1.00526,0.27891,0.240524,0.333338,0.187163,1,956,956
4.10347,70.4366,0.985218,0.336775,0.265365,0.390329,0.200114,1,957,957
4.15074,72.9146,1.00166,0.336751,0.28776,0.36932,0.195018,1,958,958
4.03934,70.7873,0.984138,0.322701,0.305288,0.3057,0.192132,1,959,959
4.06753,71.6631,1.04305,0.29568,0.295505,0.369948,0.188755,1,960,960
4.04655,69.684,1.00656,0.300532,0.285841,0.312561,0.192013,1,961,961
3.90582,67.1252,1.05294,0.295628,0.275747,0.350745,0.194945,1,962,962
3.93285,68.8048,1.0415,0.299773,0.269141,0.3677,0.189084,1,963,963
3.84523,70.3235,1.03235,0.286702,0.250102,0.291576,0.19147,1,964,964
3.8128,71.7525,0.957944,0.31576,0.275989,0.294317,0.195345,1,965,965
3.80036,71.6209,0.961972,0.314106,0.274036,0.294661,0.196098,1,966,966
3.93328,68.1675,0.983491,0.310093,0.271468,0.380083,0.195421,1,967,967
4.05694,72.2349,1.06594,0.33929,0.292733,0.336925,0.189473,1,968,968
4.13787,72.3458,1.02823,0.312735,0.239989,0.345227,0.19145,1,969,969
4.08094,70.3446,1.00439,0.283132,0.249831,0.305138,0.196773,1,970,970
4.16843,70.1322,1.03208,0.268305,0.265234,0.307416,0.194663,1,971,971
4.09726,70.3655,0.987474,0.290923,0.278278,0.312404,0.196207,1,972,972
4.10166,71.7891,0.999013,0.270453,0.254424,0.36922,0.190137,1,973,973
4.0693,70.9652,1.04999,0.287902,0.239628,0.359984,0.193437,1,974,974
4.00984,69.7587,1.01533,0.284487,0.279413,0.335834,0.190963,1,975,975
4.04567,66.7211,0.988822,0.302209,0.290765,0.339882,0.195849,1,976,976
3.9514,69.1058,0.941408,0.284646,0.280864,0.373696,0.193595,1,977,977
4.07141,68.9055,1.04781,0.325523,0.266961,0.376757,0.191786,1,978,978
4.05156,66.5297,1.05155,0.343588,0.272658,0.355435,0.193006,1,979,979
4.0191,65.8846,1.05655,0.323551,0.248036,0.346054,0.198196,1,980,980
3.9216,67.323,1.00467,0.322152,0.268353,0.306071,0.193635,1,981,981
3.958,67.0165,0.983605,0.305315,0.280777,0.289656,0.19164,1,982,982
3.91127,70.182,1.01706,0.309742,0.28314,0.363803,0.194031,1,983,983
3.94083,73.721,0.976257,0.291314,0.299796,0.277367,0.194391,1,984,984
3.88236,72.464,0.999287,0.308319,0.289969,0.357647,0.191479,1,985,985
3.94413,71.9718,1.02934,0.289965,0.290523,0.332077,0.195421,1,986,986
3.89103,69.1483,0.978031,0.286163,0.29981,0.308006,0.18997,1,987,987
3.90382,73.6279,0.990859,0.315366,0.290929,0.349174,0.189518,1,988,988
3.92066,74.7666,0.979442,0.29933,0.259034,0.308221,0.198281,1,989,989
3.91073,76.089,0.986102,0.303465,0.276991,0.271856,0.196015,1,990,990
3.96361,78.7416,1.00326,0.300048,0.288135,0.33665,0.202081,1,991,991
3.83543,73.6131,0.968199,0.330822,0.248729,0.31207,0.188471,1,992,992
3.79882,73.6747,0.984677,0.310954,0.277902,0.279071,0.19307,1,993,993
3.8703,74.6388,1.01831,0.308496,0.269578,0.335195,0.192849,1,994,994
3.85462,73.9096,0.957276,0.295296,0.267234,0.310254,0.194752,1,995,995
3.90207,71.1651,0.980174,0.286135,0.288539,0.344865,0.190645,1,996,996
3.97041,69.2785,1.02265,0.288574,0.325192,0.35721,0.196284,1,997,997
3.95441,67.4416,1.12043,0.301678,0.258826,0.342501,0.189961,1,998,998
3.92155,65.9869,1.0453,0.277591,0.269805,0.323877,0.188472,1,999,999
3.93692,69.1146,1.0798,0.338439,0.245272,0.330246,0.196532,1,1000,1000
4.08785,68.2526,1.01044,0.322784,0.278021,0.379263,0.185179,2,1,1001
4.1173,70.3215,1.01414,0.307413,0.294614,0.302939,0.188497,2,2,1002
4.08414,69.3014,1.04033,0.305545,0.29257,0.289343,0.196131,2,3,1003
4.02343,68.8947,1.10858,0.327356,0.290447,0.333206,0.185655,2,4,1004
3.96521,68.168,1.06848,0.307354,0.292376,0.371816,0.193823,2,5,1005
4.13025,71.0402,0.965314,0.352474,0.254449,0.323076,0.193789,2,6,1006
4.15182,71.5611,0.994268,0.342425,0.247426,0.33939,0.194931,2,7,1007
4.08,70.1383,0.984488,0.298418,0.261665,0.357849,0.19396,2,8,1008
3.88763,72.7709,1.00437,0.288585,0.274968,0.300498,0.197333,2,9,1009
3.77283,69.2361,1.01662,0.293574,0.268415,0.350403,0.195091,2,10,1010
3.8364,70.1649,1.01793,0.304391,0.306988,0.30178,0.193056,2,11,1011
3.95619,68.9511,1.01248,0.309621,0.236984,0.332362,0.192738,2,12,1012
4.0265,70.076,1.02738,0.321261,0.274447,0.310108,0.190103,2,13,1013
4.04668,70.4699,1.03361,0.280339,0.275324,0.357923,0.191179,2,14,1014
4.0542299999999996,72.0437,1.03397,0.295506,0.270871,0.314764,0.195623,2,15,1015
3.80835,71.3989,1.03296,0.282316,0.307491,0.326732,0.197955,2,16,1016
3.81901,71.1814,1.03318,0.274615,0.28304,0.339378,0.196084,2,17,1017
3.78137,72.475,1.03243,0.269944,0.274304,0.340238,0.189916,2,18,1018
3.77187,73.0683,1.00483,0.271963,0.282008,0.327828,0.195847,2,19,1019
3.7796,72.737,1.01774,0.267904,0.283921,0.331192,0.196526,2,20,1020
3.75146,71.3304,0.963911,0.272849,0.257383,0.35788,0.192364,2,21,1021
3.80854,68.5989,1.01667,0.279272,0.255888,0.338618,0.193596,2,22,1022
3.99315,70.8411,1.00983,0.284025,0.267451,0.280598,0.195579,2,23,1023
4.00799,69.2008,1.00528,0.272974,0.23311,0.291429,0.193861,2,24,1024
4.01713,68.9387,0.986053,0.294258,0.260298,0.413508,0.192941,2,25,1025
4.03863,68.8013,0.965238,0.29236,0.266051,0.361534,0.190616,2,26,1026
4.04568,68.402,0.952273,0.296467,0.267676,0.365679,0.191105,2,27,1027
4.15386,64.7625,0.957556,0.310082,0.303593,0.289316,0.19791,2,28,1028
4.10418,68.4066,1.03308,0.30289,0.278887,0.329428,0.191306,2,29,1029
4.04357,68.7364,0.980957,0.287201,0.254688,0.293081,0.196698,2,30,1030
4.02126,70.6751,1.02333,0.277798,0.313175,0.337272,0.19505,2,31,1031
4.01565,69.2358,0.997574,0.284395,0.329236,0.335587,0.196597,2,32,1032
4.05712,69.9409,1.0446,0.31262,0.291932,0.297306,0.195304,2,33,1033
3.96956,68.5782,0.988571,0.291306,0.290753,0.373543,0.190479,2,34,1034
3.97636,69.7801,0.959852,0.294907,0.293713,0.375801,0.195215,2,35,1035
4.01708,69.4033,1.03662,0.314671,0.264804,0.353713,0.197313,2,36,1036
4.00376,67.0484,0.976127,0.326504,0.247039,0.394785,0.188551,2,37,1037
3.95354,67.9409,0.937113,0.310566,0.26068,0.353265,0.189097,2,38,1038
3.91818,70.8281,1.0414,0.33327,0.333065,0.337304,0.187961,2,39,1039
3.92808,70.0067,1.02473,0.326385,0.319695,0.344181,0.189271,2,40,1040
3.96585,67.2932,1.04362,0.350988,0.263807,0.352983,0.197308,2,41,1041
4.05019,67.8597,0.964123,0.296706,0.2826,0.37331,0.194733,2,42,1042
3.88587,70.0847,1.03632,0.313134,0.231782,0.303877,0.195559,2,43,1043
3.84905,69.6792,0.990662,0.332836,0.237287,0.317916,0.191813,2,44,1044
3.82814,68.5644,0.965791,0.327834,0.296574,0.390845,0.190119,2,45,1045
3.8458,70.3493,0.963107,0.319062,0.282775,0.382093,0.194488,2,46,1046
4.05305,71.2697,1.003,0.309663,0.261708,0.309534,0.195699,2,47,1047
4.09054,71.3575,1.02686,0.313747,0.277621,0.31153,0.188267,2,48,1048
4.10145,69.0096,0.998117,0.29724,0.27351,0.352573,0.196953,2,49,1049
3.87647,72.5666,1.02408,0.324327,0.25,0.274435,0.203943,2,50,1050
3.88099,72.0584,1.04065,0.260813,0.291619,0.316489,0.200401,2,51,1051
3.88131,67.9966,1.00478,0.264925,0.265833,0.287353,0.189337,2,52,1052
3.94638,69.98,1.00886,0.291227,0.301805,0.321069,0.192434,2,53,1053
4.0473,72.3847,0.991248,0.27553,0.298315,0.330691,0.194411,2,54,1054
4.07068,68.3431,0.998924,0.29352,0.233787,0.319613,0.196014,2,55,1055
4.10685,68.3113,1.01405,0.307178,0.261293,0.337868,0.190176,2,56,1056
3.99318,73.7579,1.03548,0.300898,0.298368,0.315084,0.19114,2,57,1057
3.94943,72.3171,1.02134,0.286192,0.292488,0.317288,0.190303,2,58,1058
4.01707,72.6826,1.01807,0.309657,0.276784,0.338029,0.195264,2,59,1059
4.12868,74.9026,1.02654,0.303903,0.246255,0.355527,0.19384,2,60,1060
4.04472,73.3732,1.00159,0.286873,0.271978,0.339002,0.192759,2,61,1061
4.11664,72.4821,1.03842,0.274008,0.273601,0.35819,0.197923,2,62,1062
4.2635,69.8825,1.01648,0.328898,0.236309,0.339478,0.195806,2,63,1063
4.33332,71.089,1.04166,0.341328,0.236093,0.353085,0.194662,2,64,1064
4.19825,68.9959,0.958721,0.300015,0.268129,0.322795,0.191288,2,65,1065
4.15189,70.9662,1.06684,0.296583,0.278415,0.373074,0.192728,2,66,1066
4.14209,69.837,0.97467,0.290586,0.273527,0.352531,0.193116,2,67,1067
3.91449,70.9306,1.07923,0.29752,0.245472,0.403275,0.192685,2,68,1068
3.91057,70.9396,1.05945,0.298587,0.246712,0.390813,0.192261,2,69,1069
3.89478,68.577,0.941821,0.288982,0.267604,0.286875,0.187292,2,70,1070
3.97755,68.1391,0.99582,0.30033,0.267096,0.35301,0.202484,2,71,1071
3.98569,70.5079,1.03579,0.296112,0.27838,0.335461,0.191675,2,72,1072
3.93382,72.5972,0.995342,0.311758,0.271575,0.331412,0.193529,2,73,1073
3.89105,72.8729,1.01987,0.277515,0.271203,0.404946,0.197525,2,74,1074
3.96218,71.5696,0.962105,0.289373,0.278938,0.340056,0.189403,2,75,1075
3.90194,69.7351,0.97798,0.289836,0.271075,0.364307,0.199591,2,76,1076
3.95505,71.0277,1.01909,0.311025,0.249885,0.322126,0.186527,2,77,1077
3.96128,70.1837,0.965465,0.295327,0.279367,0.354123,0.194115,2,78,1078
3.90098,73.6464,1.05654,0.336638,0.24122,0.295083,0.192309,2,79,1079
3.8578,68.3894,1.0258,0.330576,0.298255,0.308279,0.195329,2,80,1080
4.03402,70.5802,1.0007,0.301643,0.266227,0.328848,0.196522,2,81,1081
4.19827,67.6974,1.00638,0.30594,0.292089,0.302561,0.190688,2,82,1082
4.24302,66.4934,1.01495,0.314551,0.28174,0.314784,0.199933,2,83,1083
4.21999,68.8839,0.995842,0.321705,0.248354,0.346312,0.190041,2,84,1084
4.17117,71.0831,0.98083,0.358345,0.267706,0.314739,0.197443,2,85,1085
4.22036,69.4269,1.04357,0.270755,0.240021,0.351888,0.188599,2,86,1086
4.26352,69.9304,1.03169,0.280597,0.23221,0.343124,0.188204,2,87,1087
4.29789,68.4823,1.04703,0.299791,0.270016,0.344269,0.195046,2,88,1088
4.06947,68.183,0.957361,0.284004,0.297198,0.335321,0.194218,2,89,1089
3.97995,68.0046,0.992487,0.284838,0.324036,0.329464,0.195049,2,90,1090
4.00436,69.3428,1.02582,0.273524,0.303805,0.324971,0.195685,2,91,1091
3.96782,70.7381,1.05416,0.267974,0.316689,0.383801,0.191267,2,92,1092
3.92824,69.5937,1.03037,0.269129,0.276003,0.403458,0.193257,2,93,1093
3.93707,70.9223,1.02006,0.252394,0.290335,0.340435,0.193405,2,94,1094
3.90392,70.1569,1.01878,0.272856,0.269106,0.32683,0.190255,2,95,1095
3.91015,71.3584,1.02926,0.285951,0.274644,0.334842,0.197889,2,96,1096
3.96783,70.0415,0.967152,0.286904,0.282046,0.325919,0.188389,2,97,1097
4.02403,68.8602,1.00067,0.313208,0.264775,0.317481,0.195576,2,98,1098
3.94853,71.2936,1.03307,0.322014,0.24746,0.343601,0.190507,2,99,1099
4.02457,69.8986,1.02671,0.301093,0.268593,0.362922,0.192335,2,100,1100
4.03938,70.3177,1.03483,0.304892,0.268489,0.328305,0.196989,2,101,1101
4.05431,70.5902,1.03576,0.324775,0.264358,0.323051,0.198885,2,102,1102
4.04977,71.0248,0.976397,0.301849,0.267576,0.293421,0.188228,2,103,1103
4.00117,69.4781,0.988216,0.324419,0.266127,0.299219,0.197866,2,104,1104
3.98598,68.5371,1.0095,0.304596,0.28549,0.33365,0.196338,2,105,1105
3.84405,73.8069,0.984039,0.312372,0.245127,0.308542,0.193905,2,106,1106
3.9172,68.7001,1.05762,0.295574,0.281724,0.309687,0.197192,2,107,1107
3.94858,68.9904,1.0567,0.289751,0.284343,0.305124,0.198953,2,108,1108
4.03838,71.8533,1.02822,0.278552,0.267875,0.338929,0.184333,2,109,1109
4.11753,74.6939,1.0218,0.299319,0.275022,0.319578,0.201232,2,110,1110
4.02517,72.8759,1.02983,0.320057,0.263945,0.300412,0.193285,2,111,1111
4.12486,68.3625,0.9546,0.306913,0.266448,0.289785,0.191033,2,112,1112
4.06047,69.2008,1.04513,0.280437,0.260671,0.348107,0.190178,2,113,1113
4.1241,69.1266,1.00874,0.292256,0.276951,0.324563,0.199865,2,114,1114
4.06838,69.0789,0.979914,0.324293,0.292962,0.308552,0.189418,2,115,1115
4.18866,71.0543,1.06481,0.321333,0.255092,0.360106,0.198376,2,116,1116
4.19033,73.6795,0.999814,0.298611,0.312754,0.299127,0.187263,2,117,1117
4.17001,70.4052,1.00656,0.286195,0.27613,0.316293,0.200714,2,118,1118
4.21175,70.8173,1.03253,0.286126,0.280879,0.327522,0.204008,2,119,1119
4.08925,70.161,1.02815,0.273807,0.29405,0.303572,0.191413,2,120,1120
4.12418,71.9474,1.05716,0.297088,0.269268,0.328421,0.196318,2,121,1121
4.01295,69.1016,0.975869,0.291868,0.273808,0.297891,0.186456,2,122,1122
4.10398,70.6682,1.07323,0.296006,0.275374,0.362148,0.189227,2,123,1123
4.09023,70.6016,1.01066,0.285684,0.275886,0.316702,0.193065,2,124,1124
4.04076,69.5649,1.05167,0.274218,0.259821,0.296959,0.196474,2,125,1125
3.99958,70.9295,0.97837,0.297044,0.246017,0.360203,0.196115,2,126,1126
3.91267,69.2569,1.02613,0.302833,0.285354,0.327955,0.200119,2,127,1127
3.95459,70.723,0.969023,0.261424,0.228891,0.355847,0.19562,2,128,1128
3.94406,70.074,0.972071,0.266246,0.248419,0.358158,0.190874,2,129,1129
3.94997,69.2808,1.01886,0.293769,0.266553,0.338749,0.197385,2,130,1130
3.94296,71.2435,1.05846,0.271185,0.264122,0.310683,0.19166,2,131,1131
3.93947,69.5538,0.91255,0.31577,0.282357,0.349108,0.194001,2,132,1132
3.93993,71.6309,0.97758,0.323709,0.257678,0.299264,0.195033,2,133,1133
3.93411,71.5981,0.980145,0.317306,0.263752,0.297356,0.193243,2,134,1134
3.94924,70.5526,0.95414,0.330845,0.293765,0.331757,0.195967,2,135,1135
4.00019,71.307,0.927325,0.327522,0.276799,0.327091,0.193286,2,136,1136
4.02178,68.4438,0.980817,0.322297,0.279327,0.30158,0.197615,2,137,1137
4.02289,68.2781,0.983365,0.315737,0.277271,0.301452,0.198026,2,138,1138
4.0285,68.0832,0.981737,0.295748,0.225992,0.299019,0.192677,2,139,1139
4.05265,68.4602,1.03458,0.30528,0.270018,0.318019,0.196579,2,140,1140
3.86995,73.5439,0.980851,0.288528,0.305635,0.338007,0.195237,2,141,1141
3.82658,73.8968,0.974964,0.287701,0.311456,0.335197,0.190942,2,142,1142
3.85551,73.873,0.992277,0.297705,0.340453,0.353777,0.193473,2,143,1143
3.85423,73.6692,1.01011,0.287393,0.336599,0.367924,0.193399,2,144,1144
3.85131,73.8023,1.0442,0.286931,0.338831,0.375671,0.194696,2,145,1145
3.80476,69.3124,0.932769,0.277679,0.283872,0.318704,0.193412,2,146,1146
3.84491,70.8018,0.994247,0.283731,0.285953,0.302363,0.186956,2,147,1147
3.95811,69.2209,1.00894,0.310607,0.303933,0.317234,0.199021,2,148,1148
3.82966,72.5914,0.991225,0.312418,0.283227,0.344503,0.185768,2,149,1149
3.84584,71.9233,0.972831,0.31126,0.289334,0.34705,0.191164,2,150,1150
3.83378,72.0169,0.991788,0.31946600000000003,0.245073,0.333675,0.198244,2,151,1151
3.96163,75.6332,1.01451,0.29485,0.265888,0.311342,0.19331,2,152,1152
3.9458,74.8305,0.973202,0.283376,0.266525,0.32376,0.189837,2,153,1153
3.8326,71.4457,0.914921,0.280678,0.258034,0.349181,0.196335,2,154,1154
3.8751,69.52,0.916123,0.302361,0.291777,0.286385,0.18845,2,155,1155
3.9426,71.495,1.03014,0.329527,0.26955,0.309537,0.197233,2,156,1156
3.8194,69.803,0.999633,0.340358,0.302696,0.276985,0.193243,2,157,1157
3.86703,69.3004,1.03425,0.336004,0.267917,0.350454,0.193471,2,158,1158
3.80805,67.7899,0.978745,0.281901,0.239058,0.308155,0.196531,2,159,1159
3.74386,67.6005,0.979592,0.302581,0.241677,0.347568,0.191332,2,160,1160
3.75417,71.9047,1.06415,0.289116,0.269181,0.329031,0.195749,2,161,1161
3.72771,71.4022,1.05477,0.290706,0.266588,0.309386,0.192865,2,162,1162
3.69433,71.0053,1.02237,0.270585,0.243161,0.290731,0.192137,2,163,1163
3.70728,70.6981,0.991054,0.288031,0.247686,0.317427,0.188761,2,164,1164
3.79721,72.2193,1.0008,0.301351,0.297867,0.36656300000000003,0.200141,2,165,1165
4.02358,71.8403,0.991707,0.317254,0.244655,0.28667,0.188898,2,166,1166
4.00917,71.0809,0.959242,0.298426,0.27688,0.284554,0.197528,2,167,1167
3.987,69.6094,0.931331,0.290082,0.288695,0.30199,0.191893,2,168,1168
4.01624,70.5662,0.979049,0.294002,0.295798,0.314712,0.197347,2,169,1169
4.06182,72.3553,0.980395,0.291043,0.304874,0.295511,0.189921,2,170,1170
4.12246,71.7574,1.00868,0.288238,0.297269,0.334962,0.19228,2,171,1171
4.11197,70.9639,0.984312,0.288809,0.281987,0.362489,0.198351,2,172,1172
3.99149,68.7841,0.974575,0.299791,0.285845,0.290558,0.197091,2,173,1173
3.97731,68.864,1.01328,0.332627,0.303778,0.293952,0.193007,2,174,1174
3.87664,69.5774,0.954342,0.314047,0.278432,0.3358,0.198791,2,175,1175
3.96405,70.7666,0.9744,0.325009,0.307004,0.320062,0.198177,2,176,1176
3.91621,71.0012,0.995431,0.30237000000000003,0.294981,0.341945,0.194202,2,177,1177
3.85104,70.8582,0.979635,0.33173,0.262386,0.328919,0.192983,2,178,1178
3.83357,69.4646,0.977711,0.313161,0.261947,0.323641,0.193078,2,179,1179
3.83447,69.8694,0.942371,0.34494,0.261915,0.306652,0.183113,2,180,1180
3.95822,69.5903,0.961768,0.321083,0.240022,0.310564,0.2,2,181,1181
3.84497,67.0387,1.01197,0.288012,0.253744,0.310095,0.19061,2,182,1182
3.89814,69.1429,0.945701,0.323872,0.274378,0.337254,0.197597,2,183,1183
3.97386,69.4605,0.964913,0.325355,0.278526,0.308407,0.192496,2,184,1184
3.99636,72.2298,1.04225,0.329765,0.284228,0.336413,0.198406,2,185,1185
3.89821,70.8504,1.01105,0.337883,0.279556,0.322636,0.190838,2,186,1186
3.91737,66.333,1.0164,0.290397,0.320381,0.295274,0.195783,2,187,1187
3.99441,69.5518,1.04427,0.277418,0.323774,0.299861,0.194966,2,188,1188
3.9015,69.6995,0.985123,0.276088,0.258947,0.336808,0.187278,2,189,1189
3.92151,69.7417,0.97026,0.267089,0.259736,0.344395,0.189545,2,190,1190
3.90876,68.1781,1.02033,0.270419,0.265844,0.332192,0.189444,2,191,1191
4.09186,73.4984,1.00056,0.312793,0.269349,0.346265,0.197822,2,192,1192
4.17012,72.3016,0.987518,0.325952,0.286721,0.284333,0.18973,2,193,1193
3.95632,70.2048,1.04977,0.289599,0.246238,0.403826,0.192248,2,194,1194
3.99179,71.434,1.08202,0.285855,0.238732,0.38209,0.191222,2,195,1195
3.99536,72.9439,1.00675,0.296486,0.278967,0.324887,0.194404,2,196,1196
3.99758,69.6445,0.9774,0.286387,0.261722,0.369226,0.189217,2,197,1197
4.20469,71.8986,1.06115,0.309695,0.279232,0.392099,0.192401,2,198,1198
4.09567,72.1422,1.05423,0.302435,0.283261,0.319823,0.1899,2,199,1199
4.11609,72.2146,1.02869,0.298499,0.24398,0.364978,0.196238,2,200,1200
4.07827,73.1159,0.983317,0.315992,0.25324,0.290503,0.193922,2,201,1201
4.09246,73.429,0.960873,0.340061,0.293865,0.37118,0.199834,2,202,1202
4.13424,73.2513,1.00334,0.348546,0.262288,0.353631,0.193107,2,203,1203
4.08293,72.8812,1.02502,0.327609,0.285466,0.393031,0.193464,2,204,1204
3.87798,72.7822,0.967615,0.336665,0.294818,0.278561,0.192708,2,205,1205
3.92105,72.5731,0.966713,0.324336,0.289726,0.299007,0.189011,2,206,1206
3.91272,72.2022,0.970983,0.323249,0.281501,0.310195,0.196513,2,207,1207
3.9729,67.438,0.977411,0.308598,0.279232,0.321836,0.195738,2,208,1208
3.98873,69.5395,0.961111,0.329849,0.249678,0.299577,0.190966,2,209,1209
4.07843,70.1379,0.990538,0.330533,0.259178,0.339484,0.19435,2,210,1210
4.07586,70.6057,0.965841,0.312371,0.258755,0.326675,0.191701,2,211,1211
4.10314,71.0272,1.04544,0.314367,0.275655,0.298304,0.196196,2,212,1212
4.09817,70.5681,1.00909,0.31563600000000003,0.254344,0.315813,0.19477,2,213,1213
4.04008,69.1554,1.01955,0.316868,0.236215,0.401316,0.192103,2,214,1214
4.0133,69.5126,1.03632,0.340118,0.248114,0.361754,0.189977,2,215,1215
4.14514,69.9374,1.05464,0.32206,0.256235,0.32598,0.192354,2,216,1216
4.06329,66.2217,1.02747,0.297675,0.309641,0.303002,0.193757,2,217,1217
3.96005,67.3252,1.03461,0.330573,0.256453,0.314971,0.192513,2,218,1218
3.9437,67.3309,1.00875,0.327476,0.27744,0.34967,0.190727,2,219,1219
3.92952,67.2006,0.966972,0.321714,0.275538,0.329904,0.195718,2,220,1220
3.99608,69.4827,1.04525,0.319035,0.260982,0.360945,0.189019,2,221,1221
4.00246,68.6289,1.00727,0.303462,0.268778,0.362245,0.188494,2,222,1222
3.96293,69.7339,1.00091,0.31913,0.286781,0.350768,0.190499,2,223,1223
4.04088,71.7665,1.0257,0.316701,0.252157,0.323822,0.188362,2,224,1224
4.03692,70.4926,1.00847,0.311648,0.258071,0.316986,0.193924,2,225,1225
4.01291,69.799,1.00296,0.320888,0.257858,0.325374,0.193107,2,226,1226
3.96386,70.4462,1.04941,0.279166,0.297643,0.34336,0.192387,2,227,1227
3.96782,70.4735,1.02094,0.293633,0.288989,0.339848,0.191339,2,228,1228
3.92366,68.883,1.01998,0.283226,0.301698,0.313945,0.188398,2,229,1229
3.95003,68.4369,1.01487,0.340721,0.263666,0.315134,0.189099,2,230,1230
4.0338,66.9219,1.00373,0.355467,0.256634,0.327562,0.198618,2,231,1231
4.00904,69.32,1.04423,0.355191,0.271891,0.305959,0.186116,2,232,1232
4.01323,69.5343,1.03622,0.322646,0.312464,0.350807,0.200715,2,233,1233
4.0055,67.2474,1.03125,0.327258,0.284655,0.330561,0.18786,2,234,1234
4.19885,71.0129,1.03697,0.359798,0.251247,0.334543,0.203139,2,235,1235
4.12809,70.4661,1.01514,0.292019,0.272969,0.314987,0.194034,2,236,1236
4.04403,70.8426,0.93418,0.288958,0.282228,0.330252,0.190286,2,237,1237
3.98263,71.9141,0.975451,0.298739,0.28545,0.339122,0.187345,2,238,1238
3.98154,69.7313,0.962627,0.299841,0.279062,0.335055,0.19077,2,239,1239
3.98726,70.8792,0.951488,0.311067,0.273296,0.320925,0.190955,2,240,1240
3.82649,70.8077,0.975691,0.299439,0.271003,0.3274,0.188192,2,241,1241
4.00477,73.7494,1.01986,0.326711,0.283137,0.32107,0.190418,2,242,1242
4.04302,72.4453,0.954875,0.293657,0.270932,0.356001,0.20314,2,243,1243
4.21465,69.9482,1.05539,0.30473,0.288959,0.328481,0.200451,2,244,1244
4.25203,70.5807,0.975647,0.289489,0.267835,0.341852,0.19505,2,245,1245
4.0043,69.7736,1.01155,0.301815,0.293612,0.36032,0.194809,2,246,1246
3.98544,69.5865,0.945903,0.315625,0.277186,0.310599,0.192166,2,247,1247
3.85829,70.353,1.08045,0.335122,0.265,0.352485,0.181562,2,248,1248
3.8272,70.885,0.975102,0.341657,0.278046,0.315555,0.191517,2,249,1249
3.83893,71.2571,0.987068,0.334041,0.277534,0.311176,0.189072,2,250,1250
3.82899,68.4438,0.992914,0.328384,0.238556,0.359682,0.1985,2,251,1251
3.83805,72.1185,0.979043,0.306798,0.302689,0.314378,0.198645,2,252,1252
3.81504,71.7048,0.955633,0.32669,0.271482,0.33549,0.188797,2,253,1253
3.85568,70.9458,1.00637,0.326289,0.271934,0.342796,0.192856,2,254,1254
3.82099,70.8495,0.980681,0.333032,0.274643,0.347203,0.195742,2,255,1255
3.9711,69.715,0.957907,0.304638,0.271289,0.342305,0.192279,2,256,1256
3.92331,70.0076,1.01115,0.296602,0.26115,0.310209,0.194915,2,257,1257
3.96248,72.3649,1.02433,0.319202,0.247926,0.346168,0.195238,2,258,1258
3.85519,73.6824,1.08708,0.299546,0.269809,0.403918,0.19305,2,259,1259
3.83137,69.114,0.993854,0.307822,0.287806,0.289199,0.19325,2,260,1260
3.84879,67.8081,1.04399,0.293368,0.30171,0.326525,0.196575,2,261,1261
3.68479,71.8464,0.989077,0.303601,0.269319,0.294677,0.193833,2,262,1262
3.7812,73.8846,1.01864,0.313307,0.264531,0.301865,0.195031,2,263,1263
3.88961,70.8123,1.01611,0.323076,0.275791,0.299138,0.192961,2,264,1264
3.81634,68.5826,1.02533,0.344417,0.254227,0.34209,0.198042,2,265,1265
3.86922,69.5493,1.10119,0.313699,0.247851,0.366283,0.19032,2,266,1266
3.96626,72.3847,1.06206,0.303299,0.268801,0.34689,0.1925,2,267,1267
3.83129,69.7717,0.949976,0.285724,0.263324,0.360438,0.19206,2,268,1268
3.84476,73.4652,0.946915,0.293034,0.264233,0.353948,0.193507,2,269,1269
3.7727,73.1844,0.914061,0.295494,0.26857,0.347697,0.188476,2,270,1270
3.85309,71.8378,0.95171,0.312422,0.25336,0.342545,0.19902,2,271,1271
4.04482,71.459,1.01859,0.300686,0.238523,0.345089,0.183591,2,272,1272
3.78538,69.5387,1.01062,0.328545,0.312684,0.338337,0.191218,2,273,1273
3.85716,69.0916,1.06755,0.327327,0.304376,0.320707,0.191779,2,274,1274
3.86232,69.5906,1.00985,0.308665,0.315851,0.323603,0.192103,2,275,1275
4.06973,71.2814,0.991779,0.350225,0.221045,0.332094,0.193978,2,276,1276
